product_id,product_name,unit_price,product_category,supplier_name,supplier_id,order_date,order_quantity,order_status,delivery_date,cogs,inventory_level,reorder_level,lead_time_days,stockout_flag,inventory_valuation
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-05-31,84,In Transit,2024-06-09,253.39,559,47,9,0,141645.01
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-06-30,84,Placed,2024-07-09,200.25,642,47,9,0,128560.5
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-07-31,84,Delivered,2024-08-09,262.85,724,47,9,0,190303.4
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-08-31,84,In Transit,2024-09-09,286.63,806,47,9,0,231023.78
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-09-30,84,Placed,2024-10-09,269.78,890,47,9,0,240104.2
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-10-31,84,Delivered,2024-11-09,236.49,972,47,9,0,229868.28
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-11-30,84,Placed,2024-12-09,285.94,1056,47,9,0,301952.64
P000002,Bosch Car Cover,400.0,Automotive,InterGoods S00002,S00002,2024-12-31,84,Delivered,2025-01-09,211.02,1139,47,9,0,240351.78
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-01-31,28,Delivered,2024-02-03,51.6,114,16,3,0,5882.4
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-02-29,28,In Transit,2024-03-03,55.72,142,16,3,0,7912.24
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-03-31,28,In Transit,2024-04-03,57.94,169,16,3,0,9791.86
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-04-30,28,In Transit,2024-05-03,58.11,196,16,3,0,11389.56
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-05-31,28,In Transit,2024-06-03,62.98,222,16,3,0,13981.56
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-06-30,28,In Transit,2024-07-03,63.81,249,16,3,0,15888.69
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-07-31,28,In Transit,2024-08-03,65.59,276,16,3,0,18102.84
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-08-31,28,Placed,2024-09-03,51.02,303,16,3,0,15459.06
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-09-30,28,In Transit,2024-10-03,57.67,331,16,3,0,19088.77
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-10-31,28,In Transit,2024-11-03,60.87,358,16,3,0,21791.46
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-11-30,28,Placed,2024-12-03,46.25,383,16,3,0,17713.75
P000003,Bosch Oil Filter,87.95,Automotive,GlobalSupply S00003,S00003,2024-12-31,28,In Transit,2025-01-03,51.26,411,16,3,0,21067.86
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-01-31,36,In Transit,2024-02-06,9.39,121,20,6,0,1136.19
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-02-29,36,Placed,2024-03-06,9.13,157,20,6,0,1433.41
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-03-31,36,Placed,2024-04-06,10.52,192,20,6,0,2019.84
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-04-30,36,Placed,2024-05-06,9.32,226,20,6,0,2106.32
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-05-31,36,In Transit,2024-06-06,11.9,260,20,6,0,3094.0
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-06-30,36,Placed,2024-07-06,11.34,294,20,6,0,3333.96
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-07-31,36,In Transit,2024-08-06,9.31,328,20,6,0,3053.68
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-08-31,36,In Transit,2024-09-06,10.29,363,20,6,0,3735.27
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-09-30,36,Placed,2024-10-06,11.46,399,20,6,0,4572.54
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-10-31,36,In Transit,2024-11-06,9.05,434,20,6,0,3927.7
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-11-30,36,In Transit,2024-12-06,11.04,468,20,6,0,5166.72
P000004,Pilot Notebook,17.12,Office Supplies,GlobalSupply S00004,S00004,2024-12-31,36,Delivered,2025-01-06,10.73,503,20,6,0,5397.19
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-01-31,25,In Transit,2024-02-05,358.3,78,14,5,0,27947.4
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-02-29,25,In Transit,2024-03-05,370.03,103,14,5,0,38113.09
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-03-31,25,In Transit,2024-04-05,291.51,127,14,5,0,37021.77
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-04-30,25,In Transit,2024-05-05,349.62,151,14,5,0,52792.62
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-05-31,25,Placed,2024-06-05,338.96,176,14,5,0,59656.96
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-06-30,25,In Transit,2024-07-05,345.42,200,14,5,0,69084.0
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-07-31,25,Placed,2024-08-05,283.05,225,14,5,0,63686.25
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-08-31,25,Delivered,2024-09-05,407.02,247,14,5,0,100533.94
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-09-30,25,Delivered,2024-10-05,286.17,272,14,5,0,77838.24
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-10-31,25,In Transit,2024-11-05,296.68,296,14,5,0,87817.28
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-11-30,25,Delivered,2024-12-05,331.54,321,14,5,0,106424.34
P000005,Fender Guitar,560.69,Music,InterGoods S00005,S00005,2024-12-31,25,In Transit,2025-01-05,337.71,346,14,5,0,116847.66
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-01-31,81,Placed,2024-02-14,123.49,284,45,14,0,35071.16
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-02-29,81,In Transit,2024-03-14,101.01,364,45,14,0,36767.64
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-03-31,81,In Transit,2024-04-14,140.92,444,45,14,0,62568.48
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-04-30,81,Placed,2024-05-14,141.46,523,45,14,0,73983.58
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-05-31,81,In Transit,2024-06-14,139.03,603,45,14,0,83835.09
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-06-30,81,Delivered,2024-07-14,133.06,683,45,14,0,90879.98
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-07-31,81,In Transit,2024-08-14,103.77,764,45,14,0,79280.28
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-08-31,81,In Transit,2024-09-14,142.08,845,45,14,0,120057.6
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-09-30,81,Delivered,2024-10-14,127.82,922,45,14,0,117850.04
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-10-31,81,Placed,2024-11-14,126.52,1002,45,14,0,126773.04
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-11-30,81,In Transit,2024-12-14,108.02,1082,45,14,0,116877.64
P000006,Hasbro Action Figure,200.0,Toys & Games,MetroTrade S00006,S00006,2024-12-31,81,In Transit,2025-01-14,136.95,1162,45,14,0,159135.9
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-01-31,79,Delivered,2024-02-14,6.8,335,44,14,0,2278.0
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-02-29,79,In Transit,2024-03-14,8.27,401,44,14,0,3316.27
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-03-31,79,Delivered,2024-04-14,6.27,462,44,14,0,2896.74
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-04-30,79,In Transit,2024-05-14,6.99,538,44,14,0,3760.62
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-05-31,79,Delivered,2024-06-14,8.14,608,44,14,0,4949.12
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-06-30,79,Delivered,2024-07-14,7.29,668,44,14,0,4869.72
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-07-31,79,Placed,2024-08-14,8.66,737,44,14,0,6382.42
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-08-31,79,Delivered,2024-09-14,6.51,800,44,14,0,5208.0
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-09-30,79,Delivered,2024-10-14,6.71,872,44,14,0,5851.12
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-10-31,79,Placed,2024-11-14,5.97,932,44,14,0,5564.04
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-11-30,79,Placed,2024-12-14,6.41,997,44,14,0,6390.77
P000007,KrogerBrand Cheese,11.66,Groceries,InterGoods S00007,S00007,2024-12-31,79,Placed,2025-01-14,7.87,1065,44,14,0,8381.55
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-01-31,131,Placed,2024-02-13,29.64,448,73,13,0,13278.72
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-02-29,131,Delivered,2024-03-13,28.46,565,73,13,0,16079.9
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-03-31,131,Placed,2024-04-13,33.55,680,73,13,0,22814.0
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-04-30,131,Delivered,2024-05-13,33.49,801,73,13,0,26825.49
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-05-31,131,Placed,2024-06-13,32.45,909,73,13,0,29497.05
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-06-30,131,In Transit,2024-07-13,34.75,1030,73,13,0,35792.5
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-07-31,131,Delivered,2024-08-13,33.74,1147,73,13,0,38699.78
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-08-31,131,Placed,2024-09-13,27.33,1271,73,13,0,34736.43
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-09-30,131,In Transit,2024-10-13,31.1,1390,73,13,0,43229.0
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-10-31,131,Placed,2024-11-13,25.55,1512,73,13,0,38631.6
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-11-30,131,Placed,2024-12-13,29.19,1627,73,13,0,47492.13
P000008,KrogerBrand Snack Pack,50.0,Groceries,MetroTrade S00008,S00008,2024-12-31,131,Placed,2025-01-13,35.08,1740,73,13,0,61039.2
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-01-31,34,Delivered,2024-02-07,48.43,146,19,7,0,7070.78
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-02-29,34,Delivered,2024-03-07,50.28,179,19,7,0,9000.12
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-03-31,34,In Transit,2024-04-07,48.97,209,19,7,0,10234.73
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-04-30,34,Delivered,2024-05-07,55.0,238,19,7,0,13090.0
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-05-31,34,In Transit,2024-06-07,46.48,269,19,7,0,12503.12
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-06-30,34,In Transit,2024-07-07,52.78,299,19,7,0,15781.22
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-07-31,34,Delivered,2024-08-07,55.04,332,19,7,0,18273.28
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-08-31,34,In Transit,2024-09-07,55.67,366,19,7,0,20375.22
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-09-30,34,In Transit,2024-10-07,57.94,394,19,7,0,22828.36
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-10-31,34,In Transit,2024-11-07,41.49,425,19,7,0,17633.25
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-11-30,34,Placed,2024-12-07,55.27,458,19,7,0,25313.66
P000009,Funko Board Game,77.95,Toys & Games,PrimeSupplies S00009,S00009,2024-12-31,34,In Transit,2025-01-07,52.71,490,19,7,0,25827.9
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-01-31,185,Delivered,2024-02-05,33.68,525,103,5,0,17682.0
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-02-29,185,Delivered,2024-03-05,33.48,699,103,5,0,23402.52
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-03-31,185,Placed,2024-04-05,31.77,877,103,5,0,27862.29
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-04-30,185,Delivered,2024-05-05,29.37,1037,103,5,0,30456.69
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-05-31,185,In Transit,2024-06-05,29.98,1205,103,5,0,36125.9
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-06-30,185,Placed,2024-07-05,27.69,1376,103,5,0,38101.44
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-07-31,185,Placed,2024-08-05,30.53,1547,103,5,0,47229.91
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-08-31,185,In Transit,2024-09-05,31.74,1724,103,5,0,54719.76
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-09-30,185,Delivered,2024-10-05,29.62,1896,103,5,0,56159.52
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-10-31,185,Placed,2024-11-05,27.44,2073,103,5,0,56883.12
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-11-30,185,Placed,2024-12-05,35.8,2253,103,5,0,80657.4
P000010,TraderJoes Cereal,50.0,Groceries,InterGoods S00010,S00010,2024-12-31,185,In Transit,2025-01-05,26.18,2423,103,5,0,63434.14
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-01-31,52,Delivered,2024-02-07,1945.02,199,29,7,0,387058.98
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-02-29,52,In Transit,2024-03-07,1664.52,241,29,7,0,401149.32
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-03-31,52,Placed,2024-04-07,1785.11,286,29,7,0,510541.46
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-04-30,52,Placed,2024-05-07,1545.99,330,29,7,0,510176.7
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-05-31,52,Delivered,2024-06-07,1775.26,365,29,7,0,647969.9
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-06-30,52,In Transit,2024-07-07,1778.55,397,29,7,0,706084.35
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-07-31,52,Delivered,2024-08-07,1752.75,431,29,7,0,755435.25
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-08-31,52,Placed,2024-09-07,1348.36,479,29,7,0,645864.44
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-09-30,52,Delivered,2024-10-07,1760.0,525,29,7,0,924000.0
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-10-31,52,Placed,2024-11-07,1553.75,566,29,7,0,879422.5
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-11-30,52,Delivered,2024-12-07,1347.52,607,29,7,0,817944.64
P000011,LG Monitor,2670.15,Electronics,InterGoods S00011,S00011,2024-12-31,52,Placed,2025-01-07,1634.35,651,29,7,0,1063961.85
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-01-31,149,In Transit,2024-02-03,15.42,557,83,3,0,8588.94
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-02-29,149,In Transit,2024-03-03,14.68,699,83,3,0,10261.32
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-03-31,149,Placed,2024-04-03,11.94,843,83,3,0,10065.42
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-04-30,149,Placed,2024-05-03,15.32,987,83,3,0,15120.84
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-05-31,149,In Transit,2024-06-03,14.17,1132,83,3,0,16040.44
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-06-30,149,Delivered,2024-07-03,14.17,1276,83,3,0,18080.92
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-07-31,149,Delivered,2024-08-03,14.57,1420,83,3,0,20689.4
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-08-31,149,Delivered,2024-09-03,13.6,1564,83,3,0,21270.4
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-09-30,149,Delivered,2024-10-03,12.08,1711,83,3,0,20668.88
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-10-31,149,Placed,2024-11-03,12.79,1851,83,3,0,23674.29
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-11-30,149,Placed,2024-12-03,15.18,1989,83,3,0,30193.02
P000012,KrogerBrand Cheese,21.63,Groceries,PrimeSupplies S00012,S00012,2024-12-31,149,Delivered,2025-01-03,15.4,2136,83,3,0,32894.4
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-01-31,90,Delivered,2024-02-12,29.76,299,50,12,0,8898.24
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-02-29,90,In Transit,2024-03-12,35.73,386,50,12,0,13791.78
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-03-31,90,In Transit,2024-04-12,30.18,471,50,12,0,14214.78
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-04-30,90,Placed,2024-05-12,29.58,561,50,12,0,16594.38
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-05-31,90,Placed,2024-06-12,30.0,642,50,12,0,19260.0
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-06-30,90,Delivered,2024-07-12,41.38,725,50,12,0,30000.5
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-07-31,90,In Transit,2024-08-12,33.82,811,50,12,0,27428.02
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-08-31,90,Delivered,2024-09-12,37.41,896,50,12,0,33519.36
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-09-30,90,In Transit,2024-10-12,40.84,981,50,12,0,40064.04
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-10-31,90,Placed,2024-11-12,32.7,1061,50,12,0,34694.7
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-11-30,90,Placed,2024-12-12,33.68,1151,50,12,0,38765.68
P000013,Sephora Cream,56.57,Beauty,FastSource S00013,S00013,2024-12-31,90,Delivered,2025-01-12,30.47,1232,50,12,0,37539.04
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-01-31,183,Delivered,2024-02-12,35.08,482,102,12,0,16908.56
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-02-29,183,Delivered,2024-03-12,28.25,642,102,12,0,18136.5
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-03-31,183,Delivered,2024-04-12,32.45,815,102,12,0,26446.75
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-04-30,183,Delivered,2024-05-12,25.6,979,102,12,0,25062.4
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-05-31,183,Delivered,2024-06-12,27.05,1137,102,12,0,30755.85
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-06-30,183,Delivered,2024-07-12,29.9,1307,102,12,0,39079.3
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-07-31,183,Placed,2024-08-12,36.79,1464,102,12,0,53860.56
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-08-31,183,Delivered,2024-09-12,27.74,1629,102,12,0,45188.46
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-09-30,183,Placed,2024-10-12,25.9,1800,102,12,0,46620.0
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-10-31,183,Delivered,2024-11-12,35.67,1963,102,12,0,70020.21
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-11-30,183,Delivered,2024-12-12,30.7,2120,102,12,0,65084.0
P000014,KrogerBrand Cheese,50.0,Groceries,InterGoods S00014,S00014,2024-12-31,183,Delivered,2025-01-12,30.5,2286,102,12,0,69723.0
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-01-31,86,Placed,2024-02-04,103.89,277,48,4,0,28777.53
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-02-29,86,Placed,2024-03-04,148.21,361,48,4,0,53503.81
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-03-31,86,Delivered,2024-04-04,140.1,446,48,4,0,62484.6
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-04-30,86,Delivered,2024-05-04,100.83,526,48,4,0,53036.58
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-05-31,86,Delivered,2024-06-04,126.97,610,48,4,0,77451.7
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-06-30,86,Placed,2024-07-04,141.5,692,48,4,0,97918.0
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-07-31,86,In Transit,2024-08-04,116.25,776,48,4,0,90210.0
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-08-31,86,Placed,2024-09-04,100.49,860,48,4,0,86421.4
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-09-30,86,Delivered,2024-10-04,132.11,945,48,4,0,124843.95
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-10-31,86,Placed,2024-11-04,128.18,1029,48,4,0,131897.22
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-11-30,86,Placed,2024-12-04,116.05,1112,48,4,0,129047.6
P000015,Johnson&Johnson Pacifier,200.0,Baby,MetroTrade S00015,S00015,2024-12-31,86,In Transit,2025-01-04,100.4,1196,48,4,0,120078.4
P000016,Prada Dress,119.72,Fashion,FastSource S00016,S00016,2024-01-31,43,Placed,2024-02-08,68.58,138,24,8,0,9464.04
P000016,Prada Dress,119.72,Fashion,FastSource S00016,S00016,2024-02-29,43,In Transit,2024-03-08,66.36,174,24,8,0,11546.64
P000016,Prada Dress,119.72,Fashion,FastSource S00016,S00016,2024-03-31,43,Placed,2024-04-08,76.53,209,24,8,0,15994.77
