transaction_id,date,sku_id,customer_id,location_id,units_sold,price,on_promotion,payment_method,channel
TXN100157,2024-01-01,P0011,CUST0025,L5,1,192.0,0,UPI,Offline
TXN100158,2024-01-01,P0011,CUST0192,L4,1,192.0,0,Cash,Offline
TXN100159,2024-01-01,P0012,CUST0028,L4,1,113.0,0,Card,Online
TXN100160,2024-01-01,P0012,CUST0026,L5,1,113.0,0,Cash,Offline
TXN100161,2024-01-01,P0012,CUST0013,L1,1,113.0,0,UPI,Online
TXN100162,2024-01-01,P0012,CUST0139,L5,1,113.0,0,Card,Online
TXN100163,2024-01-01,P0012,CUST0133,L4,1,113.0,0,Cash,Online
TXN100164,2024-01-01,P0012,CUST0015,L1,1,113.0,0,Card,Online
TXN100165,2024-01-01,P0012,CUST0008,L1,1,113.0,0,Card,Online
TXN100166,2024-01-01,P0012,CUST0165,L4,1,113.0,0,Card,Online
TXN100167,2024-01-01,P0012,CUST0112,L5,1,113.0,0,UPI,Online
TXN100168,2024-01-01,P0012,CUST0171,L4,1,113.0,0,Cash,Offline
TXN100169,2024-01-01,P0012,CUST0143,L4,1,113.0,0,Cash,Online
TXN100170,2024-01-01,P0012,CUST0188,L2,1,113.0,0,Cash,Online
TXN100171,2024-01-01,P0012,CUST0138,L5,1,113.0,0,Card,Offline
TXN100172,2024-01-01,P0012,CUST0150,L5,1,113.0,0,Card,Offline
TXN100173,2024-01-01,P0013,CUST0053,L4,1,70.0,0,UPI,Offline
TXN100174,2024-01-01,P0013,CUST0001,L4,1,70.0,0,Card,Online
TXN100175,2024-01-01,P0013,CUST0183,L4,1,70.0,0,UPI,Online
TXN100176,2024-01-01,P0013,CUST0141,L4,1,70.0,0,UPI,Online
TXN100177,2024-01-01,P0013,CUST0140,L3,1,70.0,0,UPI,Offline
TXN100178,2024-01-01,P0013,CUST0026,L3,1,70.0,0,UPI,Offline
TXN100179,2024-01-01,P0013,CUST0114,L5,1,70.0,0,Card,Offline
TXN100180,2024-01-01,P0013,CUST0189,L4,1,70.0,0,Card,Offline
TXN100181,2024-01-01,P0013,CUST0088,L1,1,70.0,0,Cash,Online
TXN100182,2024-01-01,P0013,CUST0058,L5,1,70.0,0,Cash,Online
TXN100183,2024-01-01,P0013,CUST0038,L3,1,70.0,0,Card,Offline
TXN100184,2024-01-01,P0013,CUST0038,L5,1,70.0,0,Cash,Offline
TXN100185,2024-01-01,P0013,CUST0151,L1,1,70.0,0,Card,Online
TXN100186,2024-01-01,P0013,CUST0094,L4,1,70.0,0,UPI,Online
TXN100187,2024-01-01,P0013,CUST0009,L1,1,70.0,0,UPI,Online
TXN100188,2024-01-01,P0013,CUST0105,L4,1,70.0,0,Card,Online
TXN100189,2024-01-01,P0013,CUST0164,L1,1,70.0,0,UPI,Online
TXN100190,2024-01-01,P0014,CUST0117,L4,1,128.07400215467905,1,UPI,Offline
TXN100191,2024-01-01,P0014,CUST0082,L4,1,128.07400215467905,1,UPI,Offline
TXN100192,2024-01-01,P0014,CUST0144,L3,1,128.07400215467905,1,Card,Offline
TXN100193,2024-01-01,P0014,CUST0097,L4,1,128.07400215467905,1,Cash,Online
TXN100194,2024-01-01,P0014,CUST0178,L4,1,128.07400215467905,1,Cash,Online
TXN100195,2024-01-01,P0014,CUST0037,L2,1,128.07400215467905,1,Cash,Offline
TXN100196,2024-01-01,P0014,CUST0110,L1,1,128.07400215467905,1,UPI,Offline
TXN100197,2024-01-01,P0014,CUST0199,L3,1,128.07400215467905,1,UPI,Online
TXN100198,2024-01-01,P0014,CUST0109,L2,1,128.07400215467905,1,Cash,Online
TXN100199,2024-01-01,P0014,CUST0009,L1,1,128.07400215467905,1,Cash,Offline
TXN100200,2024-01-01,P0014,CUST0044,L1,1,128.07400215467905,1,UPI,Offline
TXN100201,2024-01-01,P0014,CUST0083,L4,1,128.07400215467905,1,UPI,Offline
TXN100202,2024-01-01,P0014,CUST0047,L4,1,128.07400215467905,1,Cash,Offline
TXN100203,2024-01-01,P0014,CUST0004,L2,1,128.07400215467905,1,Card,Offline
TXN100204,2024-01-01,P0014,CUST0109,L4,1,128.07400215467905,1,UPI,Offline
TXN100205,2024-01-01,P0014,CUST0171,L5,1,128.07400215467905,1,Card,Offline
TXN100206,2024-01-01,P0014,CUST0105,L3,1,128.07400215467905,1,Cash,Online
TXN100207,2024-01-01,P0014,CUST0142,L1,1,128.07400215467905,1,Cash,Online
TXN100208,2024-01-01,P0014,CUST0041,L3,1,128.07400215467905,1,UPI,Online
TXN100209,2024-01-01,P0014,CUST0159,L1,1,128.07400215467905,1,UPI,Offline
TXN100210,2024-01-01,P0014,CUST0025,L5,1,128.07400215467905,1,Card,Offline
TXN100211,2024-01-01,P0015,CUST0190,L3,1,185.0,0,UPI,Online
TXN100212,2024-01-01,P0015,CUST0081,L1,1,185.0,0,UPI,Offline
TXN100213,2024-01-01,P0015,CUST0059,L3,1,185.0,0,Cash,Online
TXN100214,2024-01-01,P0015,CUST0086,L2,1,185.0,0,UPI,Online
TXN100215,2024-01-01,P0015,CUST0174,L3,1,185.0,0,Cash,Online
TXN100216,2024-01-01,P0015,CUST0182,L5,1,185.0,0,Card,Offline
TXN100217,2024-01-01,P0015,CUST0128,L5,1,185.0,0,UPI,Online
TXN100218,2024-01-01,P0015,CUST0122,L2,1,185.0,0,UPI,Offline
TXN100219,2024-01-01,P0015,CUST0086,L4,1,185.0,0,Card,Online
TXN100220,2024-01-01,P0015,CUST0141,L5,1,185.0,0,Card,Online
TXN100221,2024-01-01,P0015,CUST0058,L5,1,185.0,0,UPI,Offline
TXN100222,2024-01-01,P0015,CUST0130,L5,1,185.0,0,UPI,Online
TXN100223,2024-01-01,P0015,CUST0185,L4,1,185.0,0,Card,Offline
TXN100224,2024-01-01,P0015,CUST0186,L3,1,185.0,0,Card,Offline
TXN100225,2024-01-01,P0015,CUST0104,L2,1,185.0,0,Cash,Offline
TXN100226,2024-01-01,P0015,CUST0061,L3,1,185.0,0,Card,Offline
TXN100227,2024-01-01,P0015,CUST0189,L4,1,185.0,0,UPI,Offline
TXN100228,2024-01-01,P0015,CUST0138,L3,1,185.0,0,Card,Online
TXN100229,2024-01-01,P0015,CUST0145,L5,1,185.0,0,Cash,Online
TXN100230,2024-01-01,P0016,CUST0074,L4,1,291.0,0,Card,Offline
TXN100231,2024-01-01,P0016,CUST0083,L2,1,291.0,0,UPI,Offline
TXN100232,2024-01-01,P0016,CUST0027,L3,1,291.0,0,Card,Offline
TXN100233,2024-01-01,P0016,CUST0062,L3,1,291.0,0,UPI,Offline
TXN100234,2024-01-01,P0016,CUST0183,L2,1,291.0,0,UPI,Offline
TXN100235,2024-01-01,P0016,CUST0159,L1,1,291.0,0,UPI,Online
TXN100236,2024-01-01,P0016,CUST0090,L5,1,291.0,0,UPI,Offline
TXN100237,2024-01-01,P0016,CUST0062,L4,1,291.0,0,Card,Offline
TXN100238,2024-01-01,P0016,CUST0056,L3,1,291.0,0,UPI,Online
TXN100239,2024-01-01,P0016,CUST0164,L3,1,291.0,0,Card,Online
TXN100240,2024-01-01,P0016,CUST0186,L2,1,291.0,0,Cash,Online
TXN100241,2024-01-01,P0016,CUST0099,L1,1,291.0,0,Cash,Online
TXN100242,2024-01-01,P0016,CUST0124,L5,1,291.0,0,Card,Offline
TXN100243,2024-01-01,P0016,CUST0103,L3,1,291.0,0,Card,Offline
TXN100244,2024-01-01,P0016,CUST0199,L4,1,291.0,0,Cash,Online
TXN100245,2024-01-01,P0016,CUST0095,L5,1,291.0,0,UPI,Online
TXN100246,2024-01-01,P0016,CUST0007,L5,1,291.0,0,Cash,Online
TXN100247,2024-01-01,P0016,CUST0190,L3,1,291.0,0,Cash,Offline
TXN100248,2024-01-01,P0016,CUST0113,L3,1,291.0,0,Card,Online
TXN100249,2024-01-01,P0016,CUST0020,L5,1,291.0,0,Cash,Offline
TXN100250,2024-01-01,P0016,CUST0187,L3,1,291.0,0,UPI,Offline
TXN100251,2024-01-01,P0016,CUST0178,L2,1,291.0,0,UPI,Online
TXN100252,2024-01-01,P0016,CUST0056,L4,1,291.0,0,Card,Offline
TXN100253,2024-01-01,P0016,CUST0103,L3,1,291.0,0,UPI,Online
TXN100254,2024-01-01,P0016,CUST0053,L4,1,291.0,0,UPI,Offline
TXN100255,2024-01-01,P0016,CUST0100,L3,1,291.0,0,UPI,Online
TXN100256,2024-01-01,P0016,CUST0168,L2,1,291.0,0,UPI,Online
TXN100257,2024-01-01,P0017,CUST0019,L3,1,155.0,0,Card,Offline
TXN100258,2024-01-01,P0017,CUST0082,L4,1,155.0,0,UPI,Offline
TXN100259,2024-01-01,P0017,CUST0109,L5,1,155.0,0,UPI,Online
TXN100260,2024-01-01,P0017,CUST0140,L4,1,155.0,0,UPI,Online
TXN100261,2024-01-01,P0017,CUST0021,L1,1,155.0,0,Cash,Offline
TXN100262,2024-01-01,P0017,CUST0029,L2,1,155.0,0,Cash,Online
TXN100263,2024-01-01,P0017,CUST0023,L2,1,155.0,0,Cash,Offline
TXN100264,2024-01-01,P0017,CUST0110,L3,1,155.0,0,UPI,Online
TXN100265,2024-01-01,P0018,CUST0000,L4,1,184.0,0,UPI,Online
TXN100266,2024-01-01,P0018,CUST0166,L1,1,184.0,0,UPI,Online
TXN100267,2024-01-01,P0018,CUST0035,L5,1,184.0,0,Card,Offline
TXN100268,2024-01-01,P0018,CUST0151,L3,1,184.0,0,Cash,Offline
TXN100269,2024-01-01,P0018,CUST0180,L5,1,184.0,0,UPI,Online
TXN100270,2024-01-01,P0018,CUST0162,L4,1,184.0,0,UPI,Online
TXN100271,2024-01-01,P0018,CUST0125,L2,1,184.0,0,Card,Online
TXN100272,2024-01-01,P0018,CUST0083,L2,1,184.0,0,Cash,Offline
TXN100273,2024-01-01,P0018,CUST0045,L4,1,184.0,0,UPI,Offline
TXN100274,2024-01-01,P0018,CUST0007,L5,1,184.0,0,Cash,Online
TXN100275,2024-01-01,P0019,CUST0176,L2,1,183.0,0,UPI,Offline
TXN100276,2024-01-01,P0019,CUST0029,L3,1,183.0,0,Card,Offline
TXN100277,2024-01-01,P0019,CUST0060,L3,1,183.0,0,UPI,Offline
TXN100278,2024-01-01,P0019,CUST0185,L1,1,183.0,0,Card,Online
TXN100279,2024-01-01,P0019,CUST0000,L1,1,183.0,0,Cash,Offline
TXN100280,2024-01-01,P0019,CUST0042,L4,1,183.0,0,UPI,Offline
TXN100281,2024-01-01,P0019,CUST0179,L3,1,183.0,0,Cash,Offline
TXN100282,2024-01-01,P0019,CUST0011,L4,1,183.0,0,UPI,Online
TXN100283,2024-01-01,P0019,CUST0036,L5,1,183.0,0,Card,Online
TXN100284,2024-01-01,P0019,CUST0117,L4,1,183.0,0,Cash,Online
TXN100285,2024-01-01,P0019,CUST0040,L2,1,183.0,0,Cash,Online
TXN100286,2024-01-01,P0019,CUST0145,L5,1,183.0,0,Cash,Offline
TXN100287,2024-01-01,P0019,CUST0181,L5,1,183.0,0,UPI,Online
TXN100288,2024-01-01,P0019,CUST0187,L2,1,183.0,0,Cash,Online
TXN100289,2024-01-01,P0020,CUST0129,L4,1,139.0,0,Card,Offline
TXN100290,2024-01-01,P0020,CUST0162,L3,1,139.0,0,UPI,Online
TXN100291,2024-01-01,P0020,CUST0063,L3,1,139.0,0,Cash,Online
TXN100292,2024-01-01,P0020,CUST0032,L1,1,139.0,0,Card,Offline
TXN100293,2024-01-01,P0020,CUST0084,L2,1,139.0,0,UPI,Offline
TXN100294,2024-01-01,P0020,CUST0084,L3,1,139.0,0,Cash,Offline
TXN100295,2024-01-01,P0020,CUST0179,L2,1,139.0,0,Cash,Offline
TXN100296,2024-01-01,P0020,CUST0028,L1,1,139.0,0,Cash,Online
TXN100297,2024-01-01,P0020,CUST0090,L5,1,139.0,0,Card,Online
TXN100298,2024-01-01,P0020,CUST0078,L5,1,139.0,0,Card,Online
TXN100299,2024-01-01,P0020,CUST0037,L3,1,139.0,0,UPI,Offline
TXN100300,2024-01-01,P0020,CUST0191,L2,1,139.0,0,Cash,Online
TXN100301,2024-01-01,P0020,CUST0162,L3,1,139.0,0,UPI,Offline
TXN100302,2024-01-01,P0020,CUST0004,L1,1,139.0,0,Card,Offline
TXN100303,2024-01-01,P0020,CUST0108,L5,1,139.0,0,UPI,Online
TXN100304,2024-01-01,P0021,CUST0138,L5,1,102.0,0,Card,Offline
TXN100305,2024-01-01,P0021,CUST0174,L5,1,102.0,0,Card,Offline
TXN100306,2024-01-01,P0021,CUST0040,L2,1,102.0,0,Card,Online
TXN100307,2024-01-01,P0022,CUST0139,L2,1,154.0,0,Cash,Online
TXN100308,2024-01-01,P0022,CUST0040,L5,1,154.0,0,UPI,Online
TXN100309,2024-01-01,P0022,CUST0019,L5,1,154.0,0,Card,Offline
TXN100310,2024-01-01,P0022,CUST0009,L5,1,154.0,0,Cash,Offline
TXN100311,2024-01-01,P0022,CUST0031,L1,1,154.0,0,Card,Offline
TXN100312,2024-01-01,P0022,CUST0039,L5,1,154.0,0,UPI,Online
TXN100313,2024-01-01,P0023,CUST0062,L2,1,116.0,0,UPI,Offline
TXN100314,2024-01-01,P0023,CUST0131,L4,1,116.0,0,Card,Online
TXN100315,2024-01-01,P0023,CUST0059,L4,1,116.0,0,UPI,Online
TXN100316,2024-01-01,P0023,CUST0068,L4,1,116.0,0,Cash,Offline
TXN100317,2024-01-01,P0023,CUST0000,L4,1,116.0,0,UPI,Offline
TXN100318,2024-01-01,P0023,CUST0004,L2,1,116.0,0,Card,Offline
TXN100319,2024-01-01,P0024,CUST0033,L3,1,194.0,0,Card,Online
TXN100320,2024-01-01,P0024,CUST0000,L4,1,194.0,0,Cash,Offline
TXN100321,2024-01-01,P0024,CUST0196,L5,1,194.0,0,Card,Online
TXN100322,2024-01-01,P0024,CUST0073,L2,1,194.0,0,UPI,Offline
TXN100323,2024-01-01,P0024,CUST0014,L2,1,194.0,0,Cash,Offline
TXN100324,2024-01-01,P0025,CUST0105,L4,1,157.0,0,UPI,Online
TXN100325,2024-01-01,P0025,CUST0025,L5,1,157.0,0,Card,Online
TXN100326,2024-01-01,P0025,CUST0145,L5,1,157.0,0,UPI,Online
TXN100327,2024-01-01,P0025,CUST0061,L3,1,157.0,0,Card,Online
TXN100328,2024-01-01,P0025,CUST0153,L3,1,157.0,0,Cash,Offline
TXN100329,2024-01-01,P0025,CUST0002,L5,1,157.0,0,UPI,Online
TXN100330,2024-01-01,P0025,CUST0116,L1,1,157.0,0,Card,Offline
TXN100331,2024-01-01,P0025,CUST0132,L4,1,157.0,0,Cash,Online
TXN100332,2024-01-01,P0026,CUST0066,L2,1,183.0,0,Cash,Online
TXN100333,2024-01-01,P0026,CUST0180,L3,1,183.0,0,UPI,Online
TXN100334,2024-01-01,P0026,CUST0095,L4,1,183.0,0,Cash,Online
TXN100335,2024-01-01,P0026,CUST0103,L3,1,183.0,0,Card,Online
