date,sku_id,location_id,regular_price,promo_price,discount_percent,promo_type
2024-01-03,P0049,L4,290,290.0,0.0,BOGO
2024-01-04,P0000,L1,237,237.0,0.0,BOGO
2024-01-04,P0001,L2,167,167.0,0.0,Seasonal
2024-01-04,P0002,L2,240,240.0,0.0,None
2024-01-04,P0003,L2,145,145.0,0.0,Seasonal
2024-01-04,P0004,L3,196,196.0,0.0,Flat Off
2024-01-04,P0005,L5,165,165.0,0.0,Flat Off
2024-01-04,P0006,L2,247,247.0,0.0,Flat Off
2024-01-04,P0007,L2,284,284.0,0.0,BOGO
2024-01-04,P0008,L1,248,248.0,0.0,None
2024-01-04,P0009,L2,258,258.0,0.0,None
2024-01-04,P0010,L4,206,206.0,0.0,BOGO
2024-01-04,P0011,L2,217,217.0,0.0,None
2024-01-04,P0012,L3,230,147.99643943401762,35.65372198520973,None
2024-01-04,P0013,L5,230,230.0,0.0,None
2024-01-04,P0014,L3,271,271.0,0.0,Seasonal
2024-01-04,P0015,L2,241,241.0,0.0,Seasonal
2024-01-04,P0016,L4,260,260.0,0.0,Seasonal
2024-01-04,P0017,L2,119,119.0,0.0,None
2024-01-04,P0018,L2,56,56.0,0.0,BOGO
2024-01-04,P0019,L5,89,89.0,0.0,Seasonal
2024-01-04,P0020,L5,186,186.0,0.0,BOGO
2024-01-04,P0021,L4,210,210.0,0.0,Flat Off
2024-01-04,P0022,L3,209,209.0,0.0,Seasonal
2024-01-04,P0023,L2,65,65.0,0.0,Seasonal
2024-01-04,P0024,L4,245,245.0,0.0,Seasonal
2024-01-04,P0025,L4,191,191.0,0.0,Flat Off
2024-01-04,P0026,L4,226,121.43648288380567,46.267042971767395,Seasonal
2024-01-04,P0027,L4,66,66.0,0.0,Seasonal
2024-01-04,P0028,L4,189,189.0,0.0,Flat Off
2024-01-04,P0029,L3,294,194.30506352852413,33.9098423372367,None
2024-01-04,P0030,L1,86,86.0,0.0,Seasonal
2024-01-04,P0031,L1,157,157.0,0.0,Seasonal
2024-01-04,P0032,L4,201,201.0,0.0,None
2024-01-04,P0033,L5,82,82.0,0.0,None
2024-01-04,P0034,L5,88,88.0,0.0,BOGO
2024-01-04,P0035,L2,64,64.0,0.0,Flat Off
2024-01-04,P0036,L2,269,269.0,0.0,BOGO
2024-01-04,P0037,L2,276,276.0,0.0,BOGO
2024-01-04,P0038,L1,176,176.0,0.0,BOGO
2024-01-04,P0039,L4,268,268.0,0.0,Flat Off
2024-01-04,P0040,L1,220,220.0,0.0,Seasonal
2024-01-04,P0041,L2,245,156.4991407239843,36.1227997044962,BOGO
2024-01-04,P0042,L1,175,175.0,0.0,None
2024-01-04,P0043,L2,125,125.0,0.0,None
2024-01-04,P0044,L5,117,89.6503992371192,23.37572714776136,Seasonal
2024-01-04,P0045,L3,256,161.16417810166135,37.04524292903854,Seasonal
2024-01-04,P0046,L5,56,56.0,0.0,Seasonal
2024-01-04,P0047,L2,51,51.0,0.0,BOGO
2024-01-04,P0048,L1,245,245.0,0.0,None
2024-01-04,P0049,L1,118,118.0,0.0,Seasonal
2024-01-05,P0000,L2,255,255.0,0.0,BOGO
2024-01-05,P0001,L1,167,167.0,0.0,BOGO
2024-01-05,P0002,L5,111,111.0,0.0,BOGO
2024-01-05,P0003,L3,116,116.0,0.0,Seasonal
2024-01-05,P0004,L2,58,58.0,0.0,BOGO
2024-01-05,P0005,L2,170,170.0,0.0,Flat Off
2024-01-05,P0006,L4,225,225.0,0.0,None
2024-01-05,P0007,L5,281,281.0,0.0,Flat Off
2024-01-05,P0008,L2,142,142.0,0.0,BOGO
2024-01-05,P0009,L5,198,198.0,0.0,Flat Off
2024-01-05,P0010,L1,123,123.0,0.0,None
2024-01-05,P0011,L5,51,51.0,0.0,Seasonal
2024-01-05,P0012,L4,181,181.0,0.0,None
2024-01-05,P0013,L2,85,85.0,0.0,Flat Off
2024-01-05,P0014,L4,140,140.0,0.0,None
2024-01-05,P0015,L2,186,186.0,0.0,BOGO
2024-01-05,P0016,L5,220,220.0,0.0,BOGO
2024-01-05,P0017,L2,232,232.0,0.0,BOGO
2024-01-05,P0018,L1,79,79.0,0.0,Seasonal
2024-01-05,P0019,L3,147,147.0,0.0,None
2024-01-05,P0020,L3,219,219.0,0.0,BOGO
2024-01-05,P0021,L2,265,265.0,0.0,Flat Off
2024-01-05,P0022,L1,253,253.0,0.0,Flat Off
2024-01-05,P0023,L3,91,91.0,0.0,BOGO
2024-01-05,P0024,L4,171,171.0,0.0,None
2024-01-05,P0025,L2,71,71.0,0.0,Flat Off
2024-01-05,P0026,L5,109,109.0,0.0,Seasonal
2024-01-05,P0027,L5,208,208.0,0.0,BOGO
2024-01-05,P0028,L4,52,52.0,0.0,None
2024-01-05,P0029,L3,256,226.1406863102415,11.663794410061907,Seasonal
2024-01-05,P0030,L3,255,255.0,0.0,BOGO
2024-01-05,P0031,L3,202,202.0,0.0,Seasonal
2024-01-05,P0032,L2,59,59.0,0.0,None
2024-01-05,P0033,L4,82,82.0,0.0,BOGO
2024-01-05,P0034,L4,153,153.0,0.0,Seasonal
2024-01-05,P0035,L3,88,88.0,0.0,Seasonal
2024-01-05,P0036,L5,241,241.0,0.0,Flat Off
2024-01-05,P0037,L3,176,176.0,0.0,Seasonal
2024-01-05,P0038,L2,106,106.0,0.0,Seasonal
2024-01-05,P0039,L2,117,117.0,0.0,Seasonal
2024-01-05,P0040,L5,288,288.0,0.0,None
2024-01-05,P0041,L5,131,89.05737859992617,32.01726824433116,None
2024-01-05,P0042,L5,284,284.0,0.0,None
2024-01-05,P0043,L3,151,151.0,0.0,BOGO
2024-01-05,P0044,L1,226,226.0,0.0,Seasonal
2024-01-05,P0045,L2,159,159.0,0.0,Seasonal
2024-01-05,P0046,L5,84,84.0,0.0,Flat Off
2024-01-05,P0047,L2,56,56.0,0.0,Seasonal
2024-01-05,P0048,L5,179,179.0,0.0,Seasonal
2024-01-05,P0049,L4,183,183.0,0.0,Flat Off
2024-01-06,P0000,L1,69,69.0,0.0,None
2024-01-06,P0001,L5,241,241.0,0.0,BOGO
2024-01-06,P0002,L3,122,122.0,0.0,BOGO
2024-01-06,P0003,L3,133,133.0,0.0,None
2024-01-06,P0004,L2,135,135.0,0.0,BOGO
2024-01-06,P0005,L2,178,178.0,0.0,BOGO
2024-01-06,P0006,L2,220,220.0,0.0,None
2024-01-06,P0007,L5,209,138.14948750370857,33.89976674463705,None
2024-01-06,P0008,L4,63,63.0,0.0,Seasonal
2024-01-06,P0009,L3,50,50.0,0.0,Flat Off
2024-01-06,P0010,L2,215,215.0,0.0,Seasonal
2024-01-06,P0011,L3,249,249.0,0.0,Flat Off
2024-01-06,P0012,L2,190,190.0,0.0,Flat Off
2024-01-06,P0013,L1,265,265.0,0.0,BOGO
2024-01-06,P0014,L1,220,220.0,0.0,BOGO
2024-01-06,P0015,L5,239,239.0,0.0,None
2024-01-06,P0016,L5,253,253.0,0.0,Flat Off
2024-01-06,P0017,L4,197,197.0,0.0,Seasonal
2024-01-06,P0018,L2,113,113.0,0.0,None
2024-01-06,P0019,L5,269,269.0,0.0,Seasonal
2024-01-06,P0020,L5,205,205.0,0.0,Seasonal
2024-01-06,P0021,L2,259,259.0,0.0,Seasonal
2024-01-06,P0022,L2,137,95.5699105285988,30.24094122000088,None
2024-01-06,P0023,L2,188,188.0,0.0,None
2024-01-06,P0024,L5,72,72.0,0.0,BOGO
2024-01-06,P0025,L3,212,212.0,0.0,Seasonal
2024-01-06,P0026,L4,63,63.0,0.0,Flat Off
2024-01-06,P0027,L1,233,233.0,0.0,BOGO
2024-01-06,P0028,L5,250,190.87647198262593,23.64941120694963,BOGO
2024-01-06,P0029,L3,235,235.0,0.0,BOGO
2024-01-06,P0030,L1,127,127.0,0.0,BOGO
2024-01-06,P0031,L5,83,83.0,0.0,BOGO
2024-01-06,P0032,L1,122,122.0,0.0,BOGO
2024-01-06,P0033,L1,186,186.0,0.0,Seasonal
2024-01-06,P0034,L2,139,139.0,0.0,BOGO
2024-01-06,P0035,L1,153,153.0,0.0,None
2024-01-06,P0036,L3,90,90.0,0.0,Seasonal
2024-01-06,P0037,L2,191,191.0,0.0,None
2024-01-06,P0038,L2,228,228.0,0.0,BOGO
2024-01-06,P0039,L2,144,144.0,0.0,Flat Off
2024-01-06,P0040,L2,71,71.0,0.0,BOGO
2024-01-06,P0041,L5,101,101.0,0.0,None
2024-01-06,P0042,L5,137,137.0,0.0,Flat Off
2024-01-06,P0043,L5,163,163.0,0.0,Flat Off
2024-01-06,P0044,L1,283,283.0,0.0,Seasonal
2024-01-06,P0045,L3,112,112.0,0.0,None
2024-01-06,P0046,L5,177,177.0,0.0,Seasonal
2024-01-06,P0047,L5,273,273.0,0.0,Seasonal
2024-01-06,P0048,L3,228,228.0,0.0,Seasonal
2024-01-06,P0049,L1,297,297.0,0.0,BOGO
2024-01-07,P0000,L5,261,261.0,0.0,None
2024-01-07,P0001,L5,172,128.95920898935645,25.023715703862518,Flat Off
2024-01-07,P0002,L1,137,88.45977870311891,35.43081846487671,Seasonal
2024-01-07,P0003,L1,293,293.0,0.0,Seasonal
2024-01-07,P0004,L2,131,131.0,0.0,Flat Off
2024-01-07,P0005,L2,84,74.54898033905695,11.251213882075062,None
2024-01-07,P0006,L3,111,111.0,0.0,Flat Off
2024-01-07,P0007,L5,120,120.0,0.0,Flat Off
2024-01-07,P0008,L5,216,216.0,0.0,Flat Off
2024-01-07,P0009,L2,250,130.4537375571998,47.81850497712008,Seasonal
2024-01-07,P0010,L1,242,242.0,0.0,Flat Off
2024-01-07,P0011,L2,72,72.0,0.0,BOGO
2024-01-07,P0012,L4,107,107.0,0.0,BOGO
2024-01-07,P0013,L5,136,100.26439989111151,26.276176550653307,BOGO
2024-01-07,P0014,L1,231,231.0,0.0,Seasonal
2024-01-07,P0015,L3,283,283.0,0.0,None
2024-01-07,P0016,L1,94,94.0,0.0,Flat Off
2024-01-07,P0017,L3,248,187.6577473431352,24.33155349067129,Flat Off
2024-01-07,P0018,L3,81,61.854384185518555,23.63656273392772,Seasonal
2024-01-07,P0019,L2,233,233.0,0.0,BOGO
2024-01-07,P0020,L5,297,234.39926328250007,21.077689130471352,None
2024-01-07,P0021,L2,215,215.0,0.0,None
2024-01-07,P0022,L3,198,198.0,0.0,Seasonal
2024-01-07,P0023,L1,263,263.0,0.0,Seasonal
2024-01-07,P0024,L5,65,65.0,0.0,Flat Off
2024-01-07,P0025,L4,215,175.86799703722454,18.20093161059324,Seasonal
2024-01-07,P0026,L5,265,265.0,0.0,BOGO
2024-01-07,P0027,L4,259,259.0,0.0,Seasonal
2024-01-07,P0028,L2,210,210.0,0.0,Seasonal
2024-01-07,P0029,L4,278,278.0,0.0,BOGO
2024-01-07,P0030,L4,241,241.0,0.0,BOGO
2024-01-07,P0031,L3,171,108.3125335274033,36.659337118477595,None
2024-01-07,P0032,L5,67,67.0,0.0,Seasonal
2024-01-07,P0033,L5,294,294.0,0.0,Seasonal
2024-01-07,P0034,L1,112,112.0,0.0,BOGO
2024-01-07,P0035,L1,71,71.0,0.0,Seasonal
2024-01-07,P0036,L3,147,147.0,0.0,Seasonal
2024-01-07,P0037,L1,165,137.40634072810766,16.723429861752926,BOGO
2024-01-07,P0038,L4,79,79.0,0.0,BOGO
2024-01-07,P0039,L5,295,295.0,0.0,BOGO
2024-01-07,P0040,L2,65,65.0,0.0,None
2024-01-07,P0041,L1,90,90.0,0.0,None
2024-01-07,P0042,L3,255,255.0,0.0,Flat Off
2024-01-07,P0043,L3,81,81.0,0.0,BOGO
2024-01-07,P0044,L4,140,140.0,0.0,Flat Off
2024-01-07,P0045,L5,193,166.213316643314,13.879110547505714,BOGO
2024-01-07,P0046,L5,50,50.0,0.0,Flat Off
2024-01-07,P0047,L2,98,98.0,0.0,Seasonal
2024-01-07,P0048,L4,267,267.0,0.0,None
2024-01-07,P0049,L4,245,245.0,0.0,Seasonal
2024-01-08,P0000,L4,258,258.0,0.0,Flat Off
2024-01-08,P0001,L4,261,261.0,0.0,Seasonal
2024-01-08,P0002,L2,106,106.0,0.0,Flat Off
2024-01-08,P0003,L2,294,294.0,0.0,BOGO
2024-01-08,P0004,L4,154,154.0,0.0,Seasonal
2024-01-08,P0005,L2,180,180.0,0.0,Seasonal
2024-01-08,P0006,L2,279,279.0,0.0,Seasonal
2024-01-08,P0007,L2,106,106.0,0.0,BOGO
2024-01-08,P0008,L4,278,278.0,0.0,BOGO
2024-01-08,P0009,L4,103,103.0,0.0,Flat Off
2024-01-08,P0010,L1,66,66.0,0.0,None
2024-01-08,P0011,L2,118,118.0,0.0,None
2024-01-08,P0012,L4,78,78.0,0.0,BOGO
2024-01-08,P0013,L3,218,218.0,0.0,BOGO
2024-01-08,P0014,L2,112,112.0,0.0,BOGO
2024-01-08,P0015,L3,173,173.0,0.0,Seasonal
2024-01-08,P0016,L3,259,156.02173094888346,39.759949440585544,Seasonal
2024-01-08,P0017,L1,189,189.0,0.0,Flat Off
2024-01-08,P0018,L2,165,165.0,0.0,BOGO
2024-01-08,P0019,L5,117,117.0,0.0,Seasonal
2024-01-08,P0020,L1,251,251.0,0.0,None
2024-01-08,P0021,L1,186,186.0,0.0,None
2024-01-08,P0022,L3,158,158.0,0.0,None
2024-01-08,P0023,L5,55,55.0,0.0,None
2024-01-08,P0024,L5,109,109.0,0.0,Seasonal
2024-01-08,P0025,L2,195,195.0,0.0,Seasonal
2024-01-08,P0026,L4,166,133.41477453196876,19.629653896404356,Seasonal
2024-01-08,P0027,L4,189,156.17051816392993,17.370096209560884,BOGO
2024-01-08,P0028,L2,172,172.0,0.0,Seasonal
2024-01-08,P0029,L2,117,117.0,0.0,None
2024-01-08,P0030,L2,221,221.0,0.0,BOGO
2024-01-08,P0031,L1,110,110.0,0.0,Flat Off
2024-01-08,P0032,L5,249,249.0,0.0,Flat Off
2024-01-08,P0033,L2,201,146.23322915011488,27.24714967655977,Seasonal
2024-01-08,P0034,L2,225,147.22930869645666,34.564751690463716,None
2024-01-08,P0035,L3,129,129.0,0.0,Seasonal
2024-01-08,P0036,L4,248,248.0,0.0,Flat Off
2024-01-08,P0037,L5,78,64.92826576778144,16.758633631049435,Seasonal
2024-01-08,P0038,L3,218,218.0,0.0,Flat Off
2024-01-08,P0039,L5,215,215.0,0.0,None
2024-01-08,P0040,L5,236,236.0,0.0,BOGO
2024-01-08,P0041,L3,270,270.0,0.0,Seasonal
2024-01-08,P0042,L5,255,255.0,0.0,BOGO
2024-01-08,P0043,L3,214,214.0,0.0,None
2024-01-08,P0044,L5,70,70.0,0.0,Seasonal
2024-01-08,P0045,L5,294,294.0,0.0,BOGO
2024-01-08,P0046,L2,61,61.0,0.0,Flat Off
2024-01-08,P0047,L2,137,137.0,0.0,Flat Off
2024-01-08,P0048,L1,223,223.0,0.0,None
2024-01-08,P0049,L2,167,167.0,0.0,None
2024-01-09,P0000,L1,246,154.44526951398197,37.21737011626748,Flat Off
2024-01-09,P0001,L4,275,275.0,0.0,None
2024-01-09,P0002,L2,138,138.0,0.0,BOGO
2024-01-09,P0003,L3,96,96.0,0.0,None
2024-01-09,P0004,L1,164,164.0,0.0,None
2024-01-09,P0005,L5,119,119.0,0.0,Flat Off
2024-01-09,P0006,L5,89,89.0,0.0,Seasonal
2024-01-09,P0007,L5,175,175.0,0.0,Flat Off
2024-01-09,P0008,L5,117,117.0,0.0,Seasonal
2024-01-09,P0009,L3,56,56.0,0.0,Seasonal
2024-01-09,P0010,L5,163,163.0,0.0,None
2024-01-09,P0011,L2,67,55.26122866539095,17.52055423075978,None
2024-01-09,P0012,L3,133,133.0,0.0,Flat Off
2024-01-09,P0013,L5,142,142.0,0.0,None
2024-01-09,P0014,L1,76,76.0,0.0,Seasonal
2024-01-09,P0015,L4,271,271.0,0.0,BOGO
2024-01-09,P0016,L4,216,216.0,0.0,BOGO
2024-01-09,P0017,L2,126,126.0,0.0,None
2024-01-09,P0018,L3,149,149.0,0.0,Seasonal
2024-01-09,P0019,L5,294,294.0,0.0,None
2024-01-09,P0020,L2,55,55.0,0.0,Flat Off
2024-01-09,P0021,L2,291,291.0,0.0,Flat Off
2024-01-09,P0022,L4,175,175.0,0.0,None
2024-01-09,P0023,L4,98,50.274171926316455,48.69982456498321,BOGO
2024-01-09,P0024,L2,233,233.0,0.0,BOGO
2024-01-09,P0025,L3,267,267.0,0.0,None
2024-01-09,P0026,L1,203,203.0,0.0,Flat Off
2024-01-09,P0027,L3,109,109.0,0.0,BOGO
2024-01-09,P0028,L2,107,107.0,0.0,None
2024-01-09,P0029,L5,143,143.0,0.0,Seasonal
2024-01-09,P0030,L1,157,157.0,0.0,None
2024-01-09,P0031,L1,182,182.0,0.0,BOGO
2024-01-09,P0032,L2,216,216.0,0.0,Seasonal
2024-01-09,P0033,L4,275,275.0,0.0,Flat Off
2024-01-09,P0034,L3,91,91.0,0.0,Seasonal
2024-01-09,P0035,L4,261,261.0,0.0,Flat Off
2024-01-09,P0036,L3,179,179.0,0.0,Seasonal
2024-01-09,P0037,L1,107,107.0,0.0,BOGO
2024-01-09,P0038,L5,181,181.0,0.0,Seasonal
2024-01-09,P0039,L1,216,216.0,0.0,None
2024-01-09,P0040,L2,114,114.0,0.0,BOGO
2024-01-09,P0041,L3,82,82.0,0.0,BOGO
2024-01-09,P0042,L3,133,133.0,0.0,BOGO
2024-01-09,P0043,L4,58,58.0,0.0,Seasonal
2024-01-09,P0044,L3,55,55.0,0.0,BOGO
2024-01-09,P0045,L1,249,249.0,0.0,BOGO
2024-01-09,P0046,L2,121,121.0,0.0,Seasonal
2024-01-09,P0047,L2,62,62.0,0.0,Flat Off
2024-01-09,P0048,L3,284,284.0,0.0,Seasonal
2024-01-09,P0049,L3,267,267.0,0.0,Flat Off
2024-01-10,P0000,L2,179,179.0,0.0,BOGO
2024-01-10,P0001,L5,141,141.0,0.0,Seasonal
2024-01-10,P0002,L1,57,57.0,0.0,BOGO
2024-01-10,P0003,L2,221,221.0,0.0,Flat Off
2024-01-10,P0004,L1,286,286.0,0.0,Seasonal
2024-01-10,P0005,L3,285,285.0,0.0,None
2024-01-10,P0006,L5,249,249.0,0.0,None
2024-01-10,P0007,L4,74,74.0,0.0,None
2024-01-10,P0008,L1,254,254.0,0.0,None
2024-01-10,P0009,L5,142,142.0,0.0,None
2024-01-10,P0010,L5,60,60.0,0.0,BOGO
2024-01-10,P0011,L2,136,136.0,0.0,None
2024-01-10,P0012,L3,194,194.0,0.0,None
2024-01-10,P0013,L3,230,152.35896290716445,33.75697264905894,Flat Off
2024-01-10,P0014,L5,232,232.0,0.0,None
2024-01-10,P0015,L5,151,151.0,0.0,Flat Off
2024-01-10,P0016,L3,293,293.0,0.0,Flat Off
2024-01-10,P0017,L4,118,118.0,0.0,Flat Off
2024-01-10,P0018,L2,260,260.0,0.0,Flat Off
2024-01-10,P0019,L1,188,188.0,0.0,Flat Off
