transaction_id,cancel_date,reason
tx2004805,2021-01-23 22:18:58,fraud
tx2004847,2021-01-25 18:18:05,fraud
tx2004895,2021-01-25 17:14:24,customer_request
tx2004940,2021-01-25 00:19:29,fraud
tx2004943,2021-01-24 22:16:54,customer_request
tx2004967,2021-01-25 12:51:22,fraud
tx2004975,2021-01-25 15:39:35,payment_failure
tx2004976,2021-01-24 14:50:10,payment_failure
tx2005078,2021-01-27 15:36:40,payment_failure
tx2005443,2021-01-26 21:39:12,fraud
tx2005687,2021-01-29 03:22:56,customer_request
tx2006082,2021-02-01 12:31:06,customer_request
tx2006092,2021-02-01 22:44:13,customer_request
tx2006154,2021-02-01 20:21:56,fraud
tx2006347,2021-01-30 09:20:50,payment_failure
tx2006349,2021-02-01 15:44:09,fraud
tx2006428,2021-01-31 21:48:55,payment_failure
tx2006631,2021-02-02 07:54:15,fraud
tx2006640,2021-01-31 08:06:31,customer_request
tx2006667,2021-02-02 20:48:53,fraud
tx2006859,2021-02-01 01:54:10,customer_request
tx2006937,2021-02-02 02:04:34,payment_failure
tx2006940,2021-02-04 20:42:59,payment_failure
tx2006987,2021-02-02 18:53:39,fraud
tx2007410,2021-02-05 19:06:44,payment_failure
tx2007466,2021-02-04 02:33:43,payment_failure
tx2007477,2021-02-06 22:42:27,customer_request
tx2007672,2021-02-06 23:19:21,fraud
tx2007686,2021-02-06 04:00:37,fraud
tx2007745,2021-02-07 17:25:00,fraud
tx2007792,2021-02-08 18:58:12,fraud
tx2008088,2021-02-08 19:14:44,fraud
tx2008166,2021-02-07 04:43:02,customer_request
tx2008186,2021-02-08 03:01:52,payment_failure
tx2008231,2021-02-08 12:30:55,customer_request
tx2008398,2021-02-08 20:58:52,customer_request
tx2008434,2021-02-11 00:10:45,customer_request
tx2008457,2021-02-10 15:25:13,fraud
tx2008465,2021-02-10 15:52:52,customer_request
tx2008533,2021-02-09 02:04:08,payment_failure
tx2008598,2021-02-10 11:13:42,customer_request
tx2008683,2021-02-10 19:13:55,payment_failure
tx2008745,2021-02-12 18:07:59,customer_request
tx2009046,2021-02-11 11:34:58,payment_failure
tx2009255,2021-02-14 21:38:33,payment_failure
tx2009329,2021-02-13 05:51:10,fraud
tx2009478,2021-02-14 20:37:03,customer_request
tx2009501,2021-02-13 22:27:31,payment_failure
tx2009532,2021-02-13 01:27:48,customer_request
tx2009745,2021-02-16 18:29:36,customer_request
tx2009780,2021-02-15 11:21:29,customer_request
tx2009838,2021-02-15 08:50:13,customer_request
tx2009847,2021-02-14 14:58:52,customer_request
tx2010007,2021-02-17 16:25:33,fraud
tx2010153,2021-02-18 10:06:09,fraud
tx2010340,2021-02-18 05:49:07,customer_request
tx2010563,2021-02-19 17:39:53,fraud
tx2010580,2021-02-19 04:07:24,payment_failure
tx2010762,2021-02-21 20:42:40,customer_request
tx2010779,2021-02-20 12:08:11,customer_request
tx2010780,2021-02-19 06:44:31,fraud
tx2010909,2021-02-19 03:59:07,payment_failure
tx2010970,2021-02-20 01:21:00,fraud
tx2011093,2021-02-21 10:34:22,payment_failure
tx2011143,2021-02-21 23:09:50,customer_request
tx2011169,2021-02-22 01:58:21,fraud
tx2011254,2021-02-22 09:00:48,fraud
tx2011416,2021-02-23 18:45:12,payment_failure
tx2011454,2021-02-22 22:49:18,payment_failure
tx2011486,2021-02-23 13:05:40,payment_failure
tx2011580,2021-02-24 18:14:14,payment_failure
tx2011688,2021-02-24 23:39:40,fraud
tx2011751,2021-02-25 15:14:21,customer_request
tx2011761,2021-02-25 23:23:26,payment_failure
tx2012047,2021-02-26 03:39:04,fraud
tx2012062,2021-02-25 23:43:41,fraud
tx2012104,2021-02-25 05:45:04,customer_request
tx2012107,2021-02-25 18:39:06,payment_failure
tx2012358,2021-02-27 16:28:26,fraud
tx2012363,2021-02-25 08:45:09,customer_request
tx2012377,2021-02-27 09:13:48,customer_request
tx2012413,2021-02-27 19:48:22,customer_request
tx2012423,2021-02-28 08:02:51,fraud
tx2012440,2021-02-27 00:23:37,fraud
tx2012533,2021-02-27 08:36:32,customer_request
tx2012637,2021-02-27 04:30:14,payment_failure
tx2012674,2021-03-01 13:06:29,fraud
tx2012770,2021-02-27 06:33:14,payment_failure
tx2012850,2021-03-01 22:18:25,fraud
tx2012983,2021-03-01 20:37:34,payment_failure
tx2013013,2021-03-02 19:25:06,fraud
tx2013090,2021-03-01 12:04:24,payment_failure
tx2013196,2021-03-01 20:15:16,payment_failure
tx2013376,2021-03-02 01:52:57,customer_request
tx2013748,2021-03-03 02:08:16,fraud
tx2013763,2021-03-05 18:28:11,payment_failure
tx2013772,2021-03-03 09:12:20,customer_request
tx2013981,2021-03-05 05:27:25,fraud
tx2014068,2021-03-07 09:18:15,payment_failure
tx2014142,2021-03-05 06:16:11,customer_request
tx2014165,2021-03-06 09:32:32,fraud
tx2014197,2021-03-07 12:35:19,fraud
tx2014602,2021-03-08 13:38:56,customer_request
tx2014685,2021-03-09 10:58:09,customer_request
tx2014720,2021-03-08 07:16:28,fraud
tx2014880,2021-03-10 20:08:23,fraud
tx2015073,2021-03-08 13:42:56,fraud
tx2015111,2021-03-11 08:36:48,customer_request
tx2015333,2021-03-11 20:20:43,payment_failure
tx2015405,2021-03-12 10:26:22,customer_request
tx2015407,2021-03-10 04:53:51,payment_failure
tx2015408,2021-03-11 16:38:14,payment_failure
tx2015465,2021-03-12 12:56:22,customer_request
tx2015489,2021-03-11 19:03:32,fraud
tx2015701,2021-03-12 07:23:15,customer_request
tx2015821,2021-03-14 05:47:53,customer_request
tx2015844,2021-03-13 16:24:57,payment_failure
tx2016013,2021-03-14 05:02:11,customer_request
tx2016051,2021-03-15 19:31:14,fraud
tx2016109,2021-03-15 22:04:05,customer_request
tx2016220,2021-03-14 03:34:37,fraud
tx2016333,2021-03-15 00:00:45,payment_failure
tx2016384,2021-03-14 02:32:17,customer_request
tx2016431,2021-03-16 21:19:01,customer_request
tx2016491,2021-03-15 13:00:58,customer_request
tx2016501,2021-03-15 23:06:11,payment_failure
tx2016562,2021-03-17 19:20:43,customer_request
tx2016573,2021-03-15 06:51:21,fraud
tx2016594,2021-03-16 21:07:46,customer_request
tx2016729,2021-03-18 11:56:28,customer_request
tx2016835,2021-03-16 06:30:50,payment_failure
tx2016849,2021-03-18 23:27:02,payment_failure
tx2017065,2021-03-19 05:50:33,fraud
tx2017075,2021-03-18 01:19:50,customer_request
tx2017193,2021-03-18 10:26:17,payment_failure
tx2017416,2021-03-19 10:46:38,payment_failure
tx2017451,2021-03-19 16:36:16,customer_request
tx2017753,2021-03-21 02:27:28,payment_failure
tx2017909,2021-03-23 02:57:50,fraud
tx2017943,2021-03-23 17:41:25,payment_failure
tx2017994,2021-03-22 17:39:05,fraud
tx2018287,2021-03-24 16:53:40,payment_failure
tx2018521,2021-03-23 06:43:42,fraud
tx2018550,2021-03-25 08:05:24,payment_failure
tx2018627,2021-03-24 20:54:33,payment_failure
tx2018748,2021-03-26 23:28:04,payment_failure
tx2018754,2021-03-24 21:59:51,customer_request
tx2018961,2021-03-27 03:50:25,customer_request
tx2019017,2021-03-25 03:54:45,payment_failure
tx2019134,2021-03-26 13:56:27,customer_request
tx2019145,2021-03-26 08:24:41,payment_failure
tx2019488,2021-03-29 06:20:04,customer_request
tx2019513,2021-03-27 02:20:09,customer_request
tx2019690,2021-03-28 04:56:53,payment_failure
tx2019918,2021-03-30 20:50:14,customer_request
tx2019940,2021-03-29 10:06:53,customer_request
tx2020015,2021-03-31 08:24:12,customer_request
tx2020064,2021-03-31 16:17:56,payment_failure
tx2020068,2021-03-30 08:21:22,fraud
tx2020304,2021-04-01 00:25:26,payment_failure
tx2020442,2021-03-31 11:32:12,fraud
tx2020509,2021-04-02 14:07:19,fraud
tx2020607,2021-04-01 22:11:00,fraud
tx2020745,2021-04-03 02:13:32,fraud
tx2020980,2021-04-04 01:20:11,customer_request
tx2021015,2021-04-03 17:58:14,fraud
tx2021060,2021-04-03 20:54:59,payment_failure
tx2021124,2021-04-03 00:05:03,fraud
tx2021404,2021-04-06 10:35:46,customer_request
tx2021413,2021-04-06 02:00:45,fraud
tx2021873,2021-04-06 02:13:38,fraud
tx2021881,2021-04-07 22:54:15,fraud
tx2022016,2021-04-08 10:50:34,customer_request
tx2022043,2021-04-07 08:50:18,payment_failure
tx2022192,2021-04-09 09:01:47,fraud
tx2022348,2021-04-09 00:22:49,customer_request
tx2022368,2021-04-09 16:59:18,fraud
tx2022423,2021-04-10 18:48:34,customer_request
tx2022608,2021-04-11 00:22:52,payment_failure
tx2022722,2021-04-12 18:25:02,customer_request
tx2022843,2021-04-12 01:54:04,payment_failure
tx2022849,2021-04-11 08:18:19,customer_request
tx2022910,2021-04-12 05:08:37,customer_request
tx2023173,2021-04-13 12:26:48,fraud
tx2023224,2021-04-12 03:39:39,customer_request
tx2023289,2021-04-12 14:59:19,fraud
tx2023310,2021-04-14 14:44:10,customer_request
tx2023478,2021-04-13 10:36:47,fraud
tx2023589,2021-04-14 07:04:09,customer_request
tx2023678,2021-04-16 10:24:43,customer_request
tx2023776,2021-04-15 02:55:23,customer_request
tx2023793,2021-04-16 05:25:53,customer_request
tx2023855,2021-04-15 04:43:51,fraud
tx2023935,2021-04-15 12:40:57,payment_failure
tx2024124,2021-04-16 11:50:37,fraud
tx2024624,2021-04-19 23:38:34,fraud
tx2024655,2021-04-20 11:59:09,payment_failure
tx2024678,2021-04-20 14:29:46,payment_failure
tx2024730,2021-04-18 15:37:57,customer_request
tx2024747,2021-04-20 07:56:54,customer_request
tx2024784,2021-04-19 22:45:10,customer_request
tx2024853,2021-04-20 18:02:18,fraud
tx2024925,2021-04-20 23:01:01,fraud
tx2025006,2021-04-19 11:14:57,fraud
tx2025036,2021-04-21 17:29:24,customer_request
tx2025089,2021-04-21 17:16:46,fraud
tx2025647,2021-04-24 23:41:44,payment_failure
tx2025650,2021-04-23 07:07:38,payment_failure
tx2025702,2021-04-22 23:28:29,fraud
tx2025884,2021-04-24 03:14:54,fraud
tx2025903,2021-04-25 20:18:01,customer_request
tx2025918,2021-04-23 03:03:59,payment_failure
tx2026044,2021-04-23 10:25:32,payment_failure
tx2026165,2021-04-24 15:19:03,customer_request
tx2026310,2021-04-24 11:22:39,customer_request
tx2026319,2021-04-26 02:20:28,payment_failure
tx2026405,2021-04-27 09:39:57,customer_request
tx2026554,2021-04-26 03:13:57,payment_failure
tx2026566,2021-04-25 07:08:30,customer_request
tx2026630,2021-04-25 02:26:36,fraud
tx2026688,2021-04-28 22:37:41,payment_failure
tx2026708,2021-04-28 04:14:40,fraud
tx2026764,2021-04-28 22:17:01,fraud
tx2026779,2021-04-26 09:29:32,customer_request
tx2026922,2021-04-28 19:23:48,fraud
tx2027119,2021-04-29 01:09:12,fraud
tx2027184,2021-04-29 13:40:21,fraud
tx2027203,2021-04-29 17:09:43,payment_failure
tx2027411,2021-05-01 09:47:35,payment_failure
tx2027444,2021-04-30 14:59:06,customer_request
tx2027599,2021-04-30 05:51:27,fraud
tx2027818,2021-05-02 01:22:12,fraud
tx2027948,2021-05-02 15:12:06,fraud
tx2027970,2021-05-01 00:45:17,payment_failure
tx2028007,2021-05-01 00:21:57,customer_request
tx2028055,2021-05-03 06:04:06,fraud
tx2028132,2021-05-04 21:59:45,customer_request
tx2028317,2021-05-02 01:44:28,payment_failure
tx2028340,2021-05-02 15:20:38,fraud
tx2028411,2021-05-05 01:26:10,fraud
tx2028462,2021-05-03 10:43:23,fraud
tx2028554,2021-05-05 19:07:30,payment_failure
tx2028665,2021-05-06 13:52:30,fraud
tx2028736,2021-05-05 04:47:23,customer_request
tx2028768,2021-05-04 03:01:45,customer_request
tx2028953,2021-05-05 04:00:35,payment_failure
tx2028968,2021-05-05 16:34:03,payment_failure
tx2029167,2021-05-06 13:29:35,customer_request
tx2029297,2021-05-07 16:55:48,fraud
tx2029468,2021-05-08 03:19:52,payment_failure
tx2029532,2021-05-10 09:03:43,payment_failure
tx2029538,2021-05-08 16:44:31,payment_failure
tx2029546,2021-05-09 22:53:53,fraud
tx2029591,2021-05-09 20:10:58,fraud
tx2029711,2021-05-10 03:55:26,payment_failure
tx2030009,2021-05-10 10:45:03,fraud
tx2030034,2021-05-10 01:37:54,payment_failure
tx2030127,2021-05-11 15:11:16,payment_failure
tx2030164,2021-05-10 23:53:42,customer_request
tx2030165,2021-05-12 11:25:33,payment_failure
tx2030195,2021-05-12 15:39:13,fraud
tx2030240,2021-05-11 04:56:57,fraud
tx2030384,2021-05-11 00:31:56,payment_failure
tx2030425,2021-05-13 01:22:48,customer_request
tx2030560,2021-05-12 08:02:04,customer_request
tx2030724,2021-05-13 00:47:54,payment_failure
tx2030844,2021-05-13 04:20:26,customer_request
tx2030919,2021-05-16 16:03:14,customer_request
tx2031044,2021-05-15 23:56:58,customer_request
tx2031063,2021-05-14 03:23:14,payment_failure
tx2031153,2021-05-17 04:43:03,payment_failure
tx2031488,2021-05-18 10:36:15,customer_request
tx2031665,2021-05-19 13:04:16,fraud
tx2031928,2021-05-20 17:27:45,customer_request
tx2031931,2021-05-18 10:26:13,payment_failure
tx2032075,2021-05-19 13:05:58,customer_request
tx2032115,2021-05-19 12:29:33,payment_failure
tx2032116,2021-05-20 21:06:59,fraud
tx2032267,2021-05-19 11:21:07,payment_failure
tx2032325,2021-05-20 19:55:06,fraud
tx2032349,2021-05-21 21:53:14,customer_request
tx2032525,2021-05-23 20:19:21,fraud
tx2032987,2021-05-24 08:49:24,payment_failure
tx2032992,2021-05-23 05:41:09,customer_request
tx2033054,2021-05-25 21:04:57,customer_request
tx2033073,2021-05-24 04:45:09,payment_failure
tx2033211,2021-05-24 05:54:09,customer_request
tx2033297,2021-05-24 03:52:43,payment_failure
tx2033495,2021-05-27 22:30:57,fraud
tx2033733,2021-05-27 06:57:36,payment_failure
tx2033883,2021-05-27 12:52:20,customer_request
tx2034115,2021-05-30 03:34:35,customer_request
tx2034122,2021-05-30 18:43:37,fraud
tx2034160,2021-05-30 16:31:59,customer_request
tx2034298,2021-05-29 06:36:25,payment_failure
tx2034384,2021-05-31 16:24:07,customer_request
tx2034464,2021-05-30 20:22:11,customer_request
tx2034498,2021-05-31 21:38:58,fraud
tx2034521,2021-05-30 04:10:17,payment_failure
tx2034597,2021-06-01 09:41:49,fraud
tx2034805,2021-05-31 06:52:04,fraud
tx2034837,2021-05-31 03:36:33,payment_failure
tx2034883,2021-05-31 15:26:16,fraud
tx2034980,2021-06-01 22:02:35,payment_failure
tx2035005,2021-06-02 12:10:08,customer_request
tx2035138,2021-06-02 13:43:14,payment_failure
tx2035153,2021-06-01 00:43:47,customer_request
tx2035199,2021-06-02 18:05:09,fraud
tx2035213,2021-06-03 03:16:28,payment_failure
tx2035252,2021-06-02 23:29:18,payment_failure
tx2035312,2021-06-04 05:06:23,customer_request
tx2035411,2021-06-02 08:56:10,customer_request
tx2035421,2021-06-02 22:42:03,customer_request
tx2035571,2021-06-03 16:32:15,fraud
tx2035680,2021-06-04 03:13:50,payment_failure
tx2035748,2021-06-04 20:21:37,fraud
tx2035908,2021-06-07 10:25:57,fraud
tx2036263,2021-06-07 00:54:04,customer_request
tx2036317,2021-06-06 11:36:42,fraud
tx2036442,2021-06-09 00:52:00,customer_request
tx2036453,2021-06-09 03:15:11,payment_failure
tx2036575,2021-06-09 04:05:34,fraud
tx2036592,2021-06-09 13:55:01,fraud
tx2036639,2021-06-08 23:21:41,fraud
tx2037018,2021-06-09 11:56:55,payment_failure
tx2037067,2021-06-10 12:19:21,payment_failure
tx2037077,2021-06-12 17:00:11,payment_failure
tx2037090,2021-06-11 09:14:46,payment_failure
tx2037429,2021-06-13 19:36:50,payment_failure
tx2037546,2021-06-14 20:56:30,fraud
tx2037558,2021-06-14 18:15:29,payment_failure
tx2037833,2021-06-14 19:56:13,customer_request
tx2037863,2021-06-13 12:08:11,fraud
tx2038018,2021-06-14 15:47:19,fraud
tx2038167,2021-06-17 18:04:11,fraud
tx2038186,2021-06-17 10:52:27,customer_request
tx2038322,2021-06-16 06:03:14,customer_request
tx2038335,2021-06-16 17:21:04,customer_request
tx2038444,2021-06-16 10:09:32,payment_failure
tx2038515,2021-06-18 22:57:12,fraud
tx2039125,2021-06-22 16:05:43,fraud
tx2039193,2021-06-20 08:15:20,fraud
tx2039251,2021-06-22 12:02:30,fraud
tx2039401,2021-06-23 12:23:04,fraud
tx2039479,2021-06-22 18:37:33,customer_request
tx2039587,2021-06-22 05:58:55,payment_failure
tx2039620,2021-06-24 01:57:09,customer_request
tx2039685,2021-06-22 18:26:38,fraud
tx2039687,2021-06-24 10:10:35,fraud
tx2039789,2021-06-23 08:34:53,payment_failure
tx2039801,2021-06-25 14:11:01,fraud
tx2039813,2021-06-24 03:14:32,payment_failure
tx2040078,2021-06-26 01:22:29,payment_failure
tx2040127,2021-06-25 16:15:35,fraud
tx2040158,2021-06-27 21:06:27,customer_request
tx2040260,2021-06-25 03:38:37,fraud
tx2040337,2021-06-26 23:04:40,payment_failure
tx2040821,2021-06-28 16:55:00,payment_failure
tx2040833,2021-06-29 03:37:56,payment_failure
tx2040896,2021-06-29 19:07:41,customer_request
tx2040950,2021-06-28 22:46:42,customer_request
tx2041036,2021-06-30 00:03:09,payment_failure
tx2041117,2021-07-01 23:15:14,customer_request
tx2041135,2021-06-29 00:38:30,payment_failure
tx2041167,2021-06-30 07:50:45,payment_failure
tx2041311,2021-07-01 23:50:01,fraud
tx2041421,2021-07-02 19:17:19,payment_failure
tx2041463,2021-07-03 18:17:21,customer_request
tx2041760,2021-07-04 22:09:48,payment_failure
tx2041897,2021-07-05 04:47:33,payment_failure
tx2041999,2021-07-04 04:30:22,fraud
tx2042000,2021-07-06 04:39:38,payment_failure
tx2042003,2021-07-04 18:38:14,fraud
tx2042017,2021-07-04 03:23:26,fraud
tx2042077,2021-07-05 10:38:59,fraud
tx2042276,2021-07-06 12:40:25,fraud
tx2042365,2021-07-07 02:28:01,customer_request
tx2042381,2021-07-06 06:44:09,customer_request
tx2042428,2021-07-08 13:13:01,customer_request
tx2042478,2021-07-08 17:40:24,payment_failure
tx2042626,2021-07-08 14:45:11,payment_failure
tx2042681,2021-07-09 23:22:26,customer_request
tx2042720,2021-07-07 01:26:02,payment_failure
tx2042833,2021-07-09 15:37:57,fraud
tx2042903,2021-07-09 23:46:53,payment_failure
tx2043054,2021-07-12 00:32:24,payment_failure
tx2043105,2021-07-10 06:11:43,fraud
tx2043186,2021-07-11 01:36:39,fraud
tx2043230,2021-07-11 20:30:57,payment_failure
tx2043254,2021-07-12 19:28:27,fraud
tx2043294,2021-07-11 03:17:01,customer_request
tx2043537,2021-07-11 23:23:54,fraud
tx2043546,2021-07-12 20:28:26,fraud
tx2043685,2021-07-12 07:03:35,payment_failure
tx2043816,2021-07-14 11:54:52,customer_request
tx2044032,2021-07-15 08:43:30,fraud
tx2044299,2021-07-17 20:05:51,payment_failure
tx2044460,2021-07-17 03:09:30,payment_failure
tx2044507,2021-07-17 10:16:08,payment_failure
tx2044516,2021-07-18 04:59:26,fraud
tx2044544,2021-07-19 14:25:31,fraud
tx2044607,2021-07-18 11:37:33,customer_request
tx2044740,2021-07-18 18:52:02,fraud
tx2044807,2021-07-20 11:49:39,fraud
tx2044873,2021-07-18 00:54:56,customer_request
tx2044884,2021-07-21 10:30:13,customer_request
tx2044940,2021-07-19 02:26:35,fraud
tx2045091,2021-07-21 02:33:13,payment_failure
tx2045192,2021-07-21 08:07:43,customer_request
tx2045497,2021-07-22 22:43:49,customer_request
tx2045612,2021-07-24 04:52:27,customer_request
tx2045642,2021-07-23 20:52:57,customer_request
tx2045765,2021-07-24 19:57:56,fraud
tx2045929,2021-07-27 02:39:15,payment_failure
tx2045973,2021-07-26 05:55:39,payment_failure
tx2046096,2021-07-27 22:48:33,payment_failure
tx2046156,2021-07-27 00:45:28,payment_failure
tx2046173,2021-07-28 08:38:13,payment_failure
tx2046205,2021-07-28 21:11:44,fraud
tx2046362,2021-07-27 11:01:33,customer_request
tx2046405,2021-07-28 21:33:31,payment_failure
tx2046409,2021-07-30 01:19:48,fraud
tx2046412,2021-07-30 15:34:05,customer_request
tx2046540,2021-07-31 05:58:26,fraud
tx2046611,2021-07-31 08:55:10,fraud
tx2046617,2021-07-31 05:31:00,fraud
tx2046717,2021-08-01 22:43:55,customer_request
tx2046734,2021-08-01 09:41:00,customer_request
tx2046743,2021-08-01 19:30:45,fraud
tx2046832,2021-07-30 14:59:29,fraud
tx2046897,2021-07-31 14:27:56,fraud
tx2046935,2021-07-31 02:48:44,payment_failure
tx2047038,2021-08-01 17:26:50,payment_failure
tx2047081,2021-08-03 17:15:45,fraud
tx2047159,2021-08-01 05:01:57,payment_failure
tx2047183,2021-08-01 04:50:47,customer_request
tx2047187,2021-08-02 12:33:30,fraud
tx2047247,2021-08-02 21:29:06,payment_failure
tx2047338,2021-08-02 15:56:13,payment_failure
tx2047498,2021-08-03 03:10:28,payment_failure
tx2047621,2021-08-05 17:09:48,payment_failure
tx2047673,2021-08-04 00:25:26,payment_failure
tx2047709,2021-08-06 18:35:39,customer_request
tx2047748,2021-08-07 03:27:11,fraud
tx2047774,2021-08-05 17:20:12,fraud
tx2047836,2021-08-07 18:42:13,payment_failure
tx2048200,2021-08-08 14:17:47,payment_failure
tx2048318,2021-08-08 22:25:07,fraud
tx2048422,2021-08-09 15:01:27,payment_failure
tx2048515,2021-08-11 09:55:48,fraud
tx2048614,2021-08-11 17:34:34,fraud
tx2048623,2021-08-12 11:32:27,payment_failure
tx2048819,2021-08-11 20:01:26,customer_request
tx2048845,2021-08-13 21:40:19,payment_failure
tx2048890,2021-08-14 00:33:42,fraud
tx2048908,2021-08-14 16:38:36,customer_request
tx2048919,2021-08-13 01:47:19,payment_failure
tx2048951,2021-08-13 00:01:33,fraud
tx2048976,2021-08-12 13:14:33,fraud
tx2049050,2021-08-15 05:42:57,payment_failure
tx2049192,2021-08-14 19:06:47,payment_failure
tx2049246,2021-08-14 10:35:27,customer_request
tx2049310,2021-08-16 01:25:56,fraud
tx2049474,2021-08-16 05:56:57,payment_failure
tx2049497,2021-08-17 15:30:37,payment_failure
tx2049653,2021-08-17 14:39:51,fraud
tx2049753,2021-08-17 02:41:23,customer_request
tx2049892,2021-08-19 10:12:17,payment_failure
tx2049902,2021-08-19 21:11:56,customer_request
tx2050035,2021-08-20 13:21:37,customer_request
tx2050112,2021-08-19 02:49:38,customer_request
tx2050318,2021-08-22 18:22:09,payment_failure
tx2050521,2021-08-21 04:47:50,customer_request
tx2050563,2021-08-23 10:19:55,payment_failure
tx2050833,2021-08-23 19:20:34,fraud
tx2051096,2021-08-27 05:21:18,customer_request
tx2051146,2021-08-25 07:54:54,fraud
tx2051352,2021-08-29 17:37:55,customer_request
tx2051433,2021-08-29 22:14:58,customer_request
tx2051609,2021-08-28 08:51:17,customer_request
tx2051708,2021-08-31 15:40:45,payment_failure
tx2051724,2021-08-30 23:16:48,payment_failure
tx2052032,2021-09-01 12:57:06,fraud
tx2052057,2021-08-31 07:28:20,fraud
tx2052078,2021-09-01 10:40:33,customer_request
tx2052139,2021-09-01 19:36:44,payment_failure
tx2052228,2021-09-02 06:28:02,payment_failure
tx2052281,2021-09-04 21:42:45,payment_failure
tx2052443,2021-09-05 15:12:49,fraud
tx2052531,2021-09-04 20:30:58,payment_failure
tx2052791,2021-09-07 12:57:58,fraud
tx2052977,2021-09-06 16:04:18,customer_request
tx2053026,2021-09-06 01:18:38,fraud
tx2053033,2021-09-08 16:53:49,fraud
tx2053359,2021-09-10 20:10:11,fraud
tx2053393,2021-09-10 02:14:36,fraud
tx2053423,2021-09-10 22:22:45,fraud
tx2053478,2021-09-09 09:47:02,customer_request
tx2053514,2021-09-10 06:52:52,fraud
tx2053676,2021-09-12 23:40:56,customer_request
tx2053864,2021-09-12 11:46:54,payment_failure
tx2053928,2021-09-13 09:50:05,customer_request
tx2054001,2021-09-12 14:58:21,payment_failure
tx2054028,2021-09-13 22:18:03,customer_request
tx2054154,2021-09-16 15:22:58,payment_failure
tx2054482,2021-09-17 18:47:12,fraud
tx2054529,2021-09-17 00:45:49,payment_failure
tx2054702,2021-09-18 07:00:59,fraud
tx2054707,2021-09-20 05:21:18,fraud
tx2054735,2021-09-18 12:34:22,fraud
tx2054808,2021-09-20 06:33:53,fraud
tx2054870,2021-09-19 21:01:34,customer_request
tx2055023,2021-09-20 19:19:04,payment_failure
tx2055024,2021-09-21 09:05:26,fraud
tx2055072,2021-09-22 09:37:10,customer_request
tx2055245,2021-09-21 07:32:40,fraud
tx2055418,2021-09-24 06:07:39,fraud
tx2055595,2021-09-24 16:40:46,fraud
tx2055731,2021-09-24 01:55:24,fraud
tx2055768,2021-09-27 13:14:21,fraud
tx2055788,2021-09-26 08:40:01,customer_request
tx2055874,2021-09-26 15:14:33,fraud
tx2055898,2021-09-26 23:15:33,customer_request
tx2055919,2021-09-26 10:01:55,payment_failure
tx2055967,2021-09-26 04:41:58,customer_request
tx2056102,2021-09-26 22:35:11,customer_request
tx2056210,2021-09-27 08:12:20,payment_failure
tx2056251,2021-09-30 13:59:30,fraud
