transaction_id,return_date,refund_amount,reason
tx2002026,2021-01-15 02:04:53,62.6,not_as_described
tx2002035,2021-01-23 10:46:39,25.74,size_issue
tx2002067,2021-02-01 05:00:46,125.66,not_as_described
tx2002079,2021-02-08 20:30:26,209.3,defective
tx2002123,2021-02-03 16:38:45,330.69,not_as_described
tx2002143,2021-02-07 23:28:12,99.46,not_as_described
tx2002161,2021-01-21 18:32:11,126.38,defective
tx2002166,2021-02-08 21:31:27,40.8,defective
tx2002175,2021-01-16 01:50:30,129.34,size_issue
tx2002220,2021-01-24 21:05:35,79.36,size_issue
tx2002269,2021-01-13 05:50:05,88.63,not_as_described
tx2002343,2021-02-04 22:01:38,107.38,defective
tx2002354,2021-01-20 16:12:59,58.35,defective
tx2002364,2021-02-05 17:47:56,51.47,defective
tx2002427,2021-01-14 10:30:22,52.33,not_as_described
tx2002458,2021-01-17 05:17:30,41.85,defective
tx2002520,2021-01-25 12:13:02,105.21,defective
tx2002530,2021-01-14 16:57:03,286.57,not_as_described
tx2002543,2021-02-10 07:36:22,53.26,defective
tx2002553,2021-01-23 19:02:12,24.71,defective
tx2002650,2021-02-09 01:59:19,55.41,size_issue
tx2002678,2021-01-26 00:21:39,79.35,not_as_described
tx2002706,2021-01-17 18:05:22,69.31,size_issue
tx2002721,2021-02-03 05:56:01,59.49,not_as_described
tx2002731,2021-02-09 19:58:47,60.04,not_as_described
tx2002764,2021-01-24 16:08:37,205.91,not_as_described
tx2002775,2021-02-06 04:13:09,50.45,defective
tx2002882,2021-02-04 22:57:29,132.07,defective
tx2002891,2021-01-19 23:59:56,302.92,size_issue
tx2002946,2021-02-10 08:50:07,102.44,size_issue
tx2002949,2021-02-06 05:53:49,132.72,size_issue
tx2002987,2021-01-23 17:26:54,48.37,defective
tx2002990,2021-02-12 15:59:25,30.05,not_as_described
tx2003060,2021-02-08 07:41:26,27.41,not_as_described
tx2003061,2021-01-18 19:22:12,102.1,defective
tx2003136,2021-01-24 20:28:17,56.06,defective
tx2003170,2021-02-05 20:08:09,48.79,not_as_described
tx2003185,2021-01-18 13:21:21,328.59,not_as_described
tx2003225,2021-01-31 05:21:07,70.68,size_issue
tx2003243,2021-02-13 16:52:02,32.42,size_issue
tx2003290,2021-02-13 07:17:33,22.19,defective
tx2003366,2021-02-11 07:05:18,43.76,not_as_described
tx2003404,2021-02-07 15:14:04,87.34,size_issue
tx2003424,2021-02-02 19:18:36,68.45,defective
tx2003445,2021-01-20 07:42:10,66.28,defective
tx2003463,2021-02-11 11:43:20,78.59,not_as_described
tx2003473,2021-01-27 06:30:27,205.98,size_issue
tx2003496,2021-01-23 04:35:22,201.47,not_as_described
tx2003498,2021-01-29 12:48:04,102.22,defective
tx2003541,2021-02-09 06:19:16,151.14,not_as_described
tx2003604,2021-01-22 02:21:34,70.01,defective
tx2003610,2021-01-19 03:19:13,59.28,size_issue
tx2003639,2021-02-08 18:08:48,40.36,defective
tx2003649,2021-02-02 12:48:12,18.22,defective
tx2003654,2021-01-22 02:34:02,47.9,not_as_described
tx2003663,2021-02-13 16:14:37,121.91,defective
tx2003677,2021-01-28 20:23:11,58.42,size_issue
tx2003690,2021-02-09 00:57:51,87.94,defective
tx2003718,2021-02-08 21:55:20,127.36,not_as_described
tx2003778,2021-01-28 01:01:12,34.76,not_as_described
tx2003781,2021-02-12 08:16:27,47.63,size_issue
tx2003838,2021-01-23 14:20:56,177.08,defective
tx2003883,2021-01-27 15:47:31,61.26,size_issue
tx2003897,2021-02-12 01:11:10,161.46,size_issue
tx2003947,2021-02-11 20:11:09,286.33,defective
tx2004040,2021-02-03 14:00:37,110.51,size_issue
tx2004115,2021-01-25 17:57:29,108.71,not_as_described
tx2004128,2021-01-26 17:52:21,230.67,defective
tx2004140,2021-02-16 19:52:28,72.95,defective
tx2004160,2021-01-30 08:25:53,180.33,defective
tx2004180,2021-02-06 06:16:13,80.27,size_issue
tx2004207,2021-01-26 18:56:57,35.07,defective
tx2004328,2021-01-27 17:48:20,70.44,not_as_described
tx2004354,2021-02-08 15:52:57,116.65,not_as_described
tx2004386,2021-02-11 04:01:14,92.55,defective
tx2004554,2021-02-09 22:39:15,88.06,size_issue
tx2004557,2021-01-25 11:13:59,330.09,size_issue
tx2004576,2021-02-03 23:33:08,157.72,not_as_described
tx2004611,2021-01-28 15:57:37,34.32,defective
tx2004657,2021-02-13 12:39:46,97.68,not_as_described
tx2004696,2021-02-21 22:55:03,60.89,not_as_described
tx2004718,2021-02-20 03:16:02,63.22,size_issue
tx2004719,2021-02-07 18:19:39,101.22,size_issue
tx2004735,2021-01-26 07:52:16,97.41,size_issue
tx2004751,2021-02-19 19:06:52,140.9,not_as_described
tx2004782,2021-02-10 03:37:00,1361.37,not_as_described
tx2004790,2021-02-10 14:05:30,166.52,defective
tx2004854,2021-01-28 12:01:10,49.71,not_as_described
tx2004861,2021-02-04 00:17:52,69.33,size_issue
tx2004978,2021-02-02 23:49:32,25.07,defective
tx2004989,2021-02-01 19:43:37,25.99,defective
tx2005030,2021-02-15 10:44:04,65.85,defective
tx2005033,2021-02-08 11:54:46,86.92,defective
tx2005051,2021-02-10 22:02:59,87.75,defective
tx2005054,2021-02-07 12:34:40,234.55,size_issue
tx2005069,2021-01-30 20:57:54,52.59,defective
tx2005316,2021-02-19 09:02:16,104.67,size_issue
tx2005321,2021-02-03 15:33:52,119.25,not_as_described
tx2005432,2021-02-17 05:30:36,101.31,defective
tx2005450,2021-02-10 05:14:11,112.73,not_as_described
tx2005517,2021-02-03 12:21:37,61.78,size_issue
tx2005580,2021-02-09 17:40:36,138.52,size_issue
tx2005584,2021-02-21 10:00:24,32.0,defective
tx2005585,2021-01-31 22:44:54,149.05,not_as_described
tx2005592,2021-02-19 09:01:29,247.43,defective
tx2005599,2021-02-19 07:26:27,62.05,defective
tx2005606,2021-02-23 07:36:18,70.54,size_issue
tx2005613,2021-02-12 00:15:25,107.87,size_issue
tx2005655,2021-02-16 22:49:02,113.28,defective
tx2005737,2021-02-23 05:28:49,93.34,defective
tx2005741,2021-01-30 16:01:41,64.86,not_as_described
tx2005767,2021-02-15 07:40:08,183.51,size_issue
tx2005783,2021-02-16 21:12:51,85.78,not_as_described
tx2005790,2021-02-06 17:54:43,64.07,not_as_described
tx2005856,2021-02-17 03:15:04,136.33,not_as_described
tx2005898,2021-02-22 05:06:27,126.1,not_as_described
tx2005969,2021-02-06 09:33:20,153.35,defective
tx2005970,2021-02-22 02:37:37,96.37,defective
tx2006027,2021-02-18 22:43:37,112.57,defective
tx2006048,2021-02-24 12:36:43,402.79,not_as_described
tx2006050,2021-02-27 13:39:05,53.95,defective
tx2006056,2021-02-22 09:10:14,75.88,not_as_described
tx2006100,2021-02-21 12:58:50,56.32,not_as_described
tx2006222,2021-02-08 19:33:11,35.89,not_as_described
tx2006223,2021-02-08 07:15:13,88.59,not_as_described
tx2006230,2021-02-25 16:17:53,102.5,defective
tx2006287,2021-02-09 03:03:31,87.19,not_as_described
tx2006364,2021-02-02 21:33:08,109.67,size_issue
tx2006401,2021-02-25 21:07:48,123.04,defective
tx2006402,2021-02-14 15:28:24,100.64,size_issue
tx2006429,2021-02-16 07:40:47,85.24,not_as_described
tx2006453,2021-02-16 22:00:17,92.52,not_as_described
tx2006454,2021-02-11 04:35:46,60.21,not_as_described
tx2006466,2021-02-14 09:17:25,78.9,size_issue
tx2006485,2021-02-04 21:50:43,198.89,size_issue
tx2006504,2021-02-03 13:29:24,120.98,defective
tx2006514,2021-02-11 15:07:30,149.97,not_as_described
tx2006713,2021-02-10 20:53:21,80.82,size_issue
tx2006723,2021-02-09 11:00:47,99.47,defective
tx2006734,2021-03-02 01:52:45,84.73,defective
tx2006774,2021-02-07 13:42:39,44.62,size_issue
tx2006791,2021-02-27 23:07:05,92.76,size_issue
tx2006812,2021-02-03 23:27:12,55.54,not_as_described
tx2006874,2021-02-27 14:03:56,73.29,size_issue
tx2006924,2021-02-14 00:08:06,48.52,not_as_described
tx2006933,2021-02-13 09:28:01,309.79,defective
tx2006939,2021-02-05 07:33:21,118.37,size_issue
tx2007017,2021-02-04 07:28:56,125.24,defective
tx2007046,2021-02-18 00:52:01,73.89,defective
tx2007084,2021-02-27 00:21:14,30.34,defective
tx2007160,2021-02-21 18:27:08,29.73,defective
tx2007197,2021-02-28 03:51:46,87.75,not_as_described
tx2007210,2021-02-27 06:04:20,40.59,not_as_described
tx2007212,2021-02-10 20:09:53,68.71,defective
tx2007238,2021-02-19 09:42:02,84.59,not_as_described
tx2007271,2021-02-07 19:01:41,49.87,not_as_described
tx2007320,2021-02-26 08:54:49,138.36,size_issue
tx2007353,2021-02-25 03:53:04,246.9,not_as_described
tx2007433,2021-02-18 06:06:04,23.52,not_as_described
tx2007467,2021-02-12 00:20:27,43.11,not_as_described
tx2007508,2021-03-06 00:20:04,47.19,not_as_described
tx2007509,2021-02-20 20:45:29,76.65,not_as_described
tx2007581,2021-02-25 21:07:28,118.18,defective
tx2007591,2021-02-27 05:23:48,95.94,not_as_described
tx2007596,2021-02-23 06:05:19,39.95,not_as_described
tx2007615,2021-02-20 07:47:55,106.92,size_issue
tx2007631,2021-02-19 07:19:50,401.65,size_issue
tx2007640,2021-02-16 23:31:10,36.95,not_as_described
tx2007645,2021-02-23 11:44:59,70.64,size_issue
tx2007650,2021-02-10 12:52:09,78.02,size_issue
tx2007674,2021-03-04 22:42:47,24.16,size_issue
tx2007680,2021-02-17 20:58:03,55.7,size_issue
tx2007690,2021-02-20 04:23:26,16.7,defective
tx2007738,2021-03-04 08:57:14,42.96,not_as_described
tx2007752,2021-02-10 04:42:43,85.41,size_issue
tx2007818,2021-02-23 12:39:24,59.41,defective
tx2007826,2021-02-12 22:01:50,145.39,not_as_described
tx2007886,2021-02-27 14:25:45,56.07,size_issue
tx2007887,2021-02-22 03:31:46,42.78,size_issue
tx2007901,2021-02-21 14:41:13,63.82,defective
tx2007950,2021-02-19 15:42:39,135.21,not_as_described
tx2007992,2021-02-17 07:43:38,112.4,size_issue
tx2008056,2021-02-14 23:11:25,112.6,size_issue
tx2008090,2021-03-01 09:01:34,22.05,defective
tx2008168,2021-02-28 20:08:03,37.22,size_issue
tx2008187,2021-02-13 10:04:59,57.58,size_issue
tx2008223,2021-02-12 19:44:40,97.53,not_as_described
tx2008269,2021-02-15 02:06:27,62.85,size_issue
tx2008278,2021-03-03 02:59:36,75.81,size_issue
tx2008282,2021-02-10 20:21:35,139.4,size_issue
tx2008293,2021-02-11 00:11:24,140.88,not_as_described
tx2008321,2021-03-06 17:19:44,72.12,not_as_described
tx2008356,2021-03-03 21:29:53,77.84,size_issue
tx2008385,2021-02-15 17:12:12,65.14,defective
tx2008404,2021-02-14 18:17:21,112.65,defective
tx2008405,2021-02-10 22:33:40,66.69,size_issue
tx2008412,2021-02-13 08:04:33,39.19,defective
tx2008436,2021-02-24 05:07:14,170.26,defective
tx2008444,2021-03-08 14:17:36,32.65,not_as_described
tx2008456,2021-02-17 21:39:50,50.07,not_as_described
tx2008470,2021-02-22 05:37:51,133.12,size_issue
tx2008471,2021-02-20 14:18:16,52.92,not_as_described
tx2008482,2021-03-04 13:13:58,41.54,size_issue
tx2008498,2021-02-18 08:27:17,46.49,not_as_described
tx2008513,2021-02-19 08:47:58,109.92,not_as_described
tx2008542,2021-02-23 12:59:57,100.6,not_as_described
tx2008604,2021-02-12 22:35:33,314.48,size_issue
tx2008693,2021-03-03 17:13:12,51.51,not_as_described
tx2008703,2021-02-15 05:09:18,137.98,not_as_described
tx2008767,2021-02-20 12:32:23,64.26,not_as_described
tx2008775,2021-02-26 03:21:24,26.36,defective
tx2008778,2021-03-08 00:40:25,188.83,size_issue
tx2008812,2021-02-17 07:16:09,72.99,defective
tx2008828,2021-02-28 01:08:45,102.94,size_issue
tx2008864,2021-02-26 20:17:59,38.02,not_as_described
tx2008903,2021-02-14 09:40:30,68.41,size_issue
tx2008920,2021-02-24 21:39:09,80.11,defective
tx2008948,2021-03-01 17:28:04,102.99,defective
tx2008951,2021-02-21 23:02:06,253.72,size_issue
tx2009021,2021-02-17 23:36:23,41.3,not_as_described
tx2009033,2021-02-24 00:16:30,49.61,defective
tx2009075,2021-02-16 08:16:15,61.66,not_as_described
tx2009104,2021-02-26 00:59:54,154.38,defective
tx2009106,2021-03-08 09:04:39,111.25,not_as_described
tx2009111,2021-03-11 13:07:32,304.25,defective
tx2009114,2021-02-26 17:28:58,80.66,size_issue
tx2009126,2021-02-14 20:49:21,42.36,size_issue
tx2009135,2021-03-07 08:58:15,222.34,size_issue
tx2009166,2021-03-05 07:08:54,53.89,size_issue
tx2009208,2021-03-01 05:11:49,110.08,size_issue
tx2009220,2021-02-21 16:00:18,80.91,size_issue
tx2009265,2021-03-03 16:30:57,105.02,not_as_described
tx2009288,2021-03-07 10:05:56,61.4,defective
tx2009336,2021-03-12 21:58:42,105.37,not_as_described
tx2009352,2021-03-01 00:43:44,174.53,defective
tx2009358,2021-02-27 21:57:04,1306.76,defective
tx2009360,2021-03-09 00:03:21,74.2,defective
tx2009384,2021-02-15 05:43:39,32.6,size_issue
tx2009398,2021-02-24 23:54:25,33.41,defective
tx2009544,2021-02-15 23:46:16,181.4,not_as_described
tx2009567,2021-03-02 19:43:46,44.63,defective
tx2009573,2021-02-19 04:41:11,46.18,not_as_described
tx2009601,2021-02-25 15:11:39,59.25,defective
tx2009699,2021-03-14 10:55:21,154.82,size_issue
tx2009726,2021-02-23 09:40:12,229.12,size_issue
tx2009760,2021-02-16 04:23:51,59.25,defective
tx2009767,2021-03-12 14:46:32,29.75,size_issue
tx2009782,2021-03-11 05:57:42,169.44,not_as_described
tx2009930,2021-02-20 11:46:01,36.08,size_issue
tx2009965,2021-03-12 20:05:32,83.14,not_as_described
tx2009972,2021-03-03 20:13:54,48.67,not_as_described
tx2009977,2021-02-27 08:26:39,134.15,defective
tx2009994,2021-03-12 02:50:36,66.02,defective
tx2010018,2021-03-16 20:11:21,406.8,defective
tx2010029,2021-03-08 09:31:02,41.67,defective
tx2010039,2021-03-05 23:01:53,50.7,size_issue
tx2010062,2021-03-05 09:46:14,92.19,defective
tx2010063,2021-02-25 18:36:09,48.2,not_as_described
tx2010134,2021-02-21 00:03:37,202.63,defective
tx2010141,2021-02-20 16:14:43,52.88,not_as_described
tx2010148,2021-02-20 16:20:50,30.1,not_as_described
tx2010158,2021-03-17 18:05:47,36.05,not_as_described
tx2010271,2021-03-07 17:37:58,392.15,not_as_described
tx2010286,2021-03-01 10:11:49,61.78,size_issue
tx2010295,2021-02-27 07:19:20,401.45,size_issue
tx2010371,2021-03-02 11:15:50,285.31,size_issue
tx2010555,2021-02-26 03:05:00,49.83,size_issue
tx2010605,2021-03-10 11:38:35,73.2,size_issue
tx2010645,2021-02-21 05:52:46,49.56,not_as_described
tx2010652,2021-03-04 18:46:02,126.29,not_as_described
tx2010670,2021-03-05 22:07:22,22.9,not_as_described
tx2010684,2021-03-11 21:20:12,166.8,size_issue
tx2010688,2021-02-28 04:03:29,146.15,size_issue
tx2010707,2021-03-06 23:34:41,29.53,size_issue
tx2010758,2021-03-03 00:28:37,119.37,not_as_described
tx2010770,2021-03-15 15:34:25,41.05,defective
tx2010928,2021-03-12 23:55:36,78.37,size_issue
tx2010948,2021-02-27 00:17:02,64.6,size_issue
tx2010991,2021-03-13 10:05:49,61.07,defective
tx2010992,2021-03-06 09:38:50,58.47,not_as_described
tx2011025,2021-02-27 17:58:04,115.91,size_issue
tx2011046,2021-03-04 00:22:37,35.85,defective
tx2011063,2021-03-19 17:20:07,83.58,not_as_described
tx2011066,2021-02-28 06:05:50,304.09,size_issue
tx2011089,2021-02-27 05:30:29,101.85,size_issue
tx2011105,2021-03-12 13:44:01,94.3,not_as_described
tx2011162,2021-03-02 17:26:56,304.8,size_issue
tx2011168,2021-03-10 08:26:06,52.96,size_issue
tx2011176,2021-03-17 03:31:51,223.51,size_issue
tx2011346,2021-03-05 12:47:40,69.15,size_issue
tx2011360,2021-03-08 05:07:09,23.78,size_issue
tx2011364,2021-03-07 05:19:36,138.83,defective
tx2011377,2021-03-21 11:33:01,191.73,size_issue
tx2011379,2021-02-24 02:59:02,51.6,not_as_described
tx2011422,2021-03-15 14:45:55,33.41,not_as_described
tx2011432,2021-03-19 04:40:42,243.24,size_issue
tx2011445,2021-03-05 20:33:18,132.03,defective
tx2011483,2021-02-27 22:41:17,68.24,not_as_described
tx2011501,2021-03-14 03:33:32,108.38,not_as_described
tx2011547,2021-02-28 02:27:03,285.76,defective
tx2011554,2021-03-10 04:13:39,85.57,not_as_described
tx2011558,2021-03-05 03:17:56,85.56,not_as_described
tx2011564,2021-02-27 17:07:07,89.83,size_issue
tx2011575,2021-03-21 07:08:41,19.11,size_issue
tx2011683,2021-03-10 07:38:22,115.43,not_as_described
tx2011709,2021-03-17 05:35:51,43.0,size_issue
tx2011718,2021-03-03 08:18:37,120.43,size_issue
tx2011803,2021-03-02 09:45:33,57.83,defective
tx2011832,2021-03-09 09:38:05,41.17,not_as_described
tx2011848,2021-03-15 01:53:20,57.58,size_issue
tx2011849,2021-02-27 08:53:25,56.93,defective
tx2011933,2021-03-15 23:46:04,101.12,size_issue
tx2011961,2021-02-28 13:33:04,74.35,size_issue
tx2012014,2021-03-03 07:40:56,203.79,not_as_described
tx2012052,2021-03-11 18:52:21,102.48,not_as_described
tx2012115,2021-03-06 18:47:15,35.83,not_as_described
tx2012122,2021-03-19 08:26:45,222.46,defective
tx2012138,2021-03-16 16:45:29,78.2,defective
tx2012160,2021-03-06 21:58:33,32.93,defective
tx2012166,2021-03-04 22:39:33,102.57,defective
tx2012179,2021-03-12 21:29:55,96.1,not_as_described
tx2012183,2021-03-16 23:28:56,32.37,not_as_described
tx2012225,2021-03-20 14:31:44,92.36,defective
tx2012231,2021-03-08 16:15:41,67.45,defective
tx2012242,2021-03-02 16:55:11,138.05,not_as_described
tx2012248,2021-03-09 08:26:29,96.66,size_issue
tx2012289,2021-03-04 18:23:30,69.4,not_as_described
tx2012317,2021-03-25 18:02:25,102.93,defective
tx2012374,2021-03-03 14:04:21,58.08,defective
tx2012499,2021-03-22 20:59:46,725.6,defective
tx2012519,2021-03-20 21:31:51,61.76,defective
tx2012555,2021-03-27 18:57:00,81.17,not_as_described
tx2012624,2021-03-04 14:51:32,113.07,size_issue
tx2012640,2021-03-17 08:07:28,152.27,not_as_described
tx2012642,2021-03-27 07:38:56,96.4,defective
tx2012694,2021-03-09 02:35:20,34.65,defective
tx2012738,2021-03-23 03:07:24,385.21,not_as_described
tx2012750,2021-03-26 14:34:08,46.11,size_issue
tx2012761,2021-03-04 08:11:07,60.95,size_issue
tx2012769,2021-03-11 21:35:51,82.76,not_as_described
tx2012775,2021-03-10 15:56:13,448.41,not_as_described
tx2012803,2021-03-16 23:50:10,54.15,size_issue
tx2012843,2021-03-20 05:01:09,56.02,not_as_described
tx2012858,2021-03-22 19:12:07,85.37,size_issue
tx2012882,2021-03-04 17:15:39,91.59,size_issue
tx2012915,2021-03-28 05:11:40,211.78,defective
tx2012971,2021-03-10 10:51:09,203.44,size_issue
tx2013014,2021-03-03 04:40:01,35.48,not_as_described
tx2013017,2021-03-06 04:03:16,47.72,size_issue
tx2013026,2021-03-08 07:20:01,73.74,defective
tx2013048,2021-03-06 12:34:44,15.76,defective
tx2013056,2021-03-25 07:01:50,115.95,size_issue
tx2013070,2021-03-12 15:43:34,110.02,size_issue
tx2013224,2021-03-18 17:29:35,34.71,not_as_described
tx2013238,2021-03-06 14:27:58,19.98,size_issue
tx2013257,2021-03-29 17:28:02,76.04,defective
tx2013258,2021-03-13 00:16:41,127.79,size_issue
tx2013367,2021-03-21 11:54:15,31.11,size_issue
tx2013384,2021-03-26 22:37:09,63.32,not_as_described
tx2013402,2021-03-20 03:40:25,101.09,defective
tx2013484,2021-03-21 03:24:17,72.81,defective
tx2013506,2021-03-23 18:35:32,35.51,not_as_described
tx2013583,2021-03-23 05:56:20,26.46,size_issue
tx2013683,2021-04-01 16:29:20,165.72,size_issue
tx2013740,2021-03-23 04:35:04,72.44,not_as_described
tx2013879,2021-03-21 21:23:52,59.29,not_as_described
tx2013919,2021-03-21 22:56:35,14.0,size_issue
tx2014040,2021-03-25 20:24:11,157.88,defective
tx2014061,2021-03-11 05:12:09,64.8,defective
tx2014067,2021-03-18 08:11:30,112.08,size_issue
tx2014077,2021-03-17 17:12:24,54.1,defective
tx2014144,2021-03-25 02:14:33,68.33,size_issue
tx2014180,2021-03-19 22:58:50,576.12,defective
tx2014236,2021-03-22 06:19:37,43.67,not_as_described
tx2014238,2021-03-25 10:26:52,59.99,not_as_described
tx2014239,2021-03-20 08:18:28,61.72,not_as_described
tx2014295,2021-03-31 13:10:17,73.63,size_issue
tx2014308,2021-03-28 08:14:06,41.52,not_as_described
tx2014339,2021-03-24 18:53:12,227.41,defective
tx2014355,2021-03-11 04:34:34,110.07,defective
tx2014382,2021-03-11 06:34:51,142.29,size_issue
tx2014388,2021-04-02 17:11:45,66.37,size_issue
tx2014389,2021-04-01 00:57:46,47.42,size_issue
tx2014422,2021-04-03 18:07:44,204.56,defective
tx2014464,2021-04-03 01:41:39,357.01,size_issue
tx2014486,2021-03-13 02:57:01,2013.86,defective
tx2014513,2021-03-12 11:19:45,96.13,defective
tx2014524,2021-03-11 10:41:25,82.61,size_issue
tx2014536,2021-03-16 07:17:43,77.89,size_issue
tx2014543,2021-03-25 15:18:20,134.34,defective
tx2014558,2021-04-02 07:21:31,50.27,not_as_described
tx2014600,2021-03-16 10:48:15,60.08,defective
tx2014624,2021-04-05 05:31:22,41.87,defective
tx2014674,2021-04-03 11:19:44,26.59,defective
tx2014709,2021-03-14 09:22:05,68.11,defective
tx2014716,2021-03-20 06:51:06,160.04,size_issue
tx2014741,2021-03-10 17:52:37,104.11,defective
tx2014742,2021-04-04 03:25:18,279.69,not_as_described
tx2014799,2021-03-10 07:07:15,181.65,size_issue
tx2014857,2021-04-05 21:20:15,259.55,not_as_described
tx2014863,2021-03-28 07:58:15,204.83,not_as_described
tx2014947,2021-03-21 00:08:22,43.79,defective
tx2014953,2021-04-04 01:46:22,85.26,defective
tx2014999,2021-03-12 17:52:18,360.92,size_issue
tx2015001,2021-03-14 13:10:50,38.39,size_issue
tx2015006,2021-03-14 07:25:24,113.07,defective
tx2015060,2021-03-26 18:05:04,105.38,defective
tx2015083,2021-04-04 16:19:32,67.55,defective
tx2015109,2021-03-30 22:07:39,185.92,not_as_described
tx2015126,2021-04-02 13:12:26,19.37,not_as_described
tx2015134,2021-04-06 05:07:45,64.03,defective
tx2015150,2021-04-04 16:02:28,37.3,defective
tx2015160,2021-03-25 21:33:38,197.73,defective
tx2015185,2021-03-15 09:20:04,124.95,size_issue
tx2015252,2021-04-03 04:59:09,78.78,size_issue
tx2015332,2021-04-07 02:27:53,174.13,size_issue
tx2015364,2021-03-22 18:41:02,58.57,not_as_described
tx2015399,2021-03-23 10:08:04,87.56,not_as_described
tx2015426,2021-03-25 06:45:56,82.66,not_as_described
tx2015442,2021-03-20 17:39:43,2302.76,size_issue
tx2015449,2021-03-16 05:35:14,52.42,not_as_described
tx2015474,2021-03-17 15:00:19,88.91,defective
tx2015484,2021-03-23 23:16:07,28.65,not_as_described
tx2015624,2021-03-28 13:41:57,73.9,defective
tx2015632,2021-04-04 00:14:22,313.66,not_as_described
tx2015646,2021-03-14 16:25:41,30.58,size_issue
tx2015654,2021-04-08 06:19:39,57.31,size_issue
tx2015655,2021-03-23 16:54:18,243.48,size_issue
tx2015681,2021-04-04 12:50:02,240.77,defective
tx2015699,2021-04-09 16:35:17,55.6,not_as_described
tx2015712,2021-03-27 16:28:34,58.17,size_issue
tx2015715,2021-03-29 04:30:09,14.18,size_issue
tx2015922,2021-03-24 01:59:34,174.8,not_as_described
tx2015923,2021-03-24 07:14:21,88.12,size_issue
tx2015958,2021-03-28 00:44:19,117.88,not_as_described
tx2016022,2021-04-04 05:42:21,115.57,defective
tx2016049,2021-04-02 12:56:08,96.67,size_issue
tx2016076,2021-03-19 16:48:56,58.81,size_issue
tx2016106,2021-04-09 17:36:50,150.15,defective
tx2016156,2021-04-08 07:11:55,91.67,not_as_described
tx2016218,2021-03-24 23:59:22,66.81,defective
tx2016298,2021-04-08 10:05:37,114.31,size_issue
tx2016300,2021-04-06 03:24:59,673.32,defective
tx2016320,2021-04-07 06:29:19,27.64,size_issue
tx2016367,2021-04-01 20:53:16,70.23,not_as_described
tx2016407,2021-03-24 10:30:54,116.94,not_as_described
tx2016419,2021-04-04 18:23:34,247.67,size_issue
tx2016456,2021-03-18 19:12:50,206.92,defective
tx2016517,2021-04-04 00:13:33,149.58,defective
tx2016534,2021-03-23 04:21:47,63.58,size_issue
tx2016567,2021-04-02 01:11:33,103.25,defective
tx2016613,2021-03-22 01:51:27,122.47,not_as_described
tx2016620,2021-03-31 16:50:23,370.7,not_as_described
tx2016651,2021-03-25 12:51:51,38.74,not_as_described
tx2016654,2021-04-05 02:10:38,110.81,defective
tx2016699,2021-03-31 07:49:42,82.5,size_issue
tx2016738,2021-04-11 03:03:52,201.85,defective
tx2016750,2021-04-03 11:50:21,60.82,defective
tx2016760,2021-03-29 19:09:03,23.09,defective
tx2016776,2021-04-13 18:42:42,64.81,not_as_described
tx2016777,2021-04-11 02:31:04,75.05,defective
tx2016807,2021-04-02 05:43:04,126.12,not_as_described
tx2016815,2021-03-28 19:06:30,37.56,size_issue
