date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock,safety_stock
2024-01-02,SKU1000,LOC2,22.0,5,3,22
2024-01-03,SKU1000,LOC2,19.0,5,2,22
2024-01-04,SKU1000,LOC2,16.0,2,1,22
2024-01-05,SKU1000,LOC2,15.0,4,3,22
2024-01-06,SKU1000,LOC2,13.0,4,7,22
2024-01-07,SKU1000,LOC2,12.0,6,3,22
2024-01-08,SKU1000,LOC2,10.0,7,2,22
2024-01-09,SKU1000,LOC2,8.0,4,2,22
2024-01-10,SKU1000,LOC2,7.0,6,1,22
2024-01-11,SKU1000,LOC2,3.0,7,0,22
2024-01-12,SKU1000,LOC2,2.0,2,4,22
2024-01-13,SKU1000,LOC2,2.0,3,2,22
2024-01-14,SKU1000,LOC2,1.0,3,2,22
2024-01-15,SKU1000,LOC2,0.0,4,1,22
2024-01-16,SKU1000,LOC2,0.0,8,0,22
2024-01-17,SKU1000,LOC2,0.0,7,2,22
2024-01-18,SKU1000,LOC2,0.0,5,3,22
2024-01-19,SKU1000,LOC2,0.0,8,1,22
2024-01-20,SKU1000,LOC2,0.0,7,1,22
2024-01-21,SKU1000,LOC2,0.0,4,1,22
2024-01-22,SKU1000,LOC2,0.0,5,2,22
2024-01-23,SKU1000,LOC2,0.0,5,3,22
2024-01-24,SKU1000,LOC2,0.0,10,3,22
2024-01-25,SKU1000,LOC2,0.0,4,4,22
2024-01-26,SKU1000,LOC2,0.0,2,0,22
2024-01-27,SKU1000,LOC2,0.0,7,2,22
2024-01-28,SKU1000,LOC2,0.0,5,2,22
2024-01-29,SKU1000,LOC2,0.0,2,0,22
2024-01-30,SKU1000,LOC2,0.0,3,1,22
2024-01-31,SKU1000,LOC2,0.0,2,2,22
2024-02-01,SKU1000,LOC2,0.0,3,1,22
2024-02-02,SKU1000,LOC2,0.0,4,0,22
2024-02-03,SKU1000,LOC2,0.0,4,4,22
2024-02-04,SKU1000,LOC2,0.0,5,1,22
2024-02-05,SKU1000,LOC2,0.0,5,2,22
2024-02-06,SKU1000,LOC2,0.0,7,2,22
2024-02-07,SKU1000,LOC2,0.0,1,0,22
2024-02-08,SKU1000,LOC2,0.0,6,2,22
2024-02-09,SKU1000,LOC2,0.0,7,2,22
2024-02-10,SKU1000,LOC2,0.0,2,1,22
2024-02-11,SKU1000,LOC2,0.0,8,1,22
2024-02-12,SKU1000,LOC2,0.0,8,1,22
2024-02-13,SKU1000,LOC2,0.0,5,2,22
2024-02-14,SKU1000,LOC2,0.0,1,1,22
2024-02-15,SKU1000,LOC2,0.0,3,2,22
2024-02-16,SKU1000,LOC2,0.0,7,2,22
2024-02-17,SKU1000,LOC2,0.0,4,3,22
2024-02-18,SKU1000,LOC2,0.0,9,2,22
2024-02-19,SKU1000,LOC2,0.0,4,1,22
2024-02-20,SKU1000,LOC2,0.0,3,0,22
2024-02-21,SKU1000,LOC2,0.0,5,1,22
2024-02-22,SKU1000,LOC2,0.0,2,5,22
2024-02-23,SKU1000,LOC2,0.0,3,2,22
2024-02-24,SKU1000,LOC2,0.0,6,1,22
2024-02-25,SKU1000,LOC2,0.0,5,3,22
2024-02-26,SKU1000,LOC2,0.0,4,4,22
2024-02-27,SKU1000,LOC2,0.0,5,3,22
2024-02-28,SKU1000,LOC2,0.0,4,5,22
2024-02-29,SKU1000,LOC2,0.0,6,3,22
2024-03-01,SKU1000,LOC2,0.0,8,2,22
2024-03-02,SKU1000,LOC2,0.0,7,3,22
2024-03-03,SKU1000,LOC2,0.0,6,1,22
2024-03-04,SKU1000,LOC2,0.0,6,4,22
2024-03-05,SKU1000,LOC2,0.0,4,1,22
2024-03-06,SKU1000,LOC2,0.0,2,1,22
2024-03-07,SKU1000,LOC2,0.0,7,1,22
2024-03-08,SKU1000,LOC2,0.0,7,1,22
2024-03-09,SKU1000,LOC2,0.0,6,2,22
2024-03-10,SKU1000,LOC2,0.0,2,2,22
2024-03-11,SKU1000,LOC2,0.0,4,2,22
2024-03-12,SKU1000,LOC2,0.0,6,3,22
2024-03-13,SKU1000,LOC2,0.0,7,0,22
2024-03-14,SKU1000,LOC2,0.0,6,4,22
2024-03-15,SKU1000,LOC2,0.0,3,1,22
2024-03-16,SKU1000,LOC2,0.0,7,2,22
2024-03-17,SKU1000,LOC2,0.0,6,1,22
2024-03-18,SKU1000,LOC2,0.0,3,2,22
2024-03-19,SKU1000,LOC2,0.0,3,1,22
2024-03-20,SKU1000,LOC2,0.0,4,4,22
2024-03-21,SKU1000,LOC2,0.0,2,1,22
2024-03-22,SKU1000,LOC2,0.0,4,2,22
2024-03-23,SKU1000,LOC2,0.0,7,3,22
2024-03-24,SKU1000,LOC2,0.0,3,0,22
2024-03-25,SKU1000,LOC2,0.0,4,0,22
2024-03-26,SKU1000,LOC2,0.0,1,2,22
2024-03-27,SKU1000,LOC2,0.0,2,5,22
2024-03-28,SKU1000,LOC2,0.0,8,5,22
2024-03-29,SKU1000,LOC2,290.0,4,4,22
2024-03-30,SKU1000,LOC2,290.0,6,2,22
2024-03-31,SKU1000,LOC2,286.0,6,3,22
2024-04-01,SKU1000,LOC2,282.0,9,2,22
2024-04-02,SKU1000,LOC2,281.0,6,3,22
2024-04-03,SKU1000,LOC2,279.0,2,2,22
2024-04-04,SKU1000,LOC2,277.0,2,3,22
2024-04-05,SKU1000,LOC2,276.0,4,0,22
2024-04-06,SKU1000,LOC2,273.0,6,0,22
2024-04-07,SKU1000,LOC2,272.0,8,2,22
2024-04-08,SKU1000,LOC2,267.0,11,4,22
2024-04-09,SKU1000,LOC2,266.0,5,2,22
2024-04-10,SKU1000,LOC2,263.0,4,1,22
2024-04-11,SKU1000,LOC2,261.0,6,5,22
2024-04-12,SKU1000,LOC2,259.0,4,1,22
2024-04-13,SKU1000,LOC2,257.0,3,4,22
2024-04-14,SKU1000,LOC2,253.0,3,1,22
2024-04-15,SKU1000,LOC2,251.0,8,3,22
2024-04-16,SKU1000,LOC2,251.0,7,1,22
2024-04-17,SKU1000,LOC2,249.0,4,3,22
2024-04-18,SKU1000,LOC2,247.0,5,1,22
2024-04-19,SKU1000,LOC2,245.0,5,3,22
2024-04-20,SKU1000,LOC2,244.0,6,0,22
2024-04-21,SKU1000,LOC2,244.0,4,2,22
2024-04-22,SKU1000,LOC2,242.0,7,2,22
2024-04-23,SKU1000,LOC2,241.0,6,2,22
2024-04-24,SKU1000,LOC2,239.0,10,2,22
2024-04-25,SKU1000,LOC2,235.0,5,3,22
2024-04-26,SKU1000,LOC2,234.0,4,4,22
2024-04-27,SKU1000,LOC2,233.0,3,3,22
2024-04-28,SKU1000,LOC2,231.0,9,6,22
2024-04-29,SKU1000,LOC2,229.0,4,0,22
2024-04-30,SKU1000,LOC2,229.0,4,1,22
2024-05-01,SKU1000,LOC2,225.0,10,2,22
2024-05-02,SKU1000,LOC2,222.0,2,5,22
2024-05-03,SKU1000,LOC2,219.0,7,0,22
2024-05-04,SKU1000,LOC2,219.0,0,2,22
2024-05-05,SKU1000,LOC2,218.0,4,2,22
2024-05-06,SKU1000,LOC2,215.0,5,3,22
2024-05-07,SKU1000,LOC2,213.0,5,2,22
2024-05-08,SKU1000,LOC2,212.0,7,3,22
2024-05-09,SKU1000,LOC2,210.0,5,3,22
2024-05-10,SKU1000,LOC2,207.0,8,2,22
2024-05-11,SKU1000,LOC2,207.0,7,2,22
