date,sku_id,location_id,estimated_lost_sales
2024-01-06,SKU1022,LOC3,1
2024-01-06,SKU1023,LOC5,3
2024-01-06,SKU1025,LOC4,1
2024-01-06,SKU1027,LOC2,1
2024-01-06,SKU1033,LOC6,1
2024-01-06,SKU1038,LOC1,1
2024-01-06,SKU1041,LOC1,1
2024-01-06,SKU1044,LOC5,1
2024-01-06,SKU1049,LOC3,1
2024-01-06,SKU1056,LOC6,1
2024-01-06,SKU1058,LOC3,1
2024-01-06,SKU1063,LOC5,1
2024-01-06,SKU1072,LOC2,1
2024-01-06,SKU1073,LOC6,4
2024-01-06,SKU1080,LOC3,5
2024-01-06,SKU1083,LOC2,1
2024-01-06,SKU1088,LOC1,5
2024-01-06,SKU1089,LOC6,2
2024-01-06,SKU1090,LOC4,1
2024-01-06,SKU1091,LOC3,4
2024-01-06,SKU1093,LOC3,1
2024-01-06,SKU1097,LOC4,6
2024-01-06,SKU1108,LOC5,9
2024-01-07,SKU1006,LOC1,3
2024-01-07,SKU1008,LOC6,7
2024-01-07,SKU1009,LOC2,1
2024-01-07,SKU1011,LOC6,3
2024-01-07,SKU1018,LOC2,5
2024-01-07,SKU1020,LOC1,1
2024-01-07,SKU1021,LOC5,7
2024-01-07,SKU1026,LOC3,6
2024-01-07,SKU1028,LOC2,6
2024-01-07,SKU1034,LOC2,1
2024-01-07,SKU1036,LOC6,1
2024-01-07,SKU1037,LOC3,10
2024-01-07,SKU1046,LOC2,1
2024-01-07,SKU1046,LOC4,5
2024-01-07,SKU1050,LOC1,1
2024-01-07,SKU1052,LOC6,1
2024-01-07,SKU1055,LOC5,8
2024-01-07,SKU1056,LOC6,3
2024-01-07,SKU1058,LOC3,4
2024-01-07,SKU1060,LOC1,1
2024-01-07,SKU1063,LOC5,6
2024-01-07,SKU1067,LOC2,3
2024-01-07,SKU1071,LOC4,1
2024-01-07,SKU1072,LOC2,2
2024-01-07,SKU1073,LOC6,1
2024-01-07,SKU1079,LOC2,2
2024-01-07,SKU1086,LOC6,1
2024-01-07,SKU1087,LOC6,2
2024-01-07,SKU1090,LOC6,1
2024-01-07,SKU1091,LOC3,5
2024-01-07,SKU1094,LOC3,1
2024-01-07,SKU1097,LOC2,1
2024-01-07,SKU1097,LOC4,1
2024-01-07,SKU1098,LOC6,3
2024-01-07,SKU1108,LOC5,6
2024-01-07,SKU1109,LOC1,2
2024-01-07,SKU1109,LOC6,4
2024-01-07,SKU1110,LOC2,5
2024-01-07,SKU1113,LOC5,1
2024-01-08,SKU1001,LOC5,1
2024-01-08,SKU1006,LOC1,1
2024-01-08,SKU1009,LOC2,1
2024-01-08,SKU1010,LOC4,4
2024-01-08,SKU1011,LOC3,1
2024-01-08,SKU1011,LOC6,5
2024-01-08,SKU1013,LOC6,3
2024-01-08,SKU1015,LOC1,1
2024-01-08,SKU1020,LOC1,1
2024-01-08,SKU1021,LOC5,1
2024-01-08,SKU1025,LOC4,1
2024-01-08,SKU1027,LOC2,4
2024-01-08,SKU1028,LOC6,1
2024-01-08,SKU1033,LOC6,1
2024-01-08,SKU1038,LOC1,1
2024-01-08,SKU1038,LOC3,5
2024-01-08,SKU1041,LOC1,1
2024-01-08,SKU1043,LOC1,1
2024-01-08,SKU1044,LOC5,3
2024-01-08,SKU1049,LOC3,1
2024-01-08,SKU1050,LOC1,5
2024-01-08,SKU1053,LOC3,1
2024-01-08,SKU1055,LOC5,5
2024-01-08,SKU1060,LOC3,1
2024-01-08,SKU1063,LOC5,1
2024-01-08,SKU1073,LOC6,3
2024-01-08,SKU1079,LOC2,5
2024-01-08,SKU1084,LOC3,2
2024-01-08,SKU1086,LOC6,4
2024-01-08,SKU1090,LOC4,1
2024-01-08,SKU1090,LOC6,4
2024-01-08,SKU1091,LOC2,5
2024-01-08,SKU1091,LOC3,1
2024-01-08,SKU1094,LOC3,2
2024-01-08,SKU1097,LOC4,4
2024-01-08,SKU1098,LOC6,1
2024-01-08,SKU1103,LOC2,1
2024-01-08,SKU1109,LOC1,1
2024-01-08,SKU1110,LOC2,1
2024-01-08,SKU1110,LOC5,2
2024-01-08,SKU1110,LOC6,1
2024-01-08,SKU1113,LOC2,1
2024-01-08,SKU1113,LOC5,8
2024-01-09,SKU1000,LOC5,1
2024-01-09,SKU1001,LOC5,1
2024-01-09,SKU1007,LOC2,3
2024-01-09,SKU1009,LOC2,1
2024-01-09,SKU1010,LOC3,4
2024-01-09,SKU1011,LOC3,4
2024-01-09,SKU1011,LOC6,2
2024-01-09,SKU1014,LOC5,1
2024-01-09,SKU1018,LOC2,1
2024-01-09,SKU1018,LOC4,7
2024-01-09,SKU1019,LOC3,4
2024-01-09,SKU1020,LOC5,1
2024-01-09,SKU1021,LOC5,1
2024-01-09,SKU1023,LOC5,1
2024-01-09,SKU1025,LOC2,1
2024-01-09,SKU1025,LOC4,5
2024-01-09,SKU1030,LOC4,5
2024-01-09,SKU1037,LOC2,1
2024-01-09,SKU1037,LOC3,1
2024-01-09,SKU1038,LOC1,6
2024-01-09,SKU1043,LOC1,1
2024-01-09,SKU1044,LOC5,7
2024-01-09,SKU1053,LOC5,7
2024-01-09,SKU1054,LOC6,1
2024-01-09,SKU1055,LOC5,1
2024-01-09,SKU1058,LOC5,6
2024-01-09,SKU1060,LOC3,1
2024-01-09,SKU1072,LOC2,1
2024-01-09,SKU1077,LOC3,6
2024-01-09,SKU1079,LOC5,4
2024-01-09,SKU1086,LOC1,3
2024-01-09,SKU1089,LOC6,1
2024-01-09,SKU1090,LOC4,1
2024-01-09,SKU1091,LOC3,1
2024-01-09,SKU1094,LOC3,1
2024-01-09,SKU1095,LOC5,2
2024-01-09,SKU1097,LOC2,4
2024-01-09,SKU1097,LOC5,1
2024-01-09,SKU1101,LOC4,2
2024-01-09,SKU1103,LOC1,2
2024-01-09,SKU1103,LOC2,1
2024-01-09,SKU1104,LOC1,1
2024-01-09,SKU1110,LOC2,7
2024-01-09,SKU1110,LOC5,1
2024-01-09,SKU1110,LOC6,1
2024-01-09,SKU1113,LOC2,3
2024-01-09,SKU1113,LOC3,2
2024-01-09,SKU1113,LOC5,1
2024-01-09,SKU1117,LOC4,5
2024-01-10,SKU1000,LOC5,1
2024-01-10,SKU1001,LOC5,4
2024-01-10,SKU1006,LOC1,3
2024-01-10,SKU1006,LOC5,1
2024-01-10,SKU1007,LOC2,3
2024-01-10,SKU1009,LOC4,1
2024-01-10,SKU1009,LOC5,6
2024-01-10,SKU1011,LOC2,4
2024-01-10,SKU1011,LOC5,1
2024-01-10,SKU1014,LOC3,1
2024-01-10,SKU1019,LOC5,1
2024-01-10,SKU1021,LOC5,4
2024-01-10,SKU1025,LOC2,1
2024-01-10,SKU1030,LOC4,1
2024-01-10,SKU1030,LOC6,5
2024-01-10,SKU1031,LOC5,3
2024-01-10,SKU1033,LOC6,1
2024-01-10,SKU1037,LOC2,7
2024-01-10,SKU1040,LOC2,2
2024-01-10,SKU1041,LOC1,2
2024-01-10,SKU1043,LOC1,1
2024-01-10,SKU1044,LOC5,5
2024-01-10,SKU1046,LOC4,5
2024-01-10,SKU1046,LOC6,1
2024-01-10,SKU1049,LOC3,1
2024-01-10,SKU1052,LOC3,1
2024-01-10,SKU1053,LOC3,1
2024-01-10,SKU1056,LOC2,1
2024-01-10,SKU1056,LOC3,3
2024-01-10,SKU1057,LOC3,1
2024-01-10,SKU1058,LOC5,1
2024-01-10,SKU1063,LOC2,1
2024-01-10,SKU1072,LOC2,4
2024-01-10,SKU1074,LOC5,1
2024-01-10,SKU1076,LOC1,1
2024-01-10,SKU1077,LOC3,1
2024-01-10,SKU1077,LOC4,3
2024-01-10,SKU1080,LOC3,4
2024-01-10,SKU1086,LOC3,4
2024-01-10,SKU1088,LOC1,1
2024-01-10,SKU1088,LOC2,4
2024-01-10,SKU1090,LOC6,1
2024-01-10,SKU1097,LOC4,3
2024-01-10,SKU1097,LOC5,1
2024-01-10,SKU1098,LOC6,1
2024-01-10,SKU1100,LOC3,7
2024-01-10,SKU1103,LOC1,2
2024-01-10,SKU1109,LOC5,1
2024-01-10,SKU1109,LOC6,5
2024-01-10,SKU1110,LOC5,2
2024-01-10,SKU1113,LOC2,4
2024-01-10,SKU1113,LOC5,1
2024-01-10,SKU1113,LOC6,2
2024-01-10,SKU1117,LOC4,6
2024-01-11,SKU1000,LOC5,1
2024-01-11,SKU1001,LOC5,6
2024-01-11,SKU1006,LOC1,4
2024-01-11,SKU1006,LOC5,1
2024-01-11,SKU1007,LOC2,4
2024-01-11,SKU1008,LOC1,1
2024-01-11,SKU1009,LOC4,6
2024-01-11,SKU1011,LOC3,7
2024-01-11,SKU1013,LOC6,3
2024-01-11,SKU1014,LOC2,1
2024-01-11,SKU1014,LOC3,1
2024-01-11,SKU1020,LOC1,2
2024-01-11,SKU1021,LOC5,2
2024-01-11,SKU1022,LOC3,3
2024-01-11,SKU1025,LOC4,4
2024-01-11,SKU1027,LOC2,3
2024-01-11,SKU1028,LOC2,4
2024-01-11,SKU1030,LOC1,7
2024-01-11,SKU1038,LOC1,1
2024-01-11,SKU1038,LOC3,1
2024-01-11,SKU1038,LOC6,1
2024-01-11,SKU1039,LOC2,1
2024-01-11,SKU1041,LOC1,1
2024-01-11,SKU1041,LOC6,1
2024-01-11,SKU1043,LOC1,1
2024-01-11,SKU1044,LOC5,3
2024-01-11,SKU1046,LOC2,1
2024-01-11,SKU1046,LOC6,5
2024-01-11,SKU1048,LOC3,1
2024-01-11,SKU1050,LOC1,1
2024-01-11,SKU1052,LOC6,1
2024-01-11,SKU1054,LOC6,4
2024-01-11,SKU1055,LOC5,4
2024-01-11,SKU1056,LOC2,1
2024-01-11,SKU1056,LOC6,2
2024-01-11,SKU1057,LOC3,1
2024-01-11,SKU1058,LOC3,6
2024-01-11,SKU1059,LOC2,1
2024-01-11,SKU1060,LOC1,5
2024-01-11,SKU1063,LOC1,2
2024-01-11,SKU1063,LOC2,1
2024-01-11,SKU1063,LOC5,5
2024-01-11,SKU1065,LOC3,1
2024-01-11,SKU1067,LOC2,1
2024-01-11,SKU1069,LOC4,2
2024-01-11,SKU1071,LOC6,1
2024-01-11,SKU1077,LOC3,6
2024-01-11,SKU1079,LOC2,4
2024-01-11,SKU1079,LOC5,2
2024-01-11,SKU1079,LOC6,1
2024-01-11,SKU1080,LOC3,1
2024-01-11,SKU1082,LOC5,1
2024-01-11,SKU1086,LOC1,1
2024-01-11,SKU1086,LOC3,5
2024-01-11,SKU1087,LOC6,2
2024-01-11,SKU1088,LOC1,5
2024-01-11,SKU1090,LOC4,6
2024-01-11,SKU1090,LOC6,2
2024-01-11,SKU1093,LOC2,1
2024-01-11,SKU1094,LOC4,1
2024-01-11,SKU1096,LOC2,1
2024-01-11,SKU1100,LOC3,1
2024-01-11,SKU1103,LOC5,1
2024-01-11,SKU1104,LOC1,3
2024-01-11,SKU1104,LOC4,9
2024-01-11,SKU1107,LOC4,7
2024-01-11,SKU1108,LOC1,1
2024-01-11,SKU1108,LOC5,1
2024-01-11,SKU1109,LOC1,1
2024-01-11,SKU1110,LOC2,1
2024-01-11,SKU1113,LOC3,1
2024-01-11,SKU1114,LOC4,6
2024-01-11,SKU1116,LOC1,3
2024-01-12,SKU1001,LOC4,5
2024-01-12,SKU1005,LOC4,1
2024-01-12,SKU1007,LOC4,5
2024-01-12,SKU1008,LOC3,2
2024-01-12,SKU1009,LOC6,3
2024-01-12,SKU1010,LOC3,1
2024-01-12,SKU1010,LOC4,5
2024-01-12,SKU1011,LOC2,1
2024-01-12,SKU1011,LOC3,1
2024-01-12,SKU1011,LOC6,1
2024-01-12,SKU1015,LOC1,1
2024-01-12,SKU1018,LOC2,4
2024-01-12,SKU1019,LOC1,1
2024-01-12,SKU1019,LOC3,5
2024-01-12,SKU1021,LOC5,4
2024-01-12,SKU1023,LOC5,1
2024-01-12,SKU1024,LOC1,2
2024-01-12,SKU1024,LOC3,1
2024-01-12,SKU1024,LOC6,4
2024-01-12,SKU1025,LOC2,4
2024-01-12,SKU1025,LOC3,1
2024-01-12,SKU1027,LOC2,4
2024-01-12,SKU1028,LOC6,4
2024-01-12,SKU1030,LOC4,1
2024-01-12,SKU1030,LOC6,1
2024-01-12,SKU1037,LOC3,4
2024-01-12,SKU1037,LOC6,1
2024-01-12,SKU1038,LOC1,1
2024-01-12,SKU1038,LOC6,1
2024-01-12,SKU1039,LOC2,1
2024-01-12,SKU1039,LOC5,1
2024-01-12,SKU1040,LOC2,2
2024-01-12,SKU1041,LOC3,1
2024-01-12,SKU1041,LOC6,5
2024-01-12,SKU1043,LOC6,1
2024-01-12,SKU1044,LOC5,1
2024-01-12,SKU1048,LOC3,5
2024-01-12,SKU1049,LOC3,1
2024-01-12,SKU1050,LOC1,1
2024-01-12,SKU1050,LOC6,1
2024-01-12,SKU1052,LOC6,1
2024-01-12,SKU1054,LOC6,1
2024-01-12,SKU1055,LOC5,5
2024-01-12,SKU1059,LOC2,9
2024-01-12,SKU1060,LOC1,1
2024-01-12,SKU1063,LOC1,1
2024-01-12,SKU1063,LOC5,5
2024-01-12,SKU1065,LOC3,1
2024-01-12,SKU1067,LOC3,1
2024-01-12,SKU1072,LOC2,2
2024-01-12,SKU1073,LOC6,1
2024-01-12,SKU1074,LOC5,1
2024-01-12,SKU1074,LOC6,1
2024-01-12,SKU1077,LOC5,1
2024-01-12,SKU1079,LOC2,2
2024-01-12,SKU1079,LOC3,5
2024-01-12,SKU1079,LOC5,1
2024-01-12,SKU1079,LOC6,1
2024-01-12,SKU1080,LOC2,4
2024-01-12,SKU1081,LOC4,1
2024-01-12,SKU1086,LOC1,1
2024-01-12,SKU1086,LOC2,1
2024-01-12,SKU1086,LOC6,3
2024-01-12,SKU1088,LOC1,1
2024-01-12,SKU1088,LOC2,1
2024-01-12,SKU1089,LOC6,1
2024-01-12,SKU1090,LOC4,1
2024-01-12,SKU1090,LOC6,1
2024-01-12,SKU1093,LOC3,8
2024-01-12,SKU1093,LOC5,1
2024-01-12,SKU1094,LOC4,6
2024-01-12,SKU1095,LOC5,2
2024-01-12,SKU1096,LOC2,1
2024-01-12,SKU1097,LOC5,6
2024-01-12,SKU1098,LOC6,5
2024-01-12,SKU1100,LOC3,1
2024-01-12,SKU1103,LOC6,1
2024-01-12,SKU1107,LOC4,7
2024-01-12,SKU1108,LOC5,7
2024-01-12,SKU1109,LOC1,3
2024-01-12,SKU1113,LOC2,2
2024-01-12,SKU1113,LOC5,1
2024-01-12,SKU1113,LOC6,1
2024-01-12,SKU1114,LOC1,1
2024-01-12,SKU1114,LOC4,1
2024-01-12,SKU1116,LOC1,6
2024-01-13,SKU1000,LOC1,1
2024-01-13,SKU1001,LOC3,3
2024-01-13,SKU1005,LOC4,2
2024-01-13,SKU1007,LOC4,1
2024-01-13,SKU1008,LOC6,1
2024-01-13,SKU1009,LOC4,1
2024-01-13,SKU1009,LOC6,2
2024-01-13,SKU1010,LOC4,1
2024-01-13,SKU1011,LOC1,2
2024-01-13,SKU1011,LOC4,1
2024-01-13,SKU1011,LOC5,5
2024-01-13,SKU1011,LOC6,1
2024-01-13,SKU1013,LOC5,7
2024-01-13,SKU1018,LOC2,5
2024-01-13,SKU1019,LOC3,1
2024-01-13,SKU1019,LOC5,1
2024-01-13,SKU1020,LOC6,1
2024-01-13,SKU1023,LOC5,1
2024-01-13,SKU1024,LOC6,1
2024-01-13,SKU1025,LOC3,5
2024-01-13,SKU1026,LOC3,2
2024-01-13,SKU1028,LOC2,1
2024-01-13,SKU1030,LOC1,1
2024-01-13,SKU1037,LOC2,1
2024-01-13,SKU1037,LOC3,5
2024-01-13,SKU1039,LOC5,1
2024-01-13,SKU1044,LOC5,5
2024-01-13,SKU1046,LOC2,4
2024-01-13,SKU1046,LOC6,1
2024-01-13,SKU1048,LOC3,1
2024-01-13,SKU1049,LOC3,1
2024-01-13,SKU1050,LOC1,1
2024-01-13,SKU1050,LOC5,7
2024-01-13,SKU1054,LOC1,1
2024-01-13,SKU1054,LOC6,3
2024-01-13,SKU1057,LOC3,2
2024-01-13,SKU1058,LOC1,4
2024-01-13,SKU1058,LOC5,1
2024-01-13,SKU1060,LOC1,3
2024-01-13,SKU1060,LOC3,1
2024-01-13,SKU1062,LOC2,1
2024-01-13,SKU1062,LOC5,1
2024-01-13,SKU1063,LOC5,1
2024-01-13,SKU1065,LOC5,1
2024-01-13,SKU1067,LOC2,4
2024-01-13,SKU1067,LOC6,1
2024-01-13,SKU1077,LOC3,1
2024-01-13,SKU1077,LOC4,2
2024-01-13,SKU1077,LOC5,1
2024-01-13,SKU1079,LOC2,4
2024-01-13,SKU1079,LOC3,4
2024-01-13,SKU1079,LOC5,4
2024-01-13,SKU1079,LOC6,7
2024-01-13,SKU1080,LOC2,7
2024-01-13,SKU1081,LOC2,1
2024-01-13,SKU1086,LOC2,2
2024-01-13,SKU1087,LOC3,1
2024-01-13,SKU1088,LOC1,7
2024-01-13,SKU1090,LOC4,1
2024-01-13,SKU1090,LOC6,4
2024-01-13,SKU1091,LOC2,3
2024-01-13,SKU1091,LOC3,1
2024-01-13,SKU1093,LOC2,8
2024-01-13,SKU1093,LOC5,1
2024-01-13,SKU1094,LOC2,1
2024-01-13,SKU1094,LOC3,1
2024-01-13,SKU1095,LOC5,1
2024-01-13,SKU1097,LOC5,6
2024-01-13,SKU1101,LOC1,4
2024-01-13,SKU1103,LOC1,9
2024-01-13,SKU1103,LOC6,1
2024-01-13,SKU1104,LOC1,1
2024-01-13,SKU1108,LOC1,1
2024-01-13,SKU1109,LOC4,1
2024-01-13,SKU1109,LOC6,3
2024-01-13,SKU1110,LOC5,1
2024-01-13,SKU1113,LOC2,1
2024-01-13,SKU1113,LOC5,1
2024-01-13,SKU1114,LOC1,1
2024-01-13,SKU1117,LOC4,5
2024-01-13,SKU1119,LOC6,8
2024-01-14,SKU1000,LOC6,1
2024-01-14,SKU1003,LOC6,1
2024-01-14,SKU1005,LOC4,1
2024-01-14,SKU1009,LOC6,5
2024-01-14,SKU1011,LOC4,5
2024-01-14,SKU1013,LOC6,6
2024-01-14,SKU1018,LOC2,11
2024-01-14,SKU1018,LOC4,3
2024-01-14,SKU1019,LOC5,4
2024-01-14,SKU1021,LOC5,2
2024-01-14,SKU1023,LOC5,6
2024-01-14,SKU1024,LOC3,1
2024-01-14,SKU1024,LOC6,6
2024-01-14,SKU1025,LOC4,1
2024-01-14,SKU1026,LOC3,1
2024-01-14,SKU1026,LOC6,1
2024-01-14,SKU1030,LOC4,1
2024-01-14,SKU1030,LOC6,1
2024-01-14,SKU1031,LOC5,2
2024-01-14,SKU1034,LOC2,3
2024-01-14,SKU1037,LOC4,1
2024-01-14,SKU1037,LOC6,1
2024-01-14,SKU1038,LOC2,5
2024-01-14,SKU1038,LOC4,1
2024-01-14,SKU1038,LOC6,1
2024-01-14,SKU1040,LOC2,7
2024-01-14,SKU1041,LOC6,1
2024-01-14,SKU1044,LOC5,1
2024-01-14,SKU1045,LOC5,2
2024-01-14,SKU1046,LOC6,1
2024-01-14,SKU1048,LOC1,1
2024-01-14,SKU1048,LOC2,1
2024-01-14,SKU1049,LOC3,4
2024-01-14,SKU1049,LOC5,1
2024-01-14,SKU1050,LOC1,1
2024-01-14,SKU1052,LOC3,7
2024-01-14,SKU1052,LOC6,1
2024-01-14,SKU1053,LOC3,2
2024-01-14,SKU1053,LOC5,3
2024-01-14,SKU1054,LOC6,7
2024-01-14,SKU1055,LOC1,1
2024-01-14,SKU1056,LOC2,1
2024-01-14,SKU1056,LOC6,1
2024-01-14,SKU1057,LOC3,1
2024-01-14,SKU1058,LOC1,4
2024-01-14,SKU1058,LOC5,1
2024-01-14,SKU1059,LOC3,3
2024-01-14,SKU1060,LOC1,1
2024-01-14,SKU1060,LOC3,4
2024-01-14,SKU1063,LOC2,2
2024-01-14,SKU1067,LOC6,9
2024-01-14,SKU1072,LOC2,4
2024-01-14,SKU1077,LOC3,7
2024-01-14,SKU1079,LOC2,1
2024-01-14,SKU1079,LOC3,3
2024-01-14,SKU1080,LOC2,1
2024-01-14,SKU1080,LOC3,1
2024-01-14,SKU1081,LOC5,2
2024-01-14,SKU1082,LOC5,1
2024-01-14,SKU1086,LOC1,1
2024-01-14,SKU1086,LOC2,1
2024-01-14,SKU1086,LOC4,6
2024-01-14,SKU1087,LOC2,1
2024-01-14,SKU1088,LOC2,1
2024-01-14,SKU1089,LOC6,3
2024-01-14,SKU1091,LOC3,1
2024-01-14,SKU1093,LOC5,1
2024-01-14,SKU1094,LOC2,1
2024-01-14,SKU1094,LOC3,1
2024-01-14,SKU1095,LOC5,9
2024-01-14,SKU1097,LOC5,1
2024-01-14,SKU1098,LOC3,1
2024-01-14,SKU1098,LOC4,8
2024-01-14,SKU1099,LOC6,1
2024-01-14,SKU1100,LOC4,8
2024-01-14,SKU1101,LOC1,3
2024-01-14,SKU1103,LOC5,1
2024-01-14,SKU1103,LOC6,1
2024-01-14,SKU1105,LOC6,1
2024-01-14,SKU1106,LOC1,2
2024-01-14,SKU1107,LOC4,1
2024-01-14,SKU1109,LOC5,1
2024-01-14,SKU1109,LOC6,6
2024-01-14,SKU1110,LOC1,3
2024-01-14,SKU1110,LOC2,2
2024-01-14,SKU1110,LOC5,4
2024-01-14,SKU1110,LOC6,1
2024-01-14,SKU1112,LOC1,1
2024-01-14,SKU1113,LOC3,1
2024-01-14,SKU1113,LOC6,8
2024-01-14,SKU1114,LOC1,6
2024-01-14,SKU1114,LOC6,2
2024-01-14,SKU1117,LOC4,1
2024-01-15,SKU1000,LOC6,4
2024-01-15,SKU1001,LOC3,5
2024-01-15,SKU1003,LOC6,1
2024-01-15,SKU1005,LOC4,1
2024-01-15,SKU1007,LOC4,2
2024-01-15,SKU1007,LOC6,1
2024-01-15,SKU1008,LOC3,1
2024-01-15,SKU1009,LOC6,5
2024-01-15,SKU1013,LOC5,1
2024-01-15,SKU1014,LOC1,4
2024-01-15,SKU1014,LOC2,1
2024-01-15,SKU1015,LOC1,1
2024-01-15,SKU1017,LOC1,1
2024-01-15,SKU1018,LOC1,6
2024-01-15,SKU1018,LOC4,1
2024-01-15,SKU1020,LOC5,4
2024-01-15,SKU1021,LOC2,1
2024-01-15,SKU1021,LOC3,5
2024-01-15,SKU1023,LOC5,7
2024-01-15,SKU1024,LOC2,1
2024-01-15,SKU1024,LOC3,4
2024-01-15,SKU1025,LOC2,1
2024-01-15,SKU1025,LOC3,1
2024-01-15,SKU1026,LOC6,1
2024-01-15,SKU1028,LOC6,1
2024-01-15,SKU1029,LOC5,1
2024-01-15,SKU1030,LOC6,5
2024-01-15,SKU1031,LOC1,2
2024-01-15,SKU1032,LOC5,5
2024-01-15,SKU1037,LOC2,5
2024-01-15,SKU1037,LOC3,1
2024-01-15,SKU1038,LOC3,5
2024-01-15,SKU1038,LOC6,1
2024-01-15,SKU1039,LOC5,1
2024-01-15,SKU1041,LOC3,1
2024-01-15,SKU1043,LOC1,1
2024-01-15,SKU1044,LOC5,1
2024-01-15,SKU1045,LOC3,2
2024-01-15,SKU1046,LOC2,1
2024-01-15,SKU1048,LOC2,1
2024-01-15,SKU1049,LOC5,8
2024-01-15,SKU1050,LOC6,6
2024-01-15,SKU1053,LOC3,5
2024-01-15,SKU1054,LOC6,5
2024-01-15,SKU1056,LOC2,1
2024-01-15,SKU1058,LOC1,8
2024-01-15,SKU1059,LOC2,1
2024-01-15,SKU1059,LOC3,4
2024-01-15,SKU1059,LOC4,1
2024-01-15,SKU1060,LOC3,1
2024-01-15,SKU1060,LOC6,5
2024-01-15,SKU1063,LOC2,1
2024-01-15,SKU1063,LOC5,7
2024-01-15,SKU1064,LOC1,2
2024-01-15,SKU1065,LOC5,1
2024-01-15,SKU1066,LOC4,2
2024-01-15,SKU1067,LOC2,1
2024-01-15,SKU1067,LOC6,3
2024-01-15,SKU1071,LOC2,1
2024-01-15,SKU1071,LOC6,5
2024-01-15,SKU1072,LOC2,1
2024-01-15,SKU1073,LOC4,4
2024-01-15,SKU1077,LOC3,1
2024-01-15,SKU1077,LOC4,6
2024-01-15,SKU1079,LOC5,6
2024-01-15,SKU1079,LOC6,1
2024-01-15,SKU1081,LOC5,6
2024-01-15,SKU1084,LOC2,3
2024-01-15,SKU1084,LOC3,1
2024-01-15,SKU1086,LOC1,2
2024-01-15,SKU1086,LOC2,3
2024-01-15,SKU1086,LOC3,1
2024-01-15,SKU1086,LOC4,1
2024-01-15,SKU1088,LOC2,5
2024-01-15,SKU1089,LOC6,1
2024-01-15,SKU1090,LOC2,7
2024-01-15,SKU1091,LOC2,1
2024-01-15,SKU1093,LOC2,1
2024-01-15,SKU1093,LOC5,5
2024-01-15,SKU1094,LOC2,3
2024-01-15,SKU1094,LOC4,1
2024-01-15,SKU1095,LOC5,6
2024-01-15,SKU1097,LOC5,1
2024-01-15,SKU1098,LOC6,2
2024-01-15,SKU1099,LOC1,4
2024-01-15,SKU1100,LOC3,2
2024-01-15,SKU1101,LOC1,2
2024-01-15,SKU1103,LOC1,1
2024-01-15,SKU1103,LOC3,1
2024-01-15,SKU1103,LOC5,8
2024-01-15,SKU1104,LOC4,1
2024-01-15,SKU1105,LOC6,1
2024-01-15,SKU1107,LOC2,1
2024-01-15,SKU1107,LOC4,8
2024-01-15,SKU1108,LOC1,7
2024-01-15,SKU1108,LOC5,1
2024-01-15,SKU1109,LOC5,6
2024-01-15,SKU1109,LOC6,1
2024-01-15,SKU1110,LOC1,2
2024-01-15,SKU1110,LOC6,5
2024-01-15,SKU1112,LOC1,1
2024-01-15,SKU1113,LOC2,5
2024-01-15,SKU1116,LOC3,1
2024-01-15,SKU1117,LOC4,8
2024-01-16,SKU1000,LOC2,3
