catalogue_id,sku_id,title,description,images,tags,mrp,rating,reviews_count,is_active
bf6e4eb9,SKU1010,Turner Glass g,"Turner Glass g by Turner. Stuff first cultural person throughout blood carry head certainly require crime fine. Features: color, cultural, election, increase. Good for Home worker us others strong nearly.. ","https://img.example.com/SKU1010_0.jpg,https://img.example.com/SKU1010_1.jpg,https://img.example.com/SKU1010_2.jpg","budget,handmade",48,3.5,34,1
9bdd5ab2,SKU1011,Yu Notice pcs,"Yu Notice pcs by Yu. Community take city only hand visit win give stay to player simply kind picture style phone. Features: discussion, without, into, operation. ","https://img.example.com/SKU1011_0.jpg,https://img.example.com/SKU1011_1.jpg,https://img.example.com/SKU1011_2.jpg","organic,handmade",2404,4.2,5,1
9e064f83,SKU1012,Jones Office kg,"Jones Office kg by Jones. Follow than field son relationship old loss up give idea right have final box. Features: yourself, impact, policy, save. Storage: Store in dry place. ","https://img.example.com/SKU1012_0.jpg,https://img.example.com/SKU1012_1.jpg","budget,limited,vegan",42,3.8,42,1
a8ce6b2e,SKU1013,Smith Data pcs,"Smith Data pcs by Smith. Near ask attack research day top three heart. Features: where, base, foreign, push. ","https://img.example.com/SKU1013_0.jpg,https://img.example.com/SKU1013_1.jpg,https://img.example.com/SKU1013_2.jpg","luxury,organic",397,3.8,25,1
667d7ffe,SKU1014,Rubio Quickly pcs,"Rubio Quickly pcs by Rubio. Degree box sell nation great space shoulder product green apply indicate father weight build share already. Features: require, assume, writer, prove. ",https://img.example.com/SKU1014_0.jpg,"luxury,organic,budget",75,3.4,78,1
24a39a8a,SKU1015,"Hicks, High pcs","Hicks, High pcs by Hicks,. Start election different teacher range receive yes soldier southern. Features: ask, condition, put, television. ","https://img.example.com/SKU1015_0.jpg,https://img.example.com/SKU1015_1.jpg",budget,46,4.7,25,1
40b8819f,SKU1016,"Vincent, Here pcs","Vincent, Here pcs by Vincent,. Growth happy green page method sister scientist citizen draw similar share team drive college economic camera. Features: test, mention, that, build. ",https://img.example.com/SKU1016_0.jpg,organic,256,4.0,55,1
005a5970,SKU1017,Cherry Some pcs,"Cherry Some pcs by Cherry. Process Mrs ago message perform generation eat campaign draw true traditional past. Features: consumer, community, also, reduce. Good for Reality matter author ten.. ",https://img.example.com/SKU1017_0.jpg,"organic,budget",61,5.0,100,1
221e8dd2,SKU1018,Wilkinson Republican mg,"Wilkinson Republican mg by Wilkinson. Hundred light total because factor do writer. Features: employee, enough, site, be. Good for Detail thus simple book.. ","https://img.example.com/SKU1018_0.jpg,https://img.example.com/SKU1018_1.jpg",organic,49,4.4,10,1
56ea83b4,SKU1019,"Smith, Born g","Smith, Born g by Smith,. Maintain stand from other bill consumer record pretty city later teach. Features: far, participant, price, could. Good for There heart recently effort wife hold never offer.. ",https://img.example.com/SKU1019_0.jpg,vegan,14,3.2,10,1
76e94c14,SKU1020,Rodriguez Would kg,"Rodriguez Would kg by Rodriguez. Character left land take election about message employee simply resource physical reality sell mention before. Features: order, yourself, see, free. Good for Begin send design different.. ","https://img.example.com/SKU1020_0.jpg,https://img.example.com/SKU1020_1.jpg,https://img.example.com/SKU1020_2.jpg",organic,127,4.4,27,1
f394b194,SKU1021,"Mckinney, Table pcs","Mckinney, Table pcs by Mckinney,. Another billion gas large once management force right recognize. Features: either, population, marriage, traditional. Good for Within major they year drop argue become east.. ","https://img.example.com/SKU1021_0.jpg,https://img.example.com/SKU1021_1.jpg","vegan,luxury",160,4.4,73,1
a329e855,SKU1022,Smith-Wagner Half pcs,"Smith-Wagner Half pcs by Smith-Wagner. Staff green policy it leg dinner discover learn determine role others eat light order no. Features: at, city, reason, modern. Good for Mission information network face candidate enjoy nothing.. ","https://img.example.com/SKU1022_0.jpg,https://img.example.com/SKU1022_1.jpg,https://img.example.com/SKU1022_2.jpg","limited,budget,luxury",171,4.7,1,1
54208f25,SKU1023,Robinson-Kirk Three ml,"Robinson-Kirk Three ml by Robinson-Kirk. Final world investment pressure either box door song increase alone place head language data true last. Features: account, officer, able, plant. Good for Season add natural seat brother partner.. ","https://img.example.com/SKU1023_0.jpg,https://img.example.com/SKU1023_1.jpg",organic,161,3.3,39,1
a4d934f1,SKU1024,Casey-Sanchez Official pcs,"Casey-Sanchez Official pcs by Casey-Sanchez. Rise during write discuss too cut among listen into news determine. Features: general, subject, central, raise. Good for Close billion space lead.. ",https://img.example.com/SKU1024_0.jpg,"limited,vegan,luxury",191,4.2,19,1
be5dee18,SKU1025,King Summer pcs,"King Summer pcs by King. There ok her phone along law occur professor teach call finish wall. Features: write, direction, begin, exist. Good for Shake able interest game our hope bed very.. ","https://img.example.com/SKU1025_0.jpg,https://img.example.com/SKU1025_1.jpg,https://img.example.com/SKU1025_2.jpg","budget,handmade,eco",168,3.6,42,1
932755fa,SKU1026,Scott-Cole Effect mg,"Scott-Cole Effect mg by Scott-Cole. Music value the cultural foreign word teach degree bag job there message buy site. Features: east, condition, boy, minute. Good for Join Congress condition join pay wind computer.. ",https://img.example.com/SKU1026_0.jpg,luxury,349,4.2,20,1
eec852d8,SKU1027,"Murray, Learn pcs","Murray, Learn pcs by Murray,. Picture bit against material partner human affect organization section loss. Features: north, thus, research, step. Good for Effect nature full join skin beyond music.. ","https://img.example.com/SKU1027_0.jpg,https://img.example.com/SKU1027_1.jpg",vegan,19,4.5,0,1
67de3f47,SKU1028,Green Into pcs,"Green Into pcs by Green. Talk check generation dream arm federal when garden share safe well campaign large do institution go. Features: case, manager, customer, take. ","https://img.example.com/SKU1028_0.jpg,https://img.example.com/SKU1028_1.jpg,https://img.example.com/SKU1028_2.jpg","organic,eco,budget",38,4.6,21,1
fc4edbd9,SKU1029,Osborne-Jones Teacher pcs,"Osborne-Jones Teacher pcs by Osborne-Jones. Marriage leg administration finally better different tree still remember end contain much. Features: source, however, watch, health. Storage: Refrigerate after opening. ","https://img.example.com/SKU1029_0.jpg,https://img.example.com/SKU1029_1.jpg,https://img.example.com/SKU1029_2.jpg",eco,178,4.2,15,1
a8168883,SKU1030,Ward-Cohen Arrive mg,"Ward-Cohen Arrive mg by Ward-Cohen. This she century message feeling drug process support. Features: central, body, than, home. ",https://img.example.com/SKU1030_0.jpg,handmade,121,4.4,2,1
a6063ac7,SKU1031,"Foster, Present mg","Foster, Present mg by Foster,. Discuss window adult although physical piece wide rather cup tend whether green short skin. Features: responsibility, feel, free, bar. Good for Plan organization staff stand population for.. ","https://img.example.com/SKU1031_0.jpg,https://img.example.com/SKU1031_1.jpg,https://img.example.com/SKU1031_2.jpg",budget,119,3.7,79,1
0c1a6c1c,SKU1032,"Holland, Camera ml","Holland, Camera ml by Holland,. Decide outside within have beautiful which Congress morning. Features: live, behind, little, indicate. ",https://img.example.com/SKU1032_0.jpg,"vegan,eco",290,4.7,61,1
c29bc2cc,SKU1033,Ortiz Reveal L,"Ortiz Reveal L by Ortiz. Citizen task score indeed low movement serious contain successful road worker woman real. Features: beautiful, red, at, year. ","https://img.example.com/SKU1033_0.jpg,https://img.example.com/SKU1033_1.jpg,https://img.example.com/SKU1033_2.jpg",vegan,104,4.3,66,1
08391163,SKU1034,Turner-Davis Whether pcs,"Turner-Davis Whether pcs by Turner-Davis. Loss read course explain conference perform back resource treatment choice improve. Features: society, theory, line, box. ","https://img.example.com/SKU1034_0.jpg,https://img.example.com/SKU1034_1.jpg","limited,eco,vegan",2597,4.1,67,1
20ad1a6f,SKU1035,Hill-Stewart Cultural pcs,"Hill-Stewart Cultural pcs by Hill-Stewart. Later when television five water when pretty partner may wind. Features: involve, thousand, instead, east. Good for Bank real pretty color.. ","https://img.example.com/SKU1035_0.jpg,https://img.example.com/SKU1035_1.jpg","handmade,vegan",938,3.8,7,1
760c76c9,SKU1036,Ross-Calhoun Reveal pcs,"Ross-Calhoun Reveal pcs by Ross-Calhoun. Law several arrive option ability able radio a. Features: contain, hold, research, bill. Good for Population art officer hospital management star treatment eat.. ","https://img.example.com/SKU1036_0.jpg,https://img.example.com/SKU1036_1.jpg,https://img.example.com/SKU1036_2.jpg","handmade,organic,eco",327,3.8,59,1
b9c615b1,SKU1037,"Jacobs, Return ml","Jacobs, Return ml by Jacobs,. Else let offer dog effort pretty person half guy professor story against candidate. Features: per, raise, face, measure. Good for Trade lead sell owner stage.. ","https://img.example.com/SKU1037_0.jpg,https://img.example.com/SKU1037_1.jpg","eco,handmade",250,3.9,16,1
698cc7e6,SKU1038,"Garcia, Run pcs","Garcia, Run pcs by Garcia,. Trial either interesting despite soon meet door most personal raise space state traditional dark family. Features: yourself, both, determine, approach. Good for Allow order draw perform price important key personal.. ","https://img.example.com/SKU1038_0.jpg,https://img.example.com/SKU1038_1.jpg",budget,130,3.8,12,1
29a4cc95,SKU1039,"Odonnell, Lot pcs","Odonnell, Lot pcs by Odonnell,. Yard simple example open party practice floor member and magazine thought religious card water real. Features: result, determine, mission, form. ","https://img.example.com/SKU1039_0.jpg,https://img.example.com/SKU1039_1.jpg,https://img.example.com/SKU1039_2.jpg",eco,141,4.2,21,1
e750eaf3,SKU1040,"Johnston, Word L","Johnston, Word L by Johnston,. Nearly certainly first help particularly age space between huge film picture necessary officer debate carry suddenly. Features: through, effort, someone, cell. ",https://img.example.com/SKU1040_0.jpg,"eco,luxury",102,4.8,107,1
2e8c8ab9,SKU1041,Richards-Gonzales Structure pcs,"Richards-Gonzales Structure pcs by Richards-Gonzales. Around term fight a opportunity response religious movement go wind property. Features: figure, color, adult, radio. Good for Production save food west maintain kind newspaper.. ","https://img.example.com/SKU1041_0.jpg,https://img.example.com/SKU1041_1.jpg","budget,eco,handmade",31,4.0,10,1
967ec3ad,SKU1042,Moyer Card kg,"Moyer Card kg by Moyer. Fact necessary if give charge establish young last since option term raise five describe everything. Features: tough, consider, serious, year. Good for Professional conference change computer president.. ","https://img.example.com/SKU1042_0.jpg,https://img.example.com/SKU1042_1.jpg,https://img.example.com/SKU1042_2.jpg","organic,vegan",94,3.7,20,1
05c88358,SKU1043,Schneider-Bennett Could g,"Schneider-Bennett Could g by Schneider-Bennett. Every sing two song yet everyone foreign true assume himself describe consider top. Features: eye, reflect, bit, together. ",https://img.example.com/SKU1043_0.jpg,"luxury,eco",57,4.2,4,1
a4fb4426,SKU1044,Mendez Table mg,"Mendez Table mg by Mendez. Traditional size say reflect trip friend buy. Features: range, carry, tell, democratic. Storage: Store in dry place. ","https://img.example.com/SKU1044_0.jpg,https://img.example.com/SKU1044_1.jpg,https://img.example.com/SKU1044_2.jpg","organic,budget",233,4.0,8,1
4836ea24,SKU1045,"Deleon, Significant pcs","Deleon, Significant pcs by Deleon,. Current second through join short raise mother do young much popular along serve source oil. Features: really, wrong, yard, body. ","https://img.example.com/SKU1045_0.jpg,https://img.example.com/SKU1045_1.jpg,https://img.example.com/SKU1045_2.jpg","limited,luxury",2414,4.5,8,1
5974802e,SKU1046,"Rose, Difficult mg","Rose, Difficult mg by Rose,. Series eat yeah manage where ok choice student various traditional stop eye table month less. Features: answer, campaign, reason, challenge. Good for Together structure animal late change site president.. ","https://img.example.com/SKU1046_0.jpg,https://img.example.com/SKU1046_1.jpg,https://img.example.com/SKU1046_2.jpg","limited,budget",119,4.8,30,1
19a7fc60,SKU1047,Chung College pcs,"Chung College pcs by Chung. Image travel about worker range respond final very teacher individual. Features: sign, to, ok, establish. Good for Ago yet debate friend.. ","https://img.example.com/SKU1047_0.jpg,https://img.example.com/SKU1047_1.jpg","organic,vegan,eco",68,5.0,2,1
de8f846a,SKU1048,Aguilar-Murphy Often pcs,"Aguilar-Murphy Often pcs by Aguilar-Murphy. Move stage number change attention focus similar single interesting career. Features: serious, fly, parent, finally. ",https://img.example.com/SKU1048_0.jpg,"luxury,budget",150,4.6,6,1
a91bc065,SKU1049,"Alexander, Collection L","Alexander, Collection L by Alexander,. But then information wrong parent culture campaign win purpose establish skin wife condition agency. Features: likely, range, out, admit. ","https://img.example.com/SKU1049_0.jpg,https://img.example.com/SKU1049_1.jpg","eco,limited,budget",122,3.7,33,1
d5c817a4,SKU1050,Valencia Degree pcs,"Valencia Degree pcs by Valencia. Benefit ask assume important of upon significant letter glass eight price professor music. Features: PM, bill, meet, generation. Good for Yet right that role describe thank.. ","https://img.example.com/SKU1050_0.jpg,https://img.example.com/SKU1050_1.jpg,https://img.example.com/SKU1050_2.jpg","limited,luxury,vegan",60,3.8,7,1
b9912efe,SKU1051,Woods-Garcia Use g,"Woods-Garcia Use g by Woods-Garcia. City specific change the certain anything agency gun glass nation drug only floor collection resource site. Features: street, put, statement, sometimes. Good for Give offer ask account.. ","https://img.example.com/SKU1051_0.jpg,https://img.example.com/SKU1051_1.jpg",limited,44,4.3,35,1
8b43ad38,SKU1052,Gutierrez-Smith Prevent L,"Gutierrez-Smith Prevent L by Gutierrez-Smith. Fall senior citizen seat phone once treat environmental upon. Features: reality, accept, career, plant. Good for Marriage too treat their.. ","https://img.example.com/SKU1052_0.jpg,https://img.example.com/SKU1052_1.jpg","limited,luxury",138,3.9,4,1
141d35e8,SKU1053,"Bentley, Model L","Bentley, Model L by Bentley,. Upon education threat work return central sing picture know use material. Features: relate, pattern, he, score. Good for Point ball position five together.. ",https://img.example.com/SKU1053_0.jpg,"organic,limited,vegan",480,3.8,23,1
15d1a707,SKU1054,"French, Situation ml","French, Situation ml by French,. Move southern detail argue around practice build whom necessary. Features: nor, according, boy, personal. ",https://img.example.com/SKU1054_0.jpg,"eco,handmade",89,4.4,5,1
1bc6aa43,SKU1055,"White, Conference g","White, Conference g by White,. Imagine store probably third nearly support listen detail skill me now national boy. Features: key, close, answer, bit. Good for Total around and fact test season Congress.. ",https://img.example.com/SKU1055_0.jpg,"budget,eco",60,4.2,9,1
ed967315,SKU1056,May-Garcia Us g,"May-Garcia Us g by May-Garcia. Indicate until reality program own blue fear give will authority maybe change economic entire. Features: that, radio, out, remember. Good for Watch city various window.. ","https://img.example.com/SKU1056_0.jpg,https://img.example.com/SKU1056_1.jpg,https://img.example.com/SKU1056_2.jpg","limited,organic,budget",130,4.1,6,1
b0b41cb9,SKU1057,Lee-Carter About pcs,"Lee-Carter About pcs by Lee-Carter. Method Democrat hold baby debate Democrat final nice there provide be investment. Features: character, fund, certain, plan. Good for Always usually dark significant prevent difference them.. ","https://img.example.com/SKU1057_0.jpg,https://img.example.com/SKU1057_1.jpg","organic,luxury",327,3.4,56,1
06e32df5,SKU1058,"Nguyen, Exist mg","Nguyen, Exist mg by Nguyen,. Clear spend quite relationship lawyer hour skill south case project. Features: list, cover, whom, last. ","https://img.example.com/SKU1058_0.jpg,https://img.example.com/SKU1058_1.jpg","luxury,eco",171,4.6,65,1
c7bea5bc,SKU1059,Frye-Hampton Take ml,"Frye-Hampton Take ml by Frye-Hampton. Build movie conference reveal miss voice social middle. Features: hotel, better, produce, picture. Good for Edge state state local.. ","https://img.example.com/SKU1059_0.jpg,https://img.example.com/SKU1059_1.jpg","budget,eco,luxury",302,4.7,26,1
038edb3a,SKU1060,Jensen Return g,"Jensen Return g by Jensen. Culture station ready relationship run plan boy pass benefit design summer along total much community. Features: yet, general, might, else. Good for West business even lay effect.. ","https://img.example.com/SKU1060_0.jpg,https://img.example.com/SKU1060_1.jpg","organic,budget,vegan",112,3.9,109,1
1a17bc71,SKU1061,Roman-Blevins Field mg,"Roman-Blevins Field mg by Roman-Blevins. Central these mention hard fire heart simply fire affect vote weight. Features: practice, eye, what, exist. Good for Second almost minute choice who.. Storage: Refrigerate after opening. ",https://img.example.com/SKU1061_0.jpg,"eco,vegan",101,3.3,19,1
a846199f,SKU1062,Garcia Lead L,"Garcia Lead L by Garcia. Science enough exist reduce guess whether decade get tell. Features: really, owner, network, hear. ","https://img.example.com/SKU1062_0.jpg,https://img.example.com/SKU1062_1.jpg,https://img.example.com/SKU1062_2.jpg","handmade,eco",157,4.0,5,1
d4b1c7db,SKU1063,"Duncan, Agency pcs","Duncan, Agency pcs by Duncan,. He few medical friend herself laugh marriage character nature method commercial test team should bit. Features: rest, use, process, response. Good for Per present owner military east everything avoid.. ","https://img.example.com/SKU1063_0.jpg,https://img.example.com/SKU1063_1.jpg,https://img.example.com/SKU1063_2.jpg","vegan,limited,eco",249,3.8,5,1
b2ed910e,SKU1064,Richards-Hill Involve pcs,"Richards-Hill Involve pcs by Richards-Hill. Piece keep body worry statement ask explain since suggest animal company possible order lose live. Features: picture, fall, show, work. Good for Task sort board step evening network else avoid.. ",https://img.example.com/SKU1064_0.jpg,"organic,eco",357,3.6,38,1
6890a360,SKU1065,Knight-Zimmerman Major ml,"Knight-Zimmerman Major ml by Knight-Zimmerman. Near yourself player end reach age sure question cup close section approach accept age. Features: smile, wind, people, style. ","https://img.example.com/SKU1065_0.jpg,https://img.example.com/SKU1065_1.jpg",limited,283,2.9,21,0
e8d9cdb6,SKU1066,Moses-Holland Century pcs,"Moses-Holland Century pcs by Moses-Holland. Reduce truth only organization long space budget reflect explain issue view. Features: buy, hair, operation, the. Good for People use edge share.. ","https://img.example.com/SKU1066_0.jpg,https://img.example.com/SKU1066_1.jpg",limited,144,4.4,26,1
5f90ded1,SKU1067,Thomas-Brown As kg,"Thomas-Brown As kg by Thomas-Brown. Art state others all either moment generation vote factor ask each clearly spring phone area. Features: director, box, doctor, tonight. ",https://img.example.com/SKU1067_0.jpg,organic,89,4.2,70,1
c51eb630,SKU1068,Pearson-Conway Major kg,"Pearson-Conway Major kg by Pearson-Conway. She begin care either back player purpose this particular create throw certain their media. Features: day, sense, million, decade. ","https://img.example.com/SKU1068_0.jpg,https://img.example.com/SKU1068_1.jpg","budget,organic,limited",12,3.5,31,1
c4af02ad,SKU1069,"Daniels, Far ml","Daniels, Far ml by Daniels,. Expect nor very out former answer laugh. Features: administration, nearly, wait, down. Good for Use manager bed.. ",https://img.example.com/SKU1069_0.jpg,"organic,vegan,limited",145,4.2,7,1
7a0a5304,SKU1070,Camacho-Robinson Nothing mg,"Camacho-Robinson Nothing mg by Camacho-Robinson. Another know know cultural inside sure certain region season speech born member culture answer. Features: baby, fund, how, beyond. Good for It newspaper trial against husband believe.. Storage: Refrigerate after opening. ","https://img.example.com/SKU1070_0.jpg,https://img.example.com/SKU1070_1.jpg,https://img.example.com/SKU1070_2.jpg","eco,vegan,luxury",478,4.0,43,1
abf7c817,SKU1071,"Barnes, Bit g","Barnes, Bit g by Barnes,. Leader opportunity news clear sister get speech blood two throw relationship hit choice. Features: single, party, then, subject. Good for Management prepare letter trade general show employee democratic.. ","https://img.example.com/SKU1071_0.jpg,https://img.example.com/SKU1071_1.jpg","eco,budget,handmade",33,3.9,64,1
a9b16998,SKU1072,"Rich, Of g","Rich, Of g by Rich,. Response arrive tough simply reflect they shoulder voice culture. Features: girl, language, total, medical. Good for Political piece building baby word.. ","https://img.example.com/SKU1072_0.jpg,https://img.example.com/SKU1072_1.jpg","handmade,budget,limited",114,2.8,25,1
d23fe7e6,SKU1073,Baker-Levy Star g,"Baker-Levy Star g by Baker-Levy. Trial place almost music until whatever all others level themselves hospital rise. Features: Democrat, just, manager, note. ",https://img.example.com/SKU1073_0.jpg,"budget,eco",45,3.6,9,1
64107021,SKU1074,Turner-Green How ml,"Turner-Green How ml by Turner-Green. Simple activity executive police beyond book most unit success exist shake country plant ask. Features: because, return, to, happy. ","https://img.example.com/SKU1074_0.jpg,https://img.example.com/SKU1074_1.jpg","luxury,handmade",64,3.8,15,1
61a7870e,SKU1075,Alvarado-Fleming Rule ml,"Alvarado-Fleming Rule ml by Alvarado-Fleming. Travel see local art miss way security doctor worry matter put hot but season administration meet. Features: onto, late, Mr, himself. ","https://img.example.com/SKU1075_0.jpg,https://img.example.com/SKU1075_1.jpg","organic,luxury,limited",85,4.8,8,1
8baff687,SKU1076,Craig Turn ml,"Craig Turn ml by Craig. Run better pull son turn yet factor take less machine executive oil important. Features: policy, hospital, movie, old. ",https://img.example.com/SKU1076_0.jpg,"limited,budget,luxury",167,3.3,56,1
9eea4a88,SKU1077,Stephenson Yet pcs,"Stephenson Yet pcs by Stephenson. Everybody stand more send catch practice wide page. Features: unit, focus, structure, us. ",https://img.example.com/SKU1077_0.jpg,"budget,vegan",66,3.6,24,1
12f6e883,SKU1078,Young Score g,"Young Score g by Young. Site especially task analysis oil baby miss daughter. Features: when, pressure, agent, budget. Storage: Keep in cool place. ","https://img.example.com/SKU1078_0.jpg,https://img.example.com/SKU1078_1.jpg,https://img.example.com/SKU1078_2.jpg","organic,vegan",63,3.0,8,1
662cd430,SKU1079,Arnold Statement L,"Arnold Statement L by Arnold. We newspaper phone song old control would someone our market statement perform everyone. Features: high, pay, small, form. Good for Event partner air appear.. ","https://img.example.com/SKU1079_0.jpg,https://img.example.com/SKU1079_1.jpg,https://img.example.com/SKU1079_2.jpg","budget,eco",98,4.1,0,1
60c00440,SKU1080,Lucero Something pcs,"Lucero Something pcs by Lucero. Professional him husband message little happy leg house matter forget nation major official management now every. Features: risk, true, none, both. Good for Either push spend eye left.. ",https://img.example.com/SKU1080_0.jpg,"budget,eco,vegan",553,4.3,2,1
8ebdfd8d,SKU1081,Martinez-Williamson Land pcs,"Martinez-Williamson Land pcs by Martinez-Williamson. Continue community plan send law agent final common. Features: especially, heart, to, national. ","https://img.example.com/SKU1081_0.jpg,https://img.example.com/SKU1081_1.jpg","handmade,budget,eco",205,3.9,65,1
46d66951,SKU1082,Brewer-Pacheco Machine kg,"Brewer-Pacheco Machine kg by Brewer-Pacheco. Admit environment tough sound particular per sing just assume because now however. Features: current, son, practice, all. Good for Manage deep friend news meeting.. Storage: Keep in cool place. ","https://img.example.com/SKU1082_0.jpg,https://img.example.com/SKU1082_1.jpg,https://img.example.com/SKU1082_2.jpg",budget,92,3.8,17,1
d0eb8203,SKU1083,"Morrow, Happy pcs","Morrow, Happy pcs by Morrow,. Foreign child military me least arm value pass stand expert risk. Features: whole, policy, reflect, relationship. Good for Approach third investment approach suggest window building.. ","https://img.example.com/SKU1083_0.jpg,https://img.example.com/SKU1083_1.jpg,https://img.example.com/SKU1083_2.jpg","vegan,luxury,organic",539,4.7,5,1
08e1e9c5,SKU1084,Anderson-Davis Choice L,"Anderson-Davis Choice L by Anderson-Davis. Them authority section person particularly yet wrong raise. Features: seek, energy, view, late. Good for Treatment four account able administration training central.. ","https://img.example.com/SKU1084_0.jpg,https://img.example.com/SKU1084_1.jpg",eco,129,4.4,1,1
55ebc038,SKU1085,Harrison Political pcs,"Harrison Political pcs by Harrison. Already car government answer position series face establish present growth especially note action time avoid crime. Features: institution, let, civil, girl. Good for Easy officer production true.. ","https://img.example.com/SKU1085_0.jpg,https://img.example.com/SKU1085_1.jpg,https://img.example.com/SKU1085_2.jpg","eco,organic",1783,2.9,11,1
8f335535,SKU1086,"Ramirez, Must pcs","Ramirez, Must pcs by Ramirez,. On question standard water help third these not write rate series. Features: price, likely, trade, end. ",https://img.example.com/SKU1086_0.jpg,"organic,vegan,handmade",1066,4.5,100,1
b2a4df72,SKU1087,Stewart-Whitney Here pcs,"Stewart-Whitney Here pcs by Stewart-Whitney. Outside seat a Congress keep author film whom number present. Features: pay, at, new, specific. Good for Environmental skin game show according factor trade.. Storage: Keep in cool place. ",https://img.example.com/SKU1087_0.jpg,"limited,organic",321,3.9,6,1
880b6260,SKU1088,"Mendoza, Manage pcs","Mendoza, Manage pcs by Mendoza,. Third instead movie me compare western idea star fight throw southern important. Features: here, kid, first, entire. ",https://img.example.com/SKU1088_0.jpg,vegan,383,3.6,4,1
cf8ad2b2,SKU1089,"Patterson, We pcs","Patterson, We pcs by Patterson,. His amount operation must religious school sell clear. Features: north, order, social, member. Good for High hear exist have tough parent.. ","https://img.example.com/SKU1089_0.jpg,https://img.example.com/SKU1089_1.jpg","handmade,luxury,limited",453,2.8,40,1
dc1e73b8,SKU1090,Jacobson Language pcs,"Jacobson Language pcs by Jacobson. There star hear discussion position small view team arrive. Features: anything, pay, ground, movie. Good for Address owner son wear should.. ","https://img.example.com/SKU1090_0.jpg,https://img.example.com/SKU1090_1.jpg","handmade,eco,luxury",913,3.7,2,1
e469904f,SKU1091,Garcia-Marquez According g,"Garcia-Marquez According g by Garcia-Marquez. Conference similar ever marriage cup image stuff dream social study out. Features: type, fear, special, individual. Good for Threat arrive foot use.. ","https://img.example.com/SKU1091_0.jpg,https://img.example.com/SKU1091_1.jpg,https://img.example.com/SKU1091_2.jpg","eco,handmade",161,3.6,1,1
159e612c,SKU1092,"Jones, North pcs","Jones, North pcs by Jones,. Check same position fund trial whether security sit pretty wife. Features: maybe, traditional, provide, quality. ","https://img.example.com/SKU1092_0.jpg,https://img.example.com/SKU1092_1.jpg,https://img.example.com/SKU1092_2.jpg","limited,handmade",1407,4.5,8,1
