Date,Product_Category,Product_Name,SKU_Code,Region,Units_Sold,Price_per_Unit,Revenue,Promotion_Flag,Festival_Season,Weather_Temp,Competitor_Price,Social_Sentiment,Month,Year,Day,Price_Diff,Outlier_Flag
2024-07-19,11,11,4,0,0.27272727272727276,0.11971830985915492,0.04857434754341971,No,0,347,0.09315375982042648,116,7,2024,19,0.026564550038728443,0
2022-07-23,7,78,22,0,0.4090909090909091,0.04342723004694836,0.034302343580694096,No,0,292,0.04938271604938272,150,7,2022,23,-0.005955486002434361,0
2023-03-06,6,1,90,4,0.1590909090909091,0.03755868544600939,0.011269000959722608,No,0,343,0.03703703703703704,60,3,2023,6,0.0005216484089723486,0
2021-11-02,11,21,91,4,0.24999999999999997,0.57981220657277,0.1902108293860871,No,0,268,0.5072951739618407,29,11,2021,2,0.07251703261092934,0
2021-01-21,1,105,37,3,0.06818181818181818,0.024647887323943664,0.0026005386830129104,No,0,310,0.03703703703703704,63,1,2021,21,-0.012389149713093378,0
2023-07-31,4,79,58,0,0.13636363636363635,0.022300469483568078,0.006625181882913843,No,0,252,0.03479236812570146,199,7,2023,31,-0.012491898642133382,0
2021-08-01,15,73,103,2,0.29545454545454547,0.15962441314553993,0.06730441781988174,No,0,115,0.1335578002244669,150,8,2021,1,0.02606661292107304,0
2023-08-28,12,84,36,1,0.1590909090909091,0.2605633802816901,0.05832636760471812,Yes,0,168,0.23120089786756456,188,8,2023,28,0.029362482414125562,0
2024-07-30,1,25,60,4,0.09090909090909091,0.21244131455399062,0.028853595863905145,No,0,216,0.250280583613917,168,7,2024,30,-0.03783926905992635,0
2024-09-26,12,47,25,1,0.3863636363636364,0.2664319248826291,0.1382000557258289,No,0,195,0.20875420875420878,43,9,2024,26,0.05767771612842035,0
2024-09-09,12,49,26,3,0.06818181818181818,0.210093896713615,0.022166496393300518,No,0,200,0.2143658810325477,143,9,2024,9,-0.004271984318932692,0
2022-08-15,1,26,33,3,0.31818181818181823,0.48826291079812206,0.2023776353673261,No,1,172,0.4051627384960719,81,8,2022,15,0.08310017230205019,0
2024-09-14,4,43,17,3,0.4318181818181819,0.028169014084507046,0.028234419986997307,No,0,343,0.03479236812570146,129,9,2024,14,-0.006623354041194414,0
2022-06-22,4,18,101,1,0.18181818181818182,0.21948356807511737,0.05628308721092226,No,0,242,0.22671156004489337,56,6,2022,22,-0.007227991969775999,0
2024-05-09,7,62,97,3,0.31818181818181823,0.09624413145539908,0.047274078201913254,No,0,169,0.0830527497194164,77,5,2024,9,0.01319138173598268,0
2024-03-30,6,42,19,0,0.13636363636363635,0.15023474178403756,0.03024674158694777,No,0,312,0.14590347923681257,116,3,2024,30,0.00433126254722499,0
2024-07-10,0,39,64,2,0.22727272727272727,0.2359154929577465,0.07430110522894029,No,0,238,0.2581369248035915,16,7,2024,10,-0.02222143184584502,0
2021-11-23,15,73,103,2,0.22727272727272727,0.13732394366197181,0.04569517971579827,Yes,0,53,0.143658810325477,90,11,2021,23,-0.00633486666350519,0
2023-07-22,10,27,105,4,0.27272727272727276,0.2934272300469484,0.1081390669019535,No,0,276,0.2974186307519641,171,7,2023,22,-0.003991400705015746,0
2024-12-23,13,97,40,3,0.34090909090909094,0.028169014084507046,0.021918826042537382,No,0,181,0.023569023569023566,157,12,2024,23,0.0045999905154834805,0
2024-08-29,11,11,4,0,0.4772727272727273,0.11854460093896714,0.08383641373332096,No,1,289,0.09764309764309764,21,8,2024,29,0.020901503295869497,0
2020-11-21,5,14,106,4,0.3863636363636364,0.5011737089201879,0.24965171356923932,Yes,0,87,0.4769921436588104,152,11,2020,21,0.02418156526137749,0
2023-07-24,11,51,30,4,0.24999999999999997,0.5645539906103287,0.185381257546206,No,0,53,0.5140291806958475,119,7,2023,24,0.05052480991448127,0
2021-12-30,12,47,25,3,0.4318181818181819,0.2805164319248826,0.16135723352218198,No,0,262,0.2861952861952862,154,12,2021,30,-0.005678854270403599,0
2023-03-22,10,104,49,2,0.4772727272727273,0.13380281690140844,0.09269062877310301,Yes,1,205,0.15937149270482603,14,3,2023,22,-0.025568675803417595,0
2021-07-21,5,17,100,3,0.24999999999999997,0.40023474178403756,0.1333704838859478,No,0,152,0.4141414141414142,160,7,2021,21,-0.013906672357376637,0
2020-09-03,10,61,69,1,0.20454545454545456,0.10093896713615023,0.0316398873099904,No,0,135,0.08866442199775534,10,9,2020,3,0.01227454513839489,0
2025-02-20,1,25,60,3,0.18181818181818182,0.20657276995305163,0.05321816662022848,No,0,258,0.19753086419753088,163,2,2025,20,0.009041905755520746,0
2022-04-15,13,106,94,3,0.22727272727272727,0.07394366197183098,0.027305656171635554,No,0,176,0.05948372615039282,35,4,2022,15,0.014459935821438168,0
2024-09-02,7,62,97,3,0.27272727272727276,0.09389671361502348,0.03972013250363766,No,0,192,0.08754208754208756,42,9,2024,2,0.006354626072935923,0
2022-10-25,15,101,42,1,0.31818181818181823,0.15962441314553993,0.07235070121668061,No,0,303,0.12345679012345678,102,10,2022,25,0.03616762302208315,0
2020-09-07,4,20,93,0,0.5454545454545455,0.176056338028169,0.13364911303055632,No,0,311,0.1840628507295174,73,9,2020,7,-0.00800651270134839,0
2023-09-06,0,40,73,2,0.31818181818181823,0.23239436619718307,0.10114237949289497,Yes,0,31,0.21885521885521886,194,9,2023,6,0.013539147341964208,0
2025-04-15,13,22,16,0,0.5454545454545455,0.5622065727699531,0.38828519240890375,No,0,192,0.6722783389450057,131,4,2025,15,-0.11007176617505254,0
2021-01-31,7,62,97,0,0.36363636363636365,0.09154929577464789,0.05191789727872202,No,0,327,0.08641975308641975,56,1,2021,31,0.005129542688228142,0
2020-12-13,8,3,7,3,0.18181818181818182,0.8192488262910799,0.19866258010587906,No,0,156,0.7205387205387206,114,12,2020,13,0.09871010575235928,0
2024-05-05,4,19,75,4,0.06818181818181818,0.04225352112676056,0.004458066313736417,No,0,245,0.03928170594837261,91,5,2024,5,0.002971815178387953,0
2023-10-25,4,4,86,0,0.4090909090909091,0.18779342723004694,0.1066530447973747,No,1,324,0.17283950617283952,163,10,2023,25,0.014953921057207414,0
2021-04-14,4,18,101,4,0.11363636363636362,0.181924882629108,0.03046345314386551,No,0,221,0.186307519640853,78,4,2021,14,-0.004382637011744989,0
2021-02-07,12,49,26,0,0.1590909090909091,0.21244131455399062,0.048171883223429614,No,0,247,0.25701459034792373,111,2,2021,7,-0.04457327579393311,0
2023-01-25,1,105,37,0,0.13636363636363635,0.030516431924882632,0.00814216278133804,No,0,283,0.029180695847362513,188,1,2023,25,0.0013357360775201194,0
2021-02-09,4,19,75,4,0.22727272727272727,0.04342723004694836,0.018451441131853503,No,0,184,0.046015712682379355,133,2,2021,9,-0.0025884826354309956,0
2021-07-22,9,64,88,3,0.6818181818181819,0.5129107981220657,0.44196774093681307,No,0,162,0.49270482603815946,77,7,2021,22,0.020205972083906287,0
2021-11-27,6,70,63,1,0.29545454545454547,0.10093896713615023,0.04563326212810749,No,0,280,0.1133557800224467,51,11,2021,27,-0.012416812886296466,0
2020-10-10,15,101,42,4,0.36363636363636365,0.13967136150234744,0.0734961765889601,No,0,159,0.1526374859708193,74,10,2020,10,-0.012966124468471868,0
2023-09-16,5,14,106,1,0.24999999999999997,0.5892018779342724,0.19318287359524472,No,0,253,0.537598204264871,151,9,2023,16,0.05160367366940133,0
2024-08-29,7,68,31,0,0.18181818181818182,0.07746478873239437,0.02256896071329061,No,1,283,0.09652076318742986,68,8,2024,29,-0.019055974455035485,0
2024-10-30,6,70,63,2,0.4318181818181819,0.10211267605633804,0.06724250023219096,No,0,249,0.10549943883277216,49,10,2024,30,-0.003386762776434113,0
2021-10-27,2,57,5,4,0.3863636363636364,0.10446009389671361,0.061298411813875735,No,0,290,0.10101010101010102,188,10,2021,27,0.003449992886612588,0
2020-09-25,0,41,74,2,0.1590909090909091,0.2687793427230047,0.06006006006006006,No,0,100,0.25140291806958476,19,9,2020,25,0.01737642465341993,0
2020-12-19,2,57,5,0,0.4090909090909091,0.12206572769953052,0.07371288814587784,Yes,0,277,0.09427609427609429,68,12,2020,19,0.027789633423436225,0
2025-05-03,15,32,67,0,0.22727272727272727,0.13967136150234744,0.046376273180396894,No,0,174,0.13019079685746351,75,5,2025,3,0.009480564644883921,0
2022-04-21,9,36,57,3,0.31818181818181823,0.6913145539906104,0.28271570539611773,No,0,154,0.6060606060606061,54,4,2022,21,0.08525394793000429,0
2021-06-15,1,25,60,2,0.3863636363636364,0.24765258215962438,0.12928392309835607,Yes,0,92,0.24242424242424246,88,6,2021,15,0.0052283397353819205,0
2021-03-02,1,25,60,0,0.18181818181818182,0.2347417840375587,0.0599052660908331,No,0,258,0.2244668911335578,18,3,2021,2,0.010274892904000882,0
2020-11-16,13,106,94,2,0.29545454545454547,0.05868544600938967,0.030030030030030026,No,0,42,0.052749719416386086,85,11,2020,16,0.005935726593003586,0
2021-07-04,15,95,50,2,0.1590909090909091,0.142018779342723,0.03331166217764156,No,0,93,0.1638608305274972,93,7,2021,4,-0.021842051184774197,0
2025-07-23,10,61,69,2,0.29545454545454547,0.10211267605633804,0.046066685241942976,No,0,74,0.10886644219977554,54,7,2025,23,-0.006753766143437492,0
2023-10-11,13,67,99,1,0.20454545454545456,0.29577464788732394,0.08303148509334077,No,0,175,0.27497194163860833,51,10,2023,11,0.020802706248715608,0
2021-01-23,6,52,38,2,0.18181818181818182,0.1408450704225352,0.03761493452215102,No,0,243,0.143658810325477,90,1,2021,23,-0.002813739902941814,0
2021-09-05,10,8,107,4,0.18181818181818182,0.32863849765258213,0.08219559765951519,No,0,131,0.3434343434343435,173,9,2021,5,-0.014795845781761352,0
2020-10-10,2,83,81,4,0.4318181818181819,0.09976525821596245,0.06600414847837528,No,0,272,0.09315375982042648,141,10,2020,10,0.006611498395535972,0
2022-03-15,7,100,20,4,0.27272727272727276,0.09507042253521127,0.04012259682362775,No,0,257,0.0920314253647587,5,3,2022,15,0.0030389971704525703,0
2024-06-20,10,104,49,2,0.6363636363636364,0.13967136150234744,0.1277359834060865,No,0,204,0.13131313131313133,86,6,2024,20,0.00835823018921611,0
2021-05-22,9,86,59,0,0.4090909090909091,0.6690140845070424,0.3478220488529767,No,0,279,0.5869809203142538,38,5,2021,22,0.08203316419278861,0
2022-06-24,0,38,23,4,0.04545454545454545,0.23708920187793425,0.01792514163648184,No,0,254,0.22109988776655445,43,6,2022,24,0.0159893141113798,0
2025-07-14,14,2,11,3,0.34090909090909094,0.4636150234741784,0.205690226308783,No,0,332,0.41077441077441085,102,7,2025,14,0.05284061269976753,0
2023-04-02,11,0,87,4,0.20454545454545456,0.5821596244131456,0.1585709420760967,No,0,72,0.5780022446689114,131,4,2023,2,0.004157379744234246,0
2023-01-03,7,37,48,0,0.13636363636363635,0.07629107981220658,0.016593913501129997,Yes,0,198,0.09876543209876543,64,1,2023,3,-0.02247435228655885,0
2024-10-30,7,37,48,1,0.24999999999999997,0.07394366197183098,0.030091947617720813,No,0,104,0.07519640852974185,107,10,2024,30,-0.0012527465579108693,0
2020-09-13,11,6,80,2,0.13636363636363635,0.6068075117370892,0.11454753722794961,Yes,0,147,0.6049382716049383,148,9,2020,13,0.001869240132150951,0
2025-06-11,6,28,27,1,0.1590909090909091,0.13849765258215962,0.032568651125352156,Yes,0,140,0.1414141414141414,97,6,2025,11,-0.002916488831981784,0
2020-11-05,10,104,49,4,0.4090909090909091,0.15845070422535212,0.0919476177208136,No,0,116,0.13580246913580246,43,11,2020,5,0.022648235089549662,0
2024-12-01,4,79,58,2,0.31818181818181823,0.02699530516431925,0.019875545648741524,Yes,0,207,0.030303030303030304,67,12,2024,1,-0.003307725138711054,0
2025-06-26,15,73,103,2,0.09090909090909091,0.15023474178403756,0.02064951549487632,No,0,56,0.14702581369248036,98,6,2025,26,0.003208928091557206,0
2023-07-29,12,84,36,1,0.09090909090909091,0.27230046948356806,0.03674808829448005,Yes,0,216,0.22222222222222224,65,7,2023,29,0.050078247261345826,0
2024-12-29,7,44,29,1,0.4090909090909091,0.08215962441314555,0.05371350732175474,No,0,204,0.08754208754208756,38,12,2024,29,-0.005382463128942014,0
2024-03-29,6,1,90,1,0.4772727272727273,0.039906103286384983,0.03820315160521346,No,1,328,0.031425364758698095,1,3,2024,29,0.008480738527686889,0
2021-01-24,4,80,104,1,0.27272727272727276,0.08098591549295775,0.03529302498374663,No,0,297,0.09315375982042648,182,1,2021,24,-0.01216784432746873,0
2024-04-20,2,59,13,1,0.4545454545454546,0.09624413145539908,0.06752112937679948,Yes,1,290,0.08866442199775534,88,4,2024,20,0.007579709457643732,0
2023-05-27,11,55,39,3,0.3863636363636364,0.49647887323943657,0.24742268041237114,Yes,0,241,0.47923681257014594,155,5,2023,27,0.017242060669290626,0
2022-02-25,3,9,2,2,0.34090909090909094,0.6866197183098592,0.299804959598774,No,0,148,0.617283950617284,41,2,2022,25,0.06933576769257521,0
2021-08-02,7,37,48,1,0.22727272727272727,0.08215962441314555,0.029689483297730718,No,0,321,0.08193041526374861,132,8,2021,2,0.00022920914939693338,0
2023-11-12,0,39,64,2,0.6590909090909092,0.24061032863849763,0.2121296554286245,No,1,124,0.26150392817059487,24,11,2023,12,-0.02089359953209724,0
2022-03-31,9,36,57,0,0.20454545454545456,0.7030516431924884,0.19045849973685025,No,0,208,0.7059483726150394,63,3,2022,31,-0.0028967294225510365,0
2022-11-17,12,49,26,2,0.22727272727272727,0.22535211267605632,0.0712361846382465,No,0,35,0.2132435465768799,128,11,2022,17,0.012108566099176404,0
2023-02-23,6,70,63,3,0.11363636363636362,0.11267605633802817,0.019504040122596822,No,0,279,0.1133557800224467,69,2,2023,23,-0.0006797236844185289,0
2022-01-09,13,15,89,1,0.34090909090909094,0.505868544600939,0.22352249156372866,No,0,169,0.5611672278338946,159,1,2022,9,-0.055298683232955614,0
2020-12-17,13,67,99,4,0.24999999999999997,0.2664319248826291,0.09101885390545185,Yes,0,119,0.271604938271605,53,12,2020,17,-0.005173013388975856,0
2022-06-22,5,13,55,3,0.4090909090909091,0.5328638497652582,0.2795888672177332,No,0,345,0.473625140291807,182,6,2022,22,0.05923870947345122,0
2025-01-31,5,74,61,2,0.1590909090909091,0.5481220657276996,0.11900560354168602,No,0,255,0.6026936026936027,43,1,2025,31,-0.05457153696590311,0
2024-11-19,2,58,92,0,0.1590909090909091,0.12206572769953052,0.029101266214668277,No,0,337,0.09652076318742986,37,11,2024,19,0.025544964512100657,0
2025-03-13,9,86,59,4,0.6590909090909092,0.6901408450704226,0.5678461967121762,No,1,307,0.6857463524130192,100,3,2025,13,0.004394492657403437,0
2023-08-27,10,12,15,3,0.31818181818181823,0.03873239436619719,0.024519364725550292,No,0,278,0.03367003367003367,31,8,2023,27,0.005062360696163518,0
2022-12-07,6,42,19,3,0.1590909090909091,0.14436619718309862,0.033807002879167825,Yes,0,215,0.15937149270482603,1,12,2022,7,-0.015005295521727413,0
2021-10-17,9,75,102,3,0.34090909090909094,0.14436619718309862,0.07095755549363797,No,0,192,0.14927048260381595,110,10,2021,17,-0.00490428542071733,0
2023-09-05,12,84,36,1,0.20454545454545456,0.2699530516431925,0.07622055044735458,No,0,261,0.287317620650954,44,9,2023,5,-0.01736456900776151,0
2021-08-04,7,100,20,3,0.22727272727272727,0.07511737089201878,0.027646202903934863,No,0,282,0.07407407407407407,199,8,2021,4,0.001043296817944711,0
2022-04-27,7,72,8,1,0.29545454545454547,0.08333333333333334,0.03913191542057522,No,0,256,0.09988776655443321,162,4,2022,27,-0.016554433221099868,0
2024-09-11,9,86,59,2,0.31818181818181823,0.7382629107981221,0.30129098170335283,No,0,91,0.5701459034792369,199,9,2024,11,0.16811700731888524,0
2023-05-25,2,60,83,2,0.22727272727272727,0.11854460093896714,0.04024643199900932,No,0,258,0.12345679012345678,182,5,2023,25,-0.004912189184489643,0
2022-03-06,1,25,60,4,0.4318181818181819,0.19953051643192488,0.11863409801554133,No,0,69,0.23681257014590348,170,3,2022,6,-0.03728205371397861,0
2025-05-05,0,38,23,3,0.18181818181818182,0.244131455399061,0.062134299247701315,Yes,0,219,0.28956228956228963,34,5,2025,5,-0.04543083416322863,0
2023-10-12,2,56,14,0,0.3863636363636364,0.09976525821596245,0.059069378657007524,No,0,143,0.10101010101010102,163,10,2023,12,-0.0012448427941385704,0
2021-05-12,6,28,27,4,0.24999999999999997,0.15375586854460094,0.05535432339556051,Yes,0,285,0.1245791245791246,124,5,2021,12,0.029176743965476343,0
2024-01-19,13,67,99,3,0.4545454545454546,0.25,0.15268877124547228,No,0,270,0.29517396184062855,95,1,2024,19,-0.04517396184062855,0
2020-10-06,11,11,4,1,0.4318181818181819,0.11384976525821595,0.07343425900126932,No,0,236,0.12345679012345678,8,10,2020,6,-0.009607024865240829,0
2023-06-03,9,86,59,0,0.5681818181818182,0.7406103286384977,0.5262994953716603,No,0,167,0.5488215488215489,1,6,2023,3,0.19178877981694886,0
2023-01-21,10,61,69,1,0.18181818181818182,0.09741784037558686,0.027305656171635554,No,0,248,0.10437710437710437,163,1,2023,21,-0.006959264001517515,0
2021-07-03,5,13,55,1,0.29545454545454547,0.5105633802816902,0.19689792885669175,No,0,105,0.46689113355780026,77,7,2021,3,0.043672246723889974,0
2021-08-04,7,44,29,2,0.22727272727272727,0.09624413145539908,0.033776044085322435,No,0,158,0.08866442199775534,96,8,2021,4,0.007579709457643732,0
2022-03-03,11,50,34,2,0.3863636363636364,0.6032863849765259,0.2981331847311229,No,0,139,0.5398428731762066,33,3,2022,3,0.06344351180031926,0
2024-11-24,5,74,61,0,0.18181818181818182,0.6021126760563381,0.14711618835330176,No,0,140,0.5869809203142538,199,11,2024,24,0.015131755742084363,0
2024-07-13,2,103,32,3,0.24999999999999997,0.10093896713615023,0.038636574719048945,No,0,256,0.0830527497194164,138,7,2024,13,0.017886217416733838,0
2021-05-19,10,12,15,1,0.5227272727272727,0.03169014084507042,0.03677904708832544,No,0,231,0.04040404040404041,87,5,2021,19,-0.008713899558969986,0
2021-09-10,4,4,86,0,0.5,0.1807511737089202,0.12553790904306367,Yes,0,175,0.1851851851851852,108,9,2021,10,-0.004434011476265015,0
2021-08-30,5,46,82,2,0.27272727272727276,0.5223004694835681,0.18661960930002167,Yes,0,236,0.5353535353535355,92,8,2021,30,-0.01305306586996735,0
2023-12-24,15,45,44,3,0.18181818181818182,0.13262910798122068,0.03566453050989134,No,1,157,0.13468013468013468,51,12,2023,24,-0.0020510266989139936,0
2025-02-11,14,92,47,0,0.13636363636363635,0.4072769953051643,0.07770657255193339,No,0,242,0.48597081930415265,121,2,2025,11,-0.07869382399898833,0
2022-11-11,11,11,4,4,0.24999999999999997,0.10211267605633804,0.039008080245193644,No,0,64,0.09988776655443321,123,11,2022,11,0.0022249095019048343,0
2023-06-04,15,73,103,1,0.18181818181818182,0.15962441314553993,0.042073000835887435,No,0,141,0.1548821548821549,7,6,2023,4,0.004742258263385035,0
2024-09-16,5,82,85,4,0.24999999999999997,0.5211267605633804,0.17163555307885203,No,0,94,0.49494949494949503,90,9,2024,16,0.026177265613885337,0
2022-09-15,15,45,44,1,0.18181818181818182,0.1431924882629108,0.03817219281136807,No,0,306,0.1425364758698092,111,9,2022,15,0.0006560123931016182,0
2023-02-08,5,74,61,4,0.24999999999999997,0.6032863849765259,0.19764093990898113,No,0,148,0.6038159371492705,134,2,2023,8,-0.0005295521727446406,0
2023-04-02,8,88,43,3,0.22727272727272727,0.43896713615023475,0.13321568991672084,No,0,288,0.4590347923681258,176,4,2023,2,-0.020067656217891028,0
2025-05-06,2,102,72,0,0.31818181818181823,0.06220657276995305,0.033807002879167825,Yes,0,192,0.0617283950617284,157,5,2025,6,0.00047817770822464883,0
2024-12-06,8,30,0,4,0.1590909090909091,0.8274647887323944,0.17795114702331197,Yes,0,125,0.8507295173961842,25,12,2024,6,-0.023264728663789813,0
2023-04-24,7,78,22,4,0.3863636363636364,0.04577464788732395,0.033435497353023126,Yes,0,113,0.03928170594837261,12,4,2023,24,0.006492941938951342,0
2023-01-04,14,2,11,4,0.3863636363636364,0.45305164319248825,0.2268041237113402,No,0,309,0.41638608305274977,142,1,2023,4,0.036665560139738484,0
2020-10-03,4,79,58,4,0.20454545454545456,0.022300469483568078,0.010897495433577906,No,0,90,0.031425364758698095,136,10,2020,3,-0.009124895275130017,0
2021-10-09,14,93,71,2,0.20454545454545456,0.4753521126760563,0.13039843967679018,No,0,171,0.415263748597082,198,10,2021,9,0.06008836407897433,0
2025-01-24,10,104,49,1,0.22727272727272727,0.1431924882629108,0.04739791337729482,No,0,219,0.16161616161616163,24,1,2025,24,-0.01842367335325082,0
2024-04-01,2,102,72,3,0.5227272727272727,0.05985915492957747,0.05461131234327111,No,1,294,0.046015712682379355,51,4,2024,1,0.013843442247198114,0
2021-06-19,11,77,21,0,0.24999999999999997,0.5551643192488264,0.18240921333704838,No,0,247,0.47138047138047146,97,6,2021,19,0.08378384786835491,0
2024-01-18,14,92,47,0,0.22727272727272727,0.48004694835680756,0.14513482554719667,No,0,198,0.3636363636363637,86,1,2024,18,0.11641058472044385,0
2024-05-14,10,12,15,2,0.31818181818181823,0.03755868544600939,0.024054982817869414,No,0,232,0.04040404040404041,136,5,2024,14,-0.002845354958031017,0
2022-08-11,14,93,71,4,0.5227272727272727,0.392018779342723,0.2648834401411721,Yes,1,284,0.47923681257014594,96,8,2022,11,-0.08721803322742294,0
2021-10-20,6,42,19,1,0.1590909090909091,0.13028169014084506,0.030834958670010217,No,0,233,0.1335578002244669,76,10,2021,20,-0.0032761100836218304,0
2021-09-06,10,104,49,2,0.22727272727272727,0.15492957746478875,0.05080338070028791,No,0,111,0.1447811447811448,66,9,2021,6,0.01014843268364396,0
2023-09-14,5,82,85,4,0.24999999999999997,0.5340375586854461,0.17572211386644376,No,0,326,0.4747474747474748,71,9,2023,14,0.059290083937971305,0
2021-06-11,3,66,35,2,0.31818181818181823,0.6701877934272301,0.27435683105786196,No,0,243,0.5847362514029182,2,6,2021,11,0.08545154202431193,0
2020-10-19,10,8,107,2,0.20454545454545456,0.3532863849765258,0.09820129407758274,No,0,135,0.2760942760942761,105,10,2020,19,0.0771921088822497,0
2024-12-21,1,7,62,3,0.3863636363636364,0.1772300469483568,0.09584842574533296,No,0,153,0.16610549943883277,19,12,2024,21,0.011124547509524046,0
2022-08-13,11,10,1,0,0.1590909090909091,0.5962441314553991,0.1291600879229745,No,0,314,0.5364758698092033,111,8,2022,13,0.059768261646195864,0
2024-04-20,0,38,23,4,0.3863636363636364,0.244131455399061,0.12761214823070494,No,1,204,0.27497194163860833,101,4,2024,20,-0.030840486239547327,0
2022-10-09,11,21,91,2,0.09090909090909091,0.5469483568075117,0.07296987709358844,No,0,53,0.5667789001122335,174,10,2022,9,-0.01983054330472178,0
2022-05-31,4,18,101,1,0.31818181818181823,0.19131455399061031,0.08488901272406428,No,0,290,0.1750841750841751,198,5,2022,31,0.016230378906435222,0
2025-06-03,6,1,90,0,0.18181818181818182,0.030516431924882632,0.011423794928949568,No,0,314,0.029180695847362513,1,6,2025,3,0.0013357360775201194,0
2022-06-16,15,32,67,1,0.24999999999999997,0.15962441314553993,0.05721185102628402,No,0,284,0.1526374859708193,15,6,2022,16,0.006986927174720631,0
2021-03-18,13,15,89,2,0.29545454545454547,0.5387323943661972,0.20730008358874338,No,0,189,0.4915824915824917,111,3,2021,18,0.047149902783705566,0
