Date,Product_Category,Product_Name,SKU_Code,Region,Units_Sold,Price_per_Unit,Revenue,Promotion_Flag,Festival_Season,Weather_Temp,Competitor_Price,Social_Sentiment
2020-09-04,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,East,13,579.01,7527.13,No,None,34.5,636.96,-0.41
2020-09-04,Cheese & Cheese Products,Amul Mozzarella Cheese 200g,59239307,South,7,478.22,3347.54,No,None,35.4,520.4,-0.44
2020-09-04,Ice Creams,Amul Kesar Pista Ice Cream 1L,24078757,South,15,307.79,4616.85,No,None,31.9,330.2,-0.91
2020-09-05,Others,Amul A2 Cow Milk 1L,80405061,West,4,518.45,2073.8,No,None,13.0,434.59,-0.9
2020-09-05,Others,Amul Happy Treats Veggie Stix 400g,31256377,West,38,547.44,20802.72,Yes,None,30.2,447.47,0.86
2020-09-05,Others,Amul Butter Cookies 200g,72940877,East,7,528.03,3696.21,No,None,33.5,441.25,-0.47
2020-09-05,Others,Amul Camel Milk 500ml,1148473,North,9,484.7,4362.3,No,None,6.2,542.62,-0.01
2020-09-05,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,West,6,723.32,4339.92,No,None,26.0,719.19,-0.63
2020-09-06,Snacks & Savories,Amul Masala Peanuts 250g,91980489,Central,10,243.81,2438.1,No,None,16.1,263.03,-0.71
2020-09-06,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,Central,15,158.99,2384.8500000000004,No,None,38.7,164.38,0.64
2020-09-06,Chocolates,Amul Milk Chocolate 150g,62232487,Central,16,114.99,1839.84,No,None,27.5,101.02,-0.09
2020-09-06,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,East,25,135.52,3388.0000000000005,No,None,15.2,127.61,0.79
2020-09-06,Ice Creams,Amul Dark Chocolate Ice Cream 1L,13006228,East,9,324.24,2918.16,No,None,22.8,284.71,0.98
2020-09-07,Dairy Products,Amul Spiced Buttermilk 500ml,91503640,Central,22,104.71,2303.62,No,None,35.3,102.75,-0.08
2020-09-07,Chocolates,Amul Chocozoo Kids Pack 250g,23548091,West,11,163.32,1796.52,No,None,30.2,168.01,0.59
2020-09-07,Ice Creams,Amul Choco Chips Ice Cream 1L,37505707,East,13,296.33,3852.29,No,None,32.3,257.26,-0.99
2020-09-07,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,East,10,159.0,1590.0,Yes,None,37.4,155.64,-0.12
2020-09-07,Snacks & Savories,Amul Spicy Potato Chips 200g,37245757,East,22,58.38,1284.3600000000001,No,None,17.4,51.35,0.15
2020-09-08,Ghee & Cooking Essentials,Amul White Butter 500g,54796676,West,7,737.64,5163.48,No,None,39.0,873.29,-0.28
2020-09-08,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,West,13,140.83,1830.7900000000002,No,None,16.6,169.1,0.36
2020-09-08,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,South,8,163.39,1307.12,No,None,36.9,142.44,-0.62
2020-09-08,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,North,11,146.38,1610.1799999999998,No,None,14.8,150.05,-0.33
2020-09-08,Specialty Products,Amul Basundi 1L,12571772,South,30,405.06,12151.8,Yes,None,20.5,361.41,-0.05
2020-09-09,Butter & Spreads,Amul Peanut Spread Creamy 200g,57348568,West,6,49.0,294.0,No,None,36.0,55.16,0.51
2020-09-09,Beverages,Amul Tru Apple Juice 200ml,70134094,East,7,67.49,472.42999999999995,No,None,29.5,78.36,-0.72
2020-09-09,Others,Amul Ice Cream Cake 1kg,25444452,South,10,527.99,5279.9,No,None,37.5,459.57,-0.11
2020-09-09,Ice Creams,Amul Kulfi 60ml,68137847,Central,38,111.89,4251.82,Yes,None,32.7,107.3,0.26
2020-09-09,Beverages,Amul Tru Orange Juice 200ml,26980737,Central,11,122.24,1344.6399999999999,No,None,21.2,101.65,-0.14
2020-09-10,Dairy Products,Amul Lactose-Free Milk 1L,91017437,West,18,106.84,1923.1200000000001,No,None,36.6,112.15,0.35
2020-09-10,Chocolates,Amul India Twilight Tryst 150g,35651383,West,11,135.5,1490.5,No,None,12.3,128.42,0.58
2020-09-10,Beverages,Amul Kool Rose Milk 200ml,14415647,South,14,122.66,1717.24,No,None,34.8,132.28,0.07
2020-09-10,Cheese & Cheese Products,Amul Mozzarella Cheese 200g,59239307,South,13,454.07,5902.91,No,None,38.1,461.47,0.21
2020-09-10,Others,Amul Butter Cookies 200g,72940877,South,10,501.11,5011.1,No,None,38.1,550.71,0.9
2020-09-11,Dairy Products,Amul Gold Milk 1L,25032666,Central,10,92.55,925.5,No,None,37.1,93.37,0.45
2020-09-11,Others,Amul Cheese Tin 500g,82806583,North,8,535.51,4284.08,No,None,8.0,483.14,0.41
2020-09-11,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,Central,14,143.03,2002.42,No,None,34.8,170.2,-0.98
2020-09-11,Beverages,Amul Kool Koko 200ml,83184284,North,23,111.06,2554.38,Yes,None,16.7,111.93,0.26
2020-09-11,Beverages,Amul Kool Flavoured Milk Bottle 200ml,6094027,West,21,115.56,2426.76,Yes,None,20.5,102.55,-0.7
2020-09-12,Health & Nutrition,Amul Multigrain Dahi 200g,93245593,East,11,169.68,1866.48,No,None,23.3,140.45,0.65
2020-09-12,Chocolates,Amul India Twilight Tryst 150g,35651383,North,16,140.96,2255.36,No,None,26.2,144.16,0.23
2020-09-12,Dairy Products,Amul Paneer 200g,18315080,East,17,61.93,1052.81,No,None,31.5,54.56,-0.12
2020-09-12,Dairy Products,Amul Mithai Mate Condensed Milk 400g,11288909,Central,7,103.15,722.0500000000001,No,None,37.8,105.96,-0.38
2020-09-12,Probiotic & Health Range,Amul Greek Yogurt Strawberry 100g,21750991,South,11,225.11,2476.21,No,None,36.1,218.78,0.83
2020-09-13,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,South,6,72.78,436.68,No,None,22.4,63.42,-0.54
2020-09-13,Beverages (New Flavors),Amul Mango Lassi 250ml,31363198,South,9,599.71,5397.39,No,None,35.3,642.28,-0.78
2020-09-13,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,North,5,327.61,1638.0500000000002,No,None,25.8,375.6,0.9
2020-09-13,Butter & Spreads,Amul Cheese Spread Garlic 200g,93020688,South,12,217.19,2606.2799999999997,No,None,34.3,192.17,0.32
2020-09-13,Others,Amul Camel Milk Chocolate 150g,5752287,Central,17,124.49,2116.33,No,None,27.9,133.22,0.23
2020-09-14,Specialty Products,Amul Shrikhand Mango 500g,69924743,Central,14,371.36,5199.04,No,None,17.4,386.45,-0.61
2020-09-14,Chocolates,Amul Dark Chocolate 150g,70549300,West,32,123.55,3953.6,Yes,None,35.3,107.61,0.79
2020-09-14,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,South,23,623.21,14333.830000000002,No,None,30.0,519.91,0.1
2020-09-14,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,North,8,271.73,2173.84,No,None,8.3,257.27,-0.64
2020-09-14,Health & Nutrition,Amul Protein Shake Chocolate 200ml,57937380,South,14,608.52,8519.279999999999,No,None,32.4,685.33,-0.93
2020-09-15,Health & Nutrition,Amul Fortified Milk 1L,56068016,East,13,577.58,7508.540000000001,No,None,23.5,639.87,0.61
2020-09-15,Dairy Products,Amul Malai Paneer 1kg,43280889,Central,14,101.56,1421.8400000000001,No,None,18.3,94.65,0.99
2020-09-15,Probiotic & Health Range,Amul Greek Yogurt Blueberry 100g,21365294,South,26,254.2,6609.2,No,None,37.5,216.7,0.07
2020-09-15,Butter & Spreads,Amul Cheese Spread Yummy Plain 200g,83734632,Central,19,177.9,3380.1,No,None,39.4,156.68,0.23
2020-09-15,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,Central,10,538.27,5382.7,No,None,23.0,530.2,-0.58
2020-09-16,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,Central,6,72.29,433.74,No,None,31.3,59.78,0.3
2020-09-16,Others,Amul Organic Ghee 500ml,18009972,West,14,467.29,6542.06,No,None,30.7,563.04,-0.17
2020-09-16,Cheese & Cheese Products,Amul Cheddar Cheese 200g,53074058,East,11,544.17,5985.87,No,None,25.0,522.77,-0.08
2020-09-16,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,North,13,154.8,2012.4,No,None,14.9,147.27,0.55
2020-09-16,Ghee & Cooking Essentials,Amul White Butter 500g,54796676,East,20,752.92,15058.4,Yes,None,16.8,906.36,-0.11
2020-09-17,Butter & Spreads,Amul Lite Spread 250g,88384214,East,22,53.93,1186.46,Yes,None,19.8,58.11,-0.56
2020-09-17,Bakery & Frozen,Amul Pizza Base 200g,51772550,East,25,243.96,6099.0,No,None,24.3,230.93,0.25
2020-09-17,Dairy Products,Amul Taaza Milk 1L,16994393,East,29,91.52,2654.08,Yes,None,20.8,103.47,0.11
2020-09-17,Ice Creams,Amul Rajbhog Ice Cream 1L,7241154,North,23,280.52,6451.959999999999,No,None,26.7,303.7,0.71
2020-09-17,Specialty Products,Amul Shrikhand Mango 500g,69924743,East,13,416.4,5413.2,No,None,35.0,364.72,-0.19
2020-09-18,Beverages,Amul Kool Elaichi Milk 200ml,14701085,East,18,118.51,2133.1800000000003,No,None,18.3,119.04,0.63
2020-09-18,Cheese & Cheese Products,Amul Processed Cheese Cube 200g,46612151,North,9,253.47,2281.23,Yes,None,34.1,273.23,-0.44
2020-09-18,UHT & Long Life,Amul Mithai Mate UHT 200g,93684965,North,13,142.56,1853.28,No,None,19.1,140.62,0.83
2020-09-18,Probiotic & Health Range,Amul Greek Yogurt Strawberry 100g,21750991,North,14,227.8,3189.2000000000003,No,None,17.8,198.94,0.7
2020-09-18,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,West,9,840.89,7568.01,Yes,None,12.8,847.29,-0.54
2020-09-19,Health & Nutrition,Amul Low Fat Yogurt 100g,81837793,North,28,467.73,13096.44,Yes,None,31.1,480.87,-0.15
2020-09-19,Bakery Items,Amul Chocolate Donut 80g,28937579,East,17,463.52,7879.84,Yes,None,37.5,451.28,0.23
2020-09-19,Specialty Products,Amul Basundi 1L,12571772,North,23,418.66,9629.18,Yes,None,25.0,388.47,-0.32
2020-09-19,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,East,7,61.67,431.69,No,None,15.1,68.16,-0.02
2020-09-19,Specialty Products,Amul Shrikhand Mango 500g,69924743,West,13,406.8,5288.400000000001,No,None,21.2,421.19,0.34
2020-09-20,Butter & Spreads,Amul Peanut Spread Creamy 200g,57348568,South,11,56.05,616.55,No,None,25.8,43.97,0.7
2020-09-20,Dairy Products,Amul Lactose-Free Milk 1L,91017437,North,19,97.16,1846.04,No,None,5.8,93.59,0.41
2020-09-20,Beverages,Amul Kool Flavoured Milk Bottle 200ml,6094027,Central,21,112.98,2372.58,No,None,39.0,117.75,0.61
2020-09-20,Ice Creams,Amul Butter Scotch Ice Cream 1L,97994268,Central,14,305.77,4280.78,No,None,18.2,319.81,0.24
2020-09-20,Specialty Products,Amul Rasmalai 500g,11289388,East,13,376.76,4897.88,No,None,16.2,402.07,-0.8
2020-09-21,Beverages (New Flavors),Amul Cold Coffee 200ml,51783426,South,30,380.21,11406.3,No,None,37.2,396.45,0.33
2020-09-21,Ghee & Cooking Essentials,Amul Cow Ghee 1L,71930565,North,34,765.38,26022.92,No,None,11.3,702.0,0.88
2020-09-21,Beverages,Amul Kool Koko 200ml,83184284,East,4,126.62,506.48,No,None,29.8,109.07,-0.54
2020-09-21,UHT & Long Life,Amul Slim UHT Milk 1L,45319204,West,18,136.05,2448.9,No,None,18.2,171.43,-0.43
2020-09-21,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,Central,6,148.61,891.6600000000001,Yes,None,25.1,170.05,-0.35
2020-09-22,Beverages,Amul Kool Rose Milk 200ml,14415647,North,21,111.22,2335.62,Yes,None,18.2,104.43,-0.06
2020-09-22,Probiotic & Health Range,Amul Greek Yogurt Strawberry 100g,21750991,East,9,208.22,1873.98,No,None,20.8,194.77,-0.66
2020-09-22,Specialty Products,Amul Shrikhand Elaichi 500g,12337385,Central,13,415.28,5398.639999999999,No,None,23.9,342.94,-0.52
2020-09-22,Dairy Products,Amul Slim & Trim Milk 500ml,64335100,East,16,108.41,1734.56,No,None,26.8,106.14,0.2
2020-09-22,Bakery & Frozen,Amul Frozen Cheese Corn Nuggets 400g,18439717,Central,13,262.95,3418.35,No,None,22.6,273.84,0.67
2020-09-23,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,North,10,270.86,2708.6000000000004,No,None,12.2,271.48,-0.53
2020-09-23,Dairy Products,Amul Masti Buttermilk 500ml,26598550,West,6,109.98,659.88,No,None,38.5,110.05,-0.87
2020-09-23,Beverages,Amul Kool Elaichi Milk 200ml,14701085,West,10,126.71,1267.1,No,None,39.0,134.36,-0.9
2020-09-23,Beverages,Amul Kool Saffron Milk 200ml,79195263,West,14,115.75,1620.5,No,None,12.0,114.62,-0.6
2020-09-23,Others,Amul Cheese Tin 500g,82806583,North,22,544.78,11985.16,No,None,7.0,553.98,0.56
2020-09-24,Cheese & Cheese Products,Amul Cheddar Cheese 200g,53074058,East,9,493.08,4437.72,No,None,22.6,571.54,0.58
2020-09-24,Others,Amul A2 Cow Milk 1L,80405061,West,10,473.48,4734.8,No,None,23.8,457.34,-0.21
2020-09-24,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,North,16,338.64,5418.24,No,None,26.7,319.71,-0.52
2020-09-24,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,North,14,350.05,4900.7,No,None,26.3,402.78,-0.83
2020-09-24,Beverages (New Flavors),Amul Strawberry Lassi 250ml,71235158,East,14,583.07,8162.9800000000005,Yes,None,24.9,573.92,-0.83
2020-09-25,Cheese & Cheese Products,Amul Pizza Cheese 1kg,79666428,South,14,513.41,7187.74,No,None,25.5,563.34,0.43
2020-09-25,Snacks & Savories,Amul Masala Peanuts 250g,91980489,Central,10,251.42,2514.2,No,None,36.1,279.93,-0.94
2020-09-25,Butter & Spreads,Amul Lite Spread 250g,88384214,North,10,58.44,584.4,No,None,27.8,52.5,-0.64
2020-09-25,Butter & Spreads,Amul Butter 100g,80016687,Central,7,200.92,1406.4399999999998,No,None,31.8,192.87,-0.45
2020-09-25,Bakery & Frozen,Amul Frozen Paratha 400g,70167474,West,25,264.77,6619.25,No,None,34.6,230.22,0.7
2020-09-26,Chocolates,Amul India Twilight Tryst 150g,35651383,South,32,156.68,5013.76,Yes,None,22.0,140.22,0.78
2020-09-26,Probiotic & Health Range,Amul Probiotic Dahi 400g,33992976,West,8,236.28,1890.24,No,None,39.9,270.68,0.04
2020-09-26,Specialty Products,Amul Mithai Gulab Jamun Tin 1kg,64935768,Central,33,366.46,12093.179999999998,Yes,None,17.0,387.83,0.06
2020-09-26,Beverages,Amul Tru Apple Juice 200ml,70134094,West,13,68.2,886.6,No,None,21.2,75.14,0.69
2020-09-26,Others,Amul Cheese Tin 500g,82806583,East,15,477.69,7165.35,Yes,None,24.6,536.33,-0.72
2020-09-27,Others,Amul Butter Cookies 200g,72940877,North,7,503.44,3524.08,No,None,26.3,493.48,-0.45
2020-09-27,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,West,25,135.05,3376.2500000000005,No,None,17.6,131.78,0.17
2020-09-27,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,South,30,155.11,4653.3,No,None,24.9,160.02,-0.49
2020-09-27,Beverages,Amul Tru Orange Juice 200ml,26980737,Central,27,111.48,3009.96,Yes,None,15.1,99.65,0.97
2020-09-27,Bakery Items,Amul Butter Croissant 80g,61133075,South,8,197.96,1583.68,No,None,23.8,176.58,0.19
2020-09-28,Others,Amul Camel Milk Chocolate 150g,5752287,West,17,131.53,2236.01,No,None,11.2,127.55,0.34
2020-09-28,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,South,14,159.58,2234.1200000000003,No,None,36.8,151.87,-0.41
2020-09-28,Dairy Products,Amul Malai Paneer 1kg,43280889,Central,10,107.43,1074.3000000000002,No,None,28.7,114.08,0.86
2020-09-28,Chocolates,Amul Almond Bar 40g,82147020,North,16,60.34,965.44,No,None,16.7,50.84,0.38
2020-09-28,Health & Nutrition,Amul Protein Shake Chocolate 200ml,57937380,North,20,600.23,12004.6,No,None,14.2,620.24,-0.4
2020-09-29,Ghee & Cooking Essentials,Amul Cow Ghee 1L,71930565,West,20,765.97,15319.400000000001,No,None,22.1,919.6,-0.15
2020-09-29,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,East,13,834.36,10846.68,No,None,29.4,881.82,0.64
2020-09-29,Cheese & Cheese Products,Amul Gouda Cheese 200g,78916050,Central,2,466.84,933.68,No,None,40.0,462.52,-0.91
2020-09-29,Beverages,Amul Kool Café 200ml,68165390,South,6,49.83,298.98,No,None,30.8,46.78,-0.09
2020-09-29,Chocolates,Amul Fruit & Nut Chocolate 150g,16443921,South,6,159.08,954.48,No,None,39.5,128.11,-0.03
2020-09-30,Beverages (New Flavors),Amul Choco Milk 200ml,42543602,East,9,279.2,2512.7999999999997,No,None,33.2,278.94,0.5
2020-09-30,Beverages (New Flavors),Amul Cold Coffee 200ml,51783426,East,15,353.34,5300.099999999999,No,None,37.1,365.29,0.8
2020-09-30,Bakery Items,Amul Butter Croissant 80g,61133075,North,7,198.76,1391.32,No,None,27.6,208.25,-0.94
2020-09-30,UHT & Long Life,Amul Gold UHT Milk 1L,41910047,North,16,145.82,2333.12,Yes,None,18.6,151.4,0.67
2020-09-30,Ice Creams,Amul Kulfi 60ml,68137847,West,24,97.28,2334.7200000000003,No,None,34.7,116.28,-0.6
2020-10-01,Chocolates,Amul Almond Bar 40g,82147020,Central,6,56.22,337.32,No,None,39.8,55.17,-0.46
2020-10-01,UHT & Long Life,Amul Taaza UHT Milk 1L,40523156,East,22,159.88,3517.3599999999997,No,None,31.9,168.16,0.36
2020-10-01,Probiotic & Health Range,Amul Greek Yogurt Blueberry 100g,21365294,West,19,240.62,4571.78,Yes,None,39.6,216.17,-0.18
2020-10-01,Chocolates,Amul Milk Chocolate 150g,62232487,South,13,122.96,1598.48,Yes,None,32.5,119.77,0.54
2020-10-01,Chocolates,Amul Milk Chocolate 150g,62232487,East,13,104.64,1360.32,No,None,18.2,126.23,0.09
2020-10-02,Snacks & Savories,Amul Spicy Potato Chips 200g,37245757,South,33,58.83,1941.3899999999999,No,None,34.8,53.68,0.41
2020-10-02,Others,Amul Ice Cream Cake 1kg,25444452,North,14,540.15,7562.099999999999,No,None,29.8,480.46,-0.41
2020-10-02,Ice Creams,Amul Chocolate Ice Cream 1L,97241768,North,16,296.26,4740.16,Yes,None,21.5,329.96,-0.09
2020-10-02,Ice Creams,Amul Butter Scotch Ice Cream 1L,97994268,South,14,298.56,4179.84,No,None,30.4,306.81,0.27
2020-10-02,Ice Creams,Amul Dark Chocolate Ice Cream 1L,13006228,Central,6,274.37,1646.22,No,None,38.5,304.04,-0.65
2020-10-03,Cheese & Cheese Products,Amul Processed Cheese Cube 200g,46612151,South,7,233.86,1637.02,No,None,38.0,272.79,-0.75
2020-10-03,Probiotic & Health Range,Amul Probiotic Dahi 400g,33992976,South,9,261.85,2356.65,Yes,None,28.4,217.4,-0.52
2020-10-03,Others,Amul Happy Treats Veggie Stix 400g,31256377,Central,14,525.93,7363.0199999999995,No,None,19.2,447.83,0.8
2020-10-03,Cheese & Cheese Products,Amul Gouda Cheese 200g,78916050,East,7,485.88,3401.16,No,None,36.9,434.43,-0.38
2020-10-03,Snacks & Savories,Amul Cheese Crackers 120g,81997831,Central,34,519.06,17648.039999999997,Yes,None,23.0,483.19,-0.05
2020-10-04,Snacks & Savories,Amul Veggie Sticks 100g,83950377,South,18,77.53,1395.54,Yes,None,31.1,89.89,0.24
2020-10-04,Others,Amul Cheese Tin 500g,82806583,North,17,505.56,8594.52,No,None,30.8,490.36,0.3
2020-10-04,Snacks & Savories,Amul Cheese Crackers 120g,81997831,East,18,544.27,9796.86,No,None,31.1,583.79,0.02
2020-10-04,UHT & Long Life,Amul Cream Tetra Pack 250ml,64829395,East,15,155.12,2326.8,No,None,23.5,154.47,0.89
2020-10-04,Cheese & Cheese Products,Amul Cheese Block 500g,97719922,Central,6,507.31,3043.86,No,None,19.0,540.24,-0.15
2020-10-05,Ghee & Cooking Essentials,Amul Pure Ghee 500ml,40563084,South,20,395.71,7914.2,Yes,None,23.2,449.67,-0.86
2020-10-05,Bakery & Frozen,Amul Frozen Veggie Burger Patty 500g,70415490,Central,5,252.94,1264.7,No,None,36.5,233.71,-0.96
2020-10-05,Snacks & Savories,Amul Spicy Potato Chips 200g,37245757,South,28,55.59,1556.52,No,None,38.3,61.07,0.56
2020-10-05,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,South,23,136.96,3150.0800000000004,No,None,24.4,149.56,0.42
2020-10-05,Ice Creams,Amul Cassata Slice 120ml,14909382,South,27,50.65,1367.55,Yes,None,38.4,57.87,-0.01
2020-10-06,Others,Amul Camel Milk Chocolate 150g,5752287,North,7,119.07,833.49,No,None,8.5,113.51,-0.15
2020-10-06,Bakery Items,Amul Chocolate Donut 80g,28937579,North,14,399.67,5595.38,Yes,None,29.8,474.23,0.01
2020-10-06,Beverages,Amul Tru Orange Juice 200ml,26980737,South,14,126.44,1770.1599999999999,No,None,27.3,120.67,-0.85
2020-10-06,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,East,10,66.71,667.0999999999999,No,None,24.0,71.76,0.84
2020-10-06,Ghee & Cooking Essentials,Amul Buffalo Ghee 1L,11071426,Central,8,636.83,5094.64,Yes,None,34.3,660.42,-0.3
2020-10-07,Beverages (New Flavors),Amul Choco Milk 200ml,42543602,East,2,318.93,637.86,No,None,29.5,313.55,-0.85
2020-10-07,Specialty Products,Amul Shrikhand Mango 500g,69924743,West,9,414.28,3728.5199999999995,No,None,22.7,413.49,-0.92
2020-10-07,Specialty Products,Amul Shrikhand Kesar 500g,43726257,Central,18,394.8,7106.400000000001,No,None,35.1,372.9,0.94
2020-10-07,Beverages,Amul Tru Apple Juice 200ml,70134094,North,31,77.57,2404.6699999999996,Yes,None,12.3,74.67,0.14
2020-10-07,Ice Creams,Amul Chocolate Ice Cream 1L,97241768,East,37,307.69,11384.53,Yes,None,31.4,287.71,0.99
2020-10-08,Dairy Products,Amul Mithai Mate Condensed Milk 400g,11288909,East,8,105.54,844.32,No,None,15.4,86.94,-0.92
2020-10-08,Chocolates,Amul India Twilight Tryst 150g,35651383,West,19,136.53,2594.07,Yes,None,13.4,148.17,0.43
2020-10-08,Cheese & Cheese Products,Amul Cheese Slices 200g,92496774,West,14,329.14,4607.96,No,None,31.5,335.72,-0.39
2020-10-08,Bakery Items,Amul Chocolate Donut 80g,28937579,West,18,401.35,7224.3,No,None,31.6,446.97,0.49
2020-10-08,Ghee & Cooking Essentials,Amul Cooking Butter 500g,206846,West,13,871.54,11330.02,No,None,39.4,700.62,-0.2
2020-10-09,Others,Amul Camel Milk Chocolate 150g,5752287,East,17,118.18,2009.0600000000002,No,None,24.8,140.0,-0.22
2020-10-09,Bakery & Frozen,Amul Frozen Cheese Corn Nuggets 400g,18439717,North,10,259.34,2593.3999999999996,No,None,28.8,284.48,0.04
2020-10-09,Ice Creams,Amul Choco Chips Ice Cream 1L,37505707,Central,9,322.87,2905.83,No,None,38.3,266.06,-0.88
2020-10-09,Bakery Items,Amul Chocolate Donut 80g,28937579,North,9,444.89,4004.0099999999998,No,None,14.1,432.12,-0.73
2020-10-09,Cheese & Cheese Products,Amul Processed Cheese Cube 200g,46612151,East,6,244.82,1468.92,No,None,20.9,229.07,-0.17
2020-10-10,Beverages,Amul Kool Saffron Milk 200ml,79195263,North,7,120.6,844.1999999999999,No,None,28.5,106.43,-0.08
2020-10-10,Others,Amul Ice Cream Cake 1kg,25444452,Central,5,516.6,2583.0,No,None,22.9,502.88,-0.91
2020-10-10,Ice Creams,Amul Vanilla Ice Cream 1L,45007361,South,11,137.21,1509.3100000000002,No,None,28.8,155.66,-0.88
2020-10-10,Butter & Spreads,Amul Cheese Spread Red Chilli Flakes 200g,70537390,South,14,73.19,1024.6599999999999,No,None,39.2,76.65,-0.6
2020-10-10,Health & Nutrition,Amul Protein Shake Vanilla 200ml,48334136,East,9,547.62,4928.58,No,None,27.1,586.36,0.18
2020-10-11,Cheese & Cheese Products,Amul Processed Cheese Cube 200g,46612151,East,8,256.62,2052.96,Yes,None,18.5,272.41,0.11
2020-10-11,Dairy Products,Amul Malai Paneer 1kg,43280889,North,19,101.44,1927.36,No,None,11.8,102.67,0.37
2020-10-11,Others,Amul A2 Cow Milk 1L,80405061,North,15,480.7,7210.5,No,None,20.2,451.5,0.18
2020-10-11,Dairy Products,Amul Masti Buttermilk 500ml,26598550,Central,15,105.6,1584.0,Yes,None,18.1,111.44,0.5
2020-10-11,Probiotic & Health Range,Amul Greek Yogurt Mango 100g,84729804,North,14,190.92,2672.8799999999997,Yes,None,33.6,181.63,0.11
2020-10-12,Specialty Products,Amul Basundi 1L,12571772,Central,15,389.25,5838.75,No,None,24.5,382.33,0.44
2020-10-12,Beverages,Amul Kool Saffron Milk 200ml,79195263,East,7,120.5,843.5,No,None,18.1,125.87,-0.88
